Grid_Number,bus_station
26,2.0
27,0.0
28,1.0
29,0.0
45,2.0
46,1.0
47,0.0
48,2.0
49,0.0
50,0.0
51,4.0
52,1.0
58,0.0
59,2.0
65,0.0
66,0.0
67,0.0
68,0.0
69,2.0
70,2.0
71,1.0
72,0.0
77,0.0
78,3.0
79,2.0
80,2.0
81,3.0
82,1.0
83,0.0
84,1.0
85,1.0
86,1.0
87,1.0
88,2.0
89,4.0
90,0.0
91,1.0
96,1.0
97,1.0
98,0.0
99,2.0
102,0.0
103,3.0
104,0.0
105,2.0
106,2.0
107,1.0
108,7.0
110,0.0
116,0.0
117,1.0
120,2.0
121,1.0
122,1.0
123,1.0
124,2.0
125,0.0
126,1.0
127,2.0
128,1.0
135,0.0
141,2.0
142,0.0
143,0.0
145,0.0
147,0.0
148,0.0
149,1.0
153,2.0
154,1.0
155,2.0
160,0.0
161,1.0
162,2.0
164,0.0
165,0.0
166,0.0
167,2.0
168,0.0
169,0.0
172,0.0
173,1.0
174,6.0
175,3.0
179,5.0
180,1.0
181,3.0
182,0.0
183,1.0
184,2.0
185,1.0
186,3.0
187,1.0
188,0.0
197,2.0
198,5.0
199,0.0
200,2.0
201,2.0
202,5.0
203,1.0
204,1.0
205,0.0
206,0.0
207,1.0
217,1.0
218,1.0
219,0.0
220,2.0
221,1.0
222,4.0
223,0.0
224,2.0
225,1.0
226,1.0
241,7.0
242,0.0
243,0.0
244,0.0
245,0.0
260,0.0
261,5.0
262,3.0
263,4.0
264,3.0
