Grid_Number,police
26,0.8563871866704521
27,0.5340347582488261
28,0.640098088033448
29,0.9852967116291456
45,0.4721618820242073
46,0.7594091596726953
47,0.11352952695338912
48,0.6961333176783806
49,0.2396968205145832
50,0.7711782245866516
51,0.24723947476294295
52,0.8653379350431666
58,1.2611237286777788
59,0.2369474260188933
65,0.7350530838095538
66,0.4192810254111599
67,0.22438431407954265
68,0.17281755765378792
69,0.3369823956757605
70,0.763053789137924
71,0.2926076220848391
72,0.7693791959050342
77,1.4709428944004268
78,1.2860126873484865
79,0.8232992453587358
80,0.6620886892752527
81,0.3306231306987395
82,0.6565128732749616
83,0.5068956623370556
84,0.5532249452283471
85,0.3660537282879648
86,0.5798124958087416
87,0.2829218010343787
88,0.2114021146755445
89,0.6439493887124472
90,0.2918577259129311
91,0.20670577102122306
96,0.5174015577416651
97,0.5445934012686211
98,0.41642658992353215
99,0.22052716460837
102,0.39868928501803375
103,0.1872054476208576
104,0.26119199230381124
105,0.22476941470192413
106,0.4038008221455096
107,0.16385008935314269
108,0.011907905342418805
110,0.19360612077427874
116,0.4593273725397682
117,0.30797704423504185
120,0.5516861176729326
121,0.2714963924892565
122,0.4847767854052332
123,0.4649739472011507
124,0.6321121806235084
125,0.4145180328210709
126,0.09223827890214
127,0.095293509226084
128,0.7958548792138601
135,1.435549432988008
141,0.4675440962215375
142,0.392301628861205
143,0.9938837976798516
145,0.32956947318936197
147,0.5169258173814032
148,0.41558388337856783
149,0.4872656679788328
153,0.41708887404275824
154,1.3302059870978384
155,0.8353956911355629
160,0.5958310713467394
161,0.6369626268092758
162,0.5696725993174443
164,0.17858167381885942
165,0.190617980637432
166,0.25126081821642005
167,0.2604630530058038
168,0.6604371022623606
169,0.9944050487060774
172,1.2959780184872518
173,1.0157808378290003
174,0.2951484519377052
175,0.2570667531235715
179,0.5207201650926607
180,0.7316675139397809
181,0.41128396551262425
182,0.572456429075446
183,0.1909804487395164
184,0.08977429315405402
185,0.2594875728890273
186,0.17180601323423628
187,0.2553126038492442
188,0.7122249204702477
197,0.44400960122426897
198,0.3351547360329881
199,0.006536498389599315
200,0.34901127261619963
201,0.485230976679622
202,0.2030827450001368
203,0.2573758631510595
204,0.1319246696532652
205,0.7185808283171604
206,0.3988782642900953
207,0.44429058426691376
217,0.10516049303768137
218,0.4698198858836652
219,0.4056319057257599
220,0.23593503242295444
221,0.2976103047216567
222,0.331142556862444
223,0.2592421158154488
224,0.20850842923277207
225,0.6128423386435188
226,0.23809338873884844
241,0.19306026027409426
242,0.13575886338388055
243,0.2660698136673792
244,0.21173341857533476
245,0.31457511344264605
260,1.0850184468833513
261,0.9367381529311792
262,0.19266310715486334
263,0.13149283045676805
264,0.20473443117042786
