Grid_Number,local_government_office
26,4.0
27,6.0
28,8.0
29,5.0
45,1.0
46,7.0
47,13.0
48,4.0
49,4.0
50,1.0
51,13.0
52,8.0
58,5.0
59,4.0
65,6.0
66,6.0
67,6.0
68,2.0
69,6.0
70,10.0
71,7.0
72,1.0
77,6.0
78,1.0
79,5.0
80,8.0
81,9.0
82,16.0
83,6.0
84,9.0
85,19.0
86,6.0
87,8.0
88,11.0
89,11.0
90,12.0
91,10.0
96,3.0
97,3.0
98,3.0
99,7.0
102,10.0
103,20.0
104,10.0
105,13.0
106,10.0
107,10.0
108,7.0
110,7.0
116,1.0
117,7.0
120,13.0
121,17.0
122,14.0
123,9.0
124,9.0
125,8.0
126,18.0
127,3.0
128,8.0
135,0.0
141,16.0
142,9.0
143,14.0
145,3.0
147,7.0
148,1.0
149,6.0
153,7.0
154,5.0
155,2.0
160,23.0
161,7.0
162,15.0
164,6.0
165,4.0
166,6.0
167,7.0
168,10.0
169,2.0
172,4.0
173,4.0
174,4.0
175,7.0
179,15.0
180,14.0
181,7.0
182,19.0
183,10.0
184,12.0
185,6.0
186,3.0
187,7.0
188,3.0
197,8.0
198,13.0
199,6.0
200,11.0
201,14.0
202,7.0
203,9.0
204,1.0
205,2.0
206,3.0
207,2.0
217,8.0
218,3.0
219,10.0
220,15.0
221,4.0
222,16.0
223,4.0
224,2.0
225,1.0
226,3.0
241,17.0
242,27.0
243,7.0
244,10.0
245,4.0
260,0.0
261,16.0
262,4.0
263,4.0
264,2.0
