Grid_Number,local_government_office
26,31.0
27,51.0
28,51.0
29,46.0
45,37.0
46,66.0
47,75.0
48,58.0
49,55.0
50,56.0
51,88.0
52,83.0
58,48.0
59,59.0
65,82.0
66,98.0
67,83.0
68,57.0
69,75.0
70,86.0
71,83.0
72,71.0
77,39.0
78,50.0
79,62.0
80,57.0
81,79.0
82,73.0
83,93.0
84,108.0
85,120.0
86,99.0
87,82.0
88,86.0
89,85.0
90,78.0
91,50.0
96,27.0
97,32.0
98,44.0
99,54.0
102,134.0
103,145.0
104,127.0
105,115.0
106,107.0
107,97.0
108,97.0
110,55.0
116,20.0
117,26.0
120,84.0
121,133.0
122,142.0
123,124.0
124,115.0
125,105.0
126,81.0
127,74.0
128,52.0
135,31.0
141,128.0
142,136.0
143,106.0
145,85.0
147,49.0
148,58.0
149,49.0
153,30.0
154,30.0
155,36.0
160,123.0
161,139.0
162,122.0
164,90.0
165,64.0
166,65.0
167,56.0
168,41.0
169,37.0
172,32.0
173,35.0
174,37.0
175,40.0
179,116.0
180,120.0
181,132.0
182,125.0
183,109.0
184,77.0
185,57.0
186,50.0
187,42.0
188,30.0
197,87.0
198,109.0
199,111.0
200,114.0
201,121.0
202,113.0
203,77.0
204,66.0
205,43.0
206,37.0
207,27.0
217,71.0
218,69.0
219,86.0
220,87.0
221,109.0
222,94.0
223,101.0
224,67.0
225,44.0
226,30.0
241,96.0
242,93.0
243,88.0
244,42.0
245,30.0
260,66.0
261,79.0
262,73.0
263,36.0
264,26.0
