Grid_Number,police
26,0.0
27,2.0
28,1.0
29,0.0
45,1.0
46,0.0
47,1.0
48,0.0
49,1.0
50,0.0
51,3.0
52,0.0
58,0.0
59,1.0
65,0.0
66,5.0
67,4.0
68,1.0
69,3.0
70,0.0
71,2.0
72,0.0
77,0.0
78,0.0
79,0.0
80,3.0
81,2.0
82,0.0
83,1.0
84,1.0
85,3.0
86,0.0
87,2.0
88,1.0
89,1.0
90,2.0
91,3.0
96,1.0
97,1.0
98,1.0
99,1.0
102,2.0
103,4.0
104,4.0
105,6.0
106,1.0
107,2.0
108,3.0
110,2.0
116,1.0
117,2.0
120,2.0
121,3.0
122,1.0
123,2.0
124,1.0
125,1.0
126,1.0
127,2.0
128,0.0
135,0.0
141,1.0
142,5.0
143,0.0
145,2.0
147,1.0
148,1.0
149,1.0
153,1.0
154,0.0
155,0.0
160,1.0
161,1.0
162,1.0
164,5.0
165,2.0
166,2.0
167,5.0
168,2.0
169,0.0
172,0.0
173,0.0
174,3.0
175,3.0
179,1.0
180,0.0
181,3.0
182,0.0
183,5.0
184,3.0
185,9.0
186,2.0
187,1.0
188,0.0
197,2.0
198,2.0
199,1.0
200,4.0
201,6.0
202,9.0
203,6.0
204,2.0
205,1.0
206,1.0
207,1.0
217,3.0
218,4.0
219,2.0
220,4.0
221,3.0
222,5.0
223,2.0
224,1.0
225,1.0
226,1.0
241,4.0
242,4.0
243,2.0
244,1.0
245,3.0
260,0.0
261,0.0
262,2.0
263,6.0
264,1.0
