Grid_Number,bank
0,0.0
1,0.0
2,0.0
3,1.0
4,0.0
5,0.0
6,0.0
7,1.0
8,0.0
9,0.0
10,0.0
11,1.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,3.0
27,2.0
28,6.0
29,0.0
30,14.0
31,1.0
32,6.0
33,4.0
34,1.0
35,0.0
36,0.0
37,0.0
38,4.0
39,3.0
40,4.0
41,12.0
42,1.0
43,0.0
44,0.0
45,2.0
46,5.0
47,6.0
48,3.0
49,1.0
50,2.0
51,7.0
52,5.0
53,3.0
54,3.0
55,0.0
56,0.0
57,0.0
58,2.0
59,2.0
60,4.0
61,6.0
62,3.0
63,5.0
64,1.0
65,3.0
66,3.0
67,7.0
68,5.0
69,3.0
70,2.0
71,4.0
72,1.0
73,0.0
74,0.0
75,0.0
76,0.0
77,3.0
78,0.0
79,7.0
80,3.0
81,3.0
82,4.0
83,5.0
84,1.0
85,3.0
86,1.0
87,0.0
88,7.0
89,4.0
90,3.0
91,12.0
92,1.0
93,2.0
94,0.0
95,1.0
96,1.0
97,0.0
98,2.0
99,1.0
100,2.0
101,1.0
102,3.0
103,7.0
104,5.0
105,2.0
106,4.0
107,8.0
108,7.0
109,5.0
110,2.0
111,0.0
112,2.0
113,0.0
114,0.0
115,1.0
116,6.0
117,4.0
118,0.0
119,0.0
120,6.0
121,18.0
122,8.0
123,3.0
124,4.0
125,5.0
126,7.0
127,3.0
128,6.0
129,1.0
130,5.0
131,5.0
132,0.0
133,1.0
134,0.0
135,0.0
136,3.0
137,0.0
138,1.0
139,1.0
140,7.0
141,13.0
142,11.0
143,5.0
144,9.0
145,5.0
146,5.0
147,1.0
148,3.0
149,11.0
150,1.0
151,0.0
152,2.0
153,10.0
154,4.0
155,3.0
156,3.0
157,1.0
158,5.0
159,7.0
160,8.0
161,10.0
162,9.0
163,15.0
164,2.0
165,4.0
166,5.0
167,5.0
168,4.0
169,3.0
170,0.0
171,3.0
172,4.0
173,6.0
174,5.0
175,3.0
176,9.0
177,1.0
178,7.0
179,14.0
180,5.0
181,11.0
182,3.0
183,7.0
184,3.0
185,1.0
186,2.0
187,3.0
188,5.0
189,0.0
190,0.0
191,0.0
192,3.0
193,4.0
194,6.0
195,0.0
196,1.0
197,8.0
198,3.0
199,11.0
200,1.0
201,11.0
202,2.0
203,2.0
204,1.0
205,0.0
206,1.0
207,1.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.0
215,0.0
216,5.0
217,14.0
218,7.0
219,7.0
220,7.0
221,1.0
222,11.0
223,1.0
224,1.0
225,2.0
226,1.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,3.0
240,2.0
241,9.0
242,11.0
243,2.0
244,9.0
245,1.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,1.0
261,15.0
262,3.0
263,7.0
264,4.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
