Grid_Number,supermarket
0,0.11593818681461902
1,0.0973018474287195
2,0.3207850273106526
3,0.009762129007036038
4,0.23070121243735003
5,0.07318560685300554
6,0.35277206538820555
7,0.2530534137224525
8,0.01349769784343414
9,0.2715336135848173
10,0.4053497077648011
11,0.1224445603479852
12,0.11197493371458984
13,0.4265237160427309
14,0.006278191102993673
15,0.11759072861658455
16,1.4078351773837416
17,1.5702451287898183
18,1.0929153575112218
19,0.057555855369505256
20,0.04393112251611052
21,3.354255412261864e-05
22,0.012542845120006632
23,0.0881615413319812
24,0.048846233412450375
25,0.13655835013110826
26,0.00843484739028645
27,0.30585710454295795
28,0.005739343549268397
29,0.41829516656257226
30,0.12372807250454819
31,0.34741510493376626
32,0.08907473451976831
33,0.17297165256000233
34,0.05485907483252663
35,0.40744020938311565
36,0.5504715809708641
37,0.19758879609040833
38,0.040590815306917195
39,0.11599236603060009
40,0.17785742681390942
41,0.0587804232744586
42,0.15757867514036866
43,0.1560262632478043
44,0.01619025885680469
45,0.2129755128378569
46,0.10969694606936324
47,0.008223712518749508
48,0.05039339137097733
49,0.049473049260004814
50,0.28151222089452393
51,0.27493956342656817
52,0.2187773544738812
53,0.11859732087251734
54,0.14158665423247693
55,0.07830831523297502
56,0.0807340666901141
57,0.02790506151624902
58,0.02190210814038896
59,0.03172678522120574
60,0.0885039620439108
61,0.11424124995439985
62,0.13065366933105735
63,0.01107553260528789
64,0.02497267714869406
65,0.0006909429149706056
66,0.025202845109454843
67,0.008740594183827397
68,0.0854755435015131
69,0.06180242246212788
70,0.1597521071204605
71,0.22315475948832625
72,0.004064673641473064
73,0.021366366505333075
74,0.22016975010633852
75,0.04979687862879507
76,0.018101248473971678
77,0.0446761269554342
78,0.23750432959280376
79,0.07487731793070042
80,0.04085142670404465
81,0.10610677885037148
82,0.15557936607503778
83,0.2745416582275768
84,0.06695280189430651
85,0.09760272616780503
86,0.009479433943908945
87,0.01379728529071656
88,0.053169159205004805
89,0.10475181661395891
90,0.10289294929017001
91,0.011378933745583538
92,0.062154008746900045
93,0.16933042379381502
94,0.01083465463495861
95,0.09241514318820629
96,0.26324075692397453
97,0.035096754689743694
98,0.0785089153859536
99,0.17597983251097643
100,0.29318420995075906
101,0.029429082423812702
102,0.13105955890808973
103,0.15394844147303188
104,0.11587272289845674
105,0.07586893027779999
106,0.023373154453425117
107,0.022171964459672507
108,0.051962991351396565
109,0.13064284248237026
110,0.08468919197247698
111,0.2259336956593513
112,0.16110217266067536
113,0.03210994375117252
114,0.00878254531901507
115,0.005146692844799304
116,0.16708393050170367
117,0.021928419939285505
118,0.020506059188125734
119,0.38824537871288534
120,0.1065234914582403
121,0.28753614869966815
122,0.06546684813913117
123,0.0856917992185087
124,0.12817608577823086
125,0.06392832719888074
126,0.013562627354279698
127,0.00150445118447729
128,0.034044989786295846
129,0.059184342460966606
130,0.09726829973050982
131,0.02756936594432156
132,0.0783198923827315
133,0.033403767115497314
134,0.025053091650219697
135,0.023119363621170067
136,0.04143495500072584
137,0.20546002008126812
138,0.32064498891315485
139,0.07638797043415116
140,0.28466277023385766
141,0.12832407576664945
142,0.19867004515386355
143,0.26723726714407153
144,0.02229566009923849
145,0.33969105998000443
146,0.563139049800614
147,0.34190420966811197
148,0.06037166486093821
149,0.1990650212412559
150,0.17596447743110535
151,0.0542085266668114
152,0.11163746934994503
153,0.09650485339149867
154,0.033698450065802944
155,0.09659106300777512
156,0.4138416182856442
157,0.018143252438359923
158,0.1479784010545193
159,0.06338090931201339
160,0.2777931594250112
161,0.08457005166009879
162,0.040073036368885366
163,0.13017581720606977
164,0.22897912549500257
165,0.27695775502954983
166,0.024436406955231162
167,0.2218726658754444
168,0.317734083550584
169,0.3259356811752439
170,0.0327185423273811
171,0.45998377789872635
172,0.003169259976641939
173,0.06778759194012725
174,0.20555905235792699
175,0.22000543896832664
176,0.08425480809208952
177,0.11270769285064182
178,0.3651212820198508
179,0.02047195536113219
180,0.05762947380178099
181,0.03713783742602149
182,0.08626066521013497
183,0.22272963880692748
184,0.010012079755469926
185,0.042283878420467914
186,0.14009396581467615
187,0.20310420095008191
188,0.06588366048109214
189,0.025701501829197355
190,0.25146181955588054
191,0.05682119582487144
192,0.12040030322825854
193,0.07791115145481368
194,0.03325095653020253
195,0.25224554162910706
196,0.25392407150327234
197,0.004234989235625903
198,0.22570839868797435
199,0.03628694650555019
200,0.14493785059937828
201,0.06253969373540971
202,0.07402862071039454
203,0.35225635658263615
204,0.1007673796252254
205,0.03904710473054729
206,0.2581014187333638
207,0.1624078780366667
208,0.17123355299179718
209,0.3560047847181891
210,0.18261005718310389
211,0.02007023322463715
212,0.05598033848398109
213,0.2814985719591973
214,0.33694905017616034
215,0.015198324708559767
216,0.004150249560159352
217,0.0276622035891761
218,0.20567719618891217
219,0.07202080512242537
220,0.042137015212007696
221,0.5395867593444048
222,0.004239223603472056
223,0.09579892913724233
224,0.3896243096596416
225,0.2680715304139481
226,0.3111106921856175
227,0.7168906043718637
228,0.3651466218581509
229,0.07560059079870371
230,0.020743373904222154
231,0.3373267139984432
232,0.1689629942337674
233,0.09882267955195903
234,0.009705537346794472
235,0.2889916450026843
236,0.4468654159379997
237,0.03813832720286723
238,0.87987991339206
239,0.006617824250742615
240,0.07597435428860104
241,0.01727500600053145
242,0.024697595861312833
243,0.11235987924066786
244,0.015175690359599968
245,0.0828655645004797
246,0.214573277462301
247,0.3662846314083954
248,0.028546683319525527
249,0.020921171601221887
250,0.293594690581117
251,0.14218662673423432
252,0.011775158228396776
253,0.005408746650048215
254,0.22634901790109643
255,0.2826665179100628
256,0.049379535672352634
257,0.8570725321510013
258,0.37510147536472777
259,0.07262001715594397
260,0.026050011633891926
261,0.0660304667071008
262,0.13116897211556597
263,0.21524111752724281
264,0.16338917191242358
265,0.06008680861201265
266,0.3496647172502126
267,0.002784564661690638
268,0.1521022435191544
269,0.24770574136652568
270,0.13047980207551427
271,0.009019350437506546
272,0.003914932777618106
273,0.19612302859176908
274,0.18858492704274568
275,0.12197819559748177
276,0.7972842020181206
277,0.500514167120998
278,0.029713478431254315
279,0.007466230128265579
280,0.06925769010547811
281,0.11025684448637367
282,0.02735190378649372
283,0.06745743458929007
284,0.09596071810269632
