Grid_Number,department_store
0,44.0
1,52.0
2,59.0
3,67.0
4,86.0
5,82.0
6,80.0
7,79.0
8,79.0
9,86.0
10,94.0
11,109.0
12,97.0
13,87.0
14,81.0
15,74.0
16,66.0
17,49.0
18,38.0
19,55.0
20,68.0
21,91.0
22,99.0
23,112.0
24,115.0
25,120.0
26,2.0
27,6.0
28,6.0
29,6.0
30,144.0
31,129.0
32,115.0
33,105.0
34,95.0
35,82.0
36,66.0
37,46.0
38,64.0
39,94.0
40,103.0
41,112.0
42,143.0
43,153.0
44,163.0
45,10.0
46,16.0
47,4.0
48,6.0
49,5.0
50,8.0
51,11.0
52,10.0
53,126.0
54,102.0
55,86.0
56,59.0
57,88.0
58,6.0
59,6.0
60,130.0
61,160.0
62,166.0
63,186.0
64,198.0
65,9.0
66,13.0
67,10.0
68,3.0
69,4.0
70,10.0
71,3.0
72,1.0
73,129.0
74,95.0
75,67.0
76,109.0
77,5.0
78,6.0
79,9.0
80,18.0
81,8.0
82,3.0
83,3.0
84,1.0
85,2.0
86,5.0
87,2.0
88,4.0
89,9.0
90,4.0
91,3.0
92,151.0
93,117.0
94,85.0
95,112.0
96,2.0
97,9.0
98,8.0
99,16.0
100,200.0
101,223.0
102,22.0
103,2.0
104,12.0
105,20.0
106,7.0
107,11.0
108,8.0
109,203.0
110,3.0
111,161.0
112,133.0
113,89.0
114,106.0
115,141.0
116,4.0
117,9.0
118,202.0
119,208.0
120,8.0
121,20.0
122,4.0
123,13.0
124,15.0
125,4.0
126,3.0
127,8.0
128,10.0
129,193.0
130,169.0
131,130.0
132,97.0
133,90.0
134,131.0
135,4.0
136,182.0
137,190.0
138,206.0
139,220.0
140,233.0
141,4.0
142,2.0
143,3.0
144,233.0
145,4.0
146,226.0
147,7.0
148,2.0
149,13.0
150,143.0
151,109.0
152,76.0
153,8.0
154,2.0
155,8.0
156,187.0
157,194.0
158,212.0
159,215.0
160,1.0
161,2.0
162,6.0
163,220.0
164,2.0
165,8.0
166,10.0
167,2.0
168,8.0
169,7.0
170,122.0
171,71.0
172,3.0
173,10.0
174,11.0
175,11.0
176,168.0
177,178.0
178,173.0
179,6.0
180,9.0
181,8.0
182,2.0
183,6.0
184,19.0
185,7.0
186,3.0
187,6.0
188,6.0
189,132.0
190,59.0
191,80.0
192,85.0
193,105.0
194,117.0
195,130.0
196,147.0
197,7.0
198,7.0
199,9.0
200,8.0
201,8.0
202,8.0
203,10.0
204,6.0
205,3.0
206,6.0
207,5.0
208,145.0
209,51.0
210,67.0
211,78.0
212,89.0
213,101.0
214,109.0
215,118.0
216,117.0
217,6.0
218,12.0
219,9.0
220,5.0
221,3.0
222,2.0
223,13.0
224,3.0
225,8.0
226,10.0
227,143.0
228,36.0
229,50.0
230,66.0
231,73.0
232,80.0
233,88.0
234,100.0
235,100.0
236,97.0
237,90.0
238,147.0
239,153.0
240,175.0
241,9.0
242,49.0
243,8.0
244,20.0
245,13.0
246,138.0
247,20.0
248,32.0
249,40.0
250,48.0
251,64.0
252,68.0
253,69.0
254,72.0
255,69.0
256,71.0
257,122.0
258,123.0
259,144.0
260,1.0
261,17.0
262,5.0
263,12.0
264,5.0
265,122.0
266,2.0
267,10.0
268,20.0
269,27.0
270,26.0
271,27.0
272,35.0
273,38.0
274,45.0
275,48.0
276,82.0
277,88.0
278,105.0
279,113.0
280,118.0
281,116.0
282,118.0
283,115.0
284,78.0
