Grid_Number,hospital
0,195.0
1,220.0
2,254.0
3,300.0
4,304.0
5,302.0
6,321.0
7,310.0
8,316.0
9,340.0
10,348.0
11,387.0
12,369.0
13,346.0
14,312.0
15,294.0
16,248.0
17,181.0
18,129.0
19,225.0
20,268.0
21,335.0
22,386.0
23,404.0
24,423.0
25,425.0
26,83.0
27,100.0
28,95.0
29,106.0
30,499.0
31,492.0
32,457.0
33,418.0
34,364.0
35,307.0
36,244.0
37,182.0
38,282.0
39,358.0
40,389.0
41,453.0
42,511.0
43,540.0
44,541.0
45,91.0
46,136.0
47,142.0
48,146.0
49,133.0
50,121.0
51,144.0
52,141.0
53,468.0
54,395.0
55,304.0
56,238.0
57,333.0
58,162.0
59,179.0
60,494.0
61,586.0
62,667.0
63,652.0
64,642.0
65,142.0
66,175.0
67,136.0
68,112.0
69,138.0
70,150.0
71,157.0
72,144.0
73,472.0
74,370.0
75,259.0
76,412.0
77,123.0
78,166.0
79,169.0
80,127.0
81,113.0
82,121.0
83,131.0
84,149.0
85,169.0
86,130.0
87,119.0
88,110.0
89,140.0
90,139.0
91,120.0
92,537.0
93,443.0
94,319.0
95,453.0
96,94.0
97,137.0
98,149.0
99,130.0
100,779.0
101,802.0
102,161.0
103,179.0
104,150.0
105,126.0
106,120.0
107,128.0
108,152.0
109,778.0
110,136.0
111,567.0
112,464.0
113,348.0
114,449.0
115,577.0
116,111.0
117,121.0
118,820.0
119,812.0
120,110.0
121,151.0
122,164.0
123,149.0
124,130.0
125,121.0
126,120.0
127,154.0
128,129.0
129,694.0
130,618.0
131,466.0
132,346.0
133,384.0
134,513.0
135,133.0
136,685.0
137,774.0
138,797.0
139,830.0
140,847.0
141,150.0
142,149.0
143,119.0
144,912.0
145,126.0
146,822.0
147,131.0
148,138.0
149,135.0
150,465.0
151,353.0
152,332.0
153,125.0
154,166.0
155,141.0
156,687.0
157,777.0
158,788.0
159,786.0
160,130.0
161,140.0
162,113.0
163,859.0
164,145.0
165,146.0
166,143.0
167,136.0
168,110.0
169,100.0
170,373.0
171,307.0
172,131.0
173,143.0
174,173.0
175,149.0
176,664.0
177,647.0
178,683.0
179,156.0
180,139.0
181,126.0
182,829.0
183,115.0
184,135.0
185,130.0
186,134.0
187,125.0
188,85.0
189,398.0
190,245.0
191,330.0
192,372.0
193,437.0
194,496.0
195,541.0
196,569.0
197,141.0
198,179.0
199,157.0
200,171.0
201,135.0
202,147.0
203,167.0
204,132.0
205,117.0
206,113.0
207,73.0
208,382.0
209,199.0
210,263.0
211,303.0
212,384.0
213,406.0
214,433.0
215,474.0
216,509.0
217,149.0
218,156.0
219,125.0
220,133.0
221,127.0
222,142.0
223,183.0
224,163.0
225,146.0
226,113.0
227,353.0
228,165.0
229,208.0
230,241.0
231,283.0
232,314.0
233,366.0
234,374.0
235,385.0
236,382.0
237,408.0
238,489.0
239,529.0
240,542.0
241,131.0
242,149.0
243,175.0
244,160.0
245,110.0
246,304.0
247,88.0
248,120.0
249,148.0
250,176.0
251,227.0
252,240.0
253,258.0
254,279.0
255,265.0
256,333.0
257,370.0
258,403.0
259,447.0
260,76.0
261,98.0
262,149.0
263,126.0
264,102.0
265,241.0
266,4.0
267,20.0
268,41.0
269,44.0
270,66.0
271,88.0
272,136.0
273,164.0
274,195.0
275,227.0
276,237.0
277,277.0
278,274.0
279,337.0
280,333.0
281,303.0
282,292.0
283,229.0
284,192.0
