Grid_Number,taxi_stand
0,1.2162957580646616
1,1.0788618891245643
2,0.8320052213253648
3,0.426369714563933
4,0.09233777388350017
5,0.20684600798184283
6,1.288131808419413
7,1.6722416613148803
8,0.7730323900555736
9,0.14846302140713533
10,0.3061049622520218
11,0.37761606289111976
12,0.9307167237917588
13,1.662482994277447
14,0.6705673400060279
15,1.0071616420552474
16,2.849661131195303
17,2.875266114955471
18,2.7770149033156213
19,1.3437514645306792
20,1.2615065539635388
21,1.0631575768501211
22,0.5831003286130502
23,0.19068445934242254
24,0.17894742715655662
25,1.3617877012406494
26,1.9260922099519753
27,0.5732337017550381
28,0.5465080395572028
29,0.3738241298522362
30,1.1081466223254424
31,0.5263700049559407
32,2.1786053241043235
33,1.830779742128782
34,0.11730392238529794
35,1.7171959050354157
36,2.210978058323147
37,1.6072782816949542
38,1.4271746444991509
39,1.411781605190587
40,1.3532081880272215
41,0.9436425286226445
42,0.44646705063533854
43,0.8815308677303737
44,1.1639407069080416
45,1.7718380698912763
46,0.022420728351949946
47,1.0043090918352497
48,0.5093443449563141
49,1.580627269236939
50,0.20426775703121053
51,0.9443133256428409
52,1.4562820983493547
53,0.6488694974433454
54,0.5455216562810231
55,0.3103764555633429
56,0.09201986684495386
57,1.4211271770424188
58,1.413103234264669
59,1.3872895104099017
60,1.088979552242257
61,0.733527065324354
62,1.4162545212648565
63,0.4239809523520935
64,0.012760046378442667
65,0.41197749730981437
66,1.128360927922633
67,0.4705924178871608
68,1.0790220338754388
69,0.23512088390012445
70,1.0478429682128128
71,0.39604434573501224
72,0.20503150672014225
73,1.5949273469900898
74,1.6954493344499824
75,1.5098574651364824
76,1.319992198772934
77,1.2441274276425451
78,1.0545012901793258
79,0.5237784379832572
80,0.426482484407524
81,1.0800251549222886
82,0.132835959458424
83,1.1614375777348025
84,1.2241682500398527
85,0.029980035532759304
86,0.18943447300343325
87,0.8028941952414881
88,0.547739146298346
89,2.529555037048288
90,1.5324594002337923
91,0.6626629251933953
92,2.7941854229099703
93,3.5460047074811785
94,2.897205094778411
95,1.1669247942666943
96,1.0237383622241842
97,0.7578605239607982
98,0.29704061903999035
99,0.3025151885364526
100,0.8029183948804112
101,0.4589740968858696
102,0.9547952267184789
103,0.4404190193584495
104,0.972945112980594
105,0.540645276892583
106,0.6453264753139665
107,0.02863490604225717
108,0.8887102604143547
109,0.7641493069286446
110,0.8863014315306541
111,2.7426543465821878
112,3.378192474005399
113,2.778990084531508
114,1.0078635548872552
115,0.8311571783752961
116,0.561862315483782
117,0.18731870541324908
118,0.07749355938103372
119,0.7633252271862829
120,0.654081072108584
121,0.32109471792338923
122,1.0091164489142037
123,0.20427219895982263
124,0.5249516884513139
125,0.11827326720053134
126,0.7392906951929121
127,1.277142105180406
128,1.0382968528829895
129,0.1506035227277498
130,1.3701038489839998
131,1.3870484195727986
132,1.207917406401912
133,0.35822162404877056
134,0.6958780430518072
135,0.7911992568836635
136,0.8295951504053873
137,0.16193559216219272
138,0.9664572422698688
139,1.387662166170687
140,0.3625016106768246
141,1.464005395179034
142,1.8989632792330053
143,0.5825162848526098
144,0.22865932414124474
145,1.8774170946678443
146,2.996837402424332
147,2.1357013559078304
148,0.28438328623383996
149,0.5216087715731605
150,0.45695540446883387
151,0.3417858635818293
152,0.5818281028454412
153,0.6436849301669126
154,0.7248058634967415
155,0.8102143944265986
156,0.8109699085141501
157,0.35789733933362594
158,1.1386897742342084
159,1.0103238441200901
160,0.474695130618175
161,0.5553111736969137
162,0.7862042529568071
163,0.843128743865134
164,0.38007471742759297
165,0.9852244426887655
166,1.0827219159664951
167,0.4157547366868082
168,0.521460997221528
169,0.38759773160906685
170,0.2115085485756922
171,0.4496449588766336
172,0.4950732244320716
173,0.5698173744205406
174,0.7020864366726144
175,0.8263843883381702
176,0.446238457632523
177,0.18218024299719968
178,0.5471048737934148
179,0.8633723530585822
180,0.15530148696531024
181,2.1573793647411565
182,0.6485110487934957
183,0.1673192798124561
184,0.036722888936011486
185,0.11533454923208387
186,0.1724079903625768
187,0.3347784185143178
188,0.048015152007770324
189,0.03329000591097906
190,0.28261116290639166
191,0.2835928093430507
192,0.28494526860792485
193,0.28550995643735383
194,0.20965026714537544
195,0.22299729629799697
196,0.8269658751175089
197,0.34299766558375394
198,0.00010623620314390791
199,0.3727345718016943
200,0.4856037773670719
201,0.035298961651088805
202,0.08187697618728629
203,0.19833591144610965
204,0.03856496882092779
205,0.17962441452828626
206,0.44266381287244655
207,0.43812100274234966
208,0.2956612033782158
209,0.10109161782292994
210,0.0480230984270438
211,0.04647807068957991
212,0.2446014652536494
213,0.66976321291762
214,0.7816887788472935
215,0.024374854086088363
216,0.3311770265840678
217,0.1079994791372967
218,1.0346455350102906
219,0.8563608734475849
220,0.09689873087344245
221,0.6013627716779668
222,1.0989102727897018
223,0.29404247856354093
224,1.5057850365017926
225,0.2379041899568431
226,0.5112095421444255
227,0.4324054481377448
228,0.06877605876099642
229,0.1582056501302586
230,0.2948920143410651
231,0.5006274274060465
232,0.7380708830996907
233,0.8306011528205386
234,0.12330581447579789
235,0.32658599270264244
236,0.16813435524760917
237,0.7075361581306934
238,1.002566211698635
239,0.511829307874827
240,1.0842219233506494
241,0.92548535133012
242,0.8234216808871029
243,2.368163410769972
244,1.4325624007771702
245,0.4188974240325465
246,0.2168234676488023
247,0.21052825084446522
248,0.3122967201530764
249,0.4461467049141202
250,0.6069355565146143
251,0.7554031154679033
252,0.8278462788660936
253,0.20215819595962875
254,0.2978419301699064
255,0.04552651083105093
256,0.49815812261481734
257,0.8622925078904454
258,0.4680311993866599
259,1.162713239438206
260,0.3028498428213438
261,0.89002597351937
262,1.8925443850065011
263,1.9092037073028574
264,1.0976131446890667
265,0.4553761764381038
266,0.321071127368813
267,0.4200504260312273
268,0.5362469803070062
269,0.6588513176730794
270,0.7631587653122115
271,0.7240379028965868
272,0.2421565062582349
273,0.27996758902454394
274,0.007279948643757507
275,0.39626682512993877
276,0.7124841355331423
277,0.41957546432901566
278,0.6988050282470176
279,0.018830750821069615
280,0.8628015748355915
281,1.5975614939640963
282,2.057054860611258
283,1.4804932728850204
284,0.9211875484554203
