Grid_Number,supermarket
0,1.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,2.0
8,0.0
9,1.0
10,0.0
11,0.0
12,0.0
13,1.0
14,0.0
15,0.0
16,1.0
17,0.0
18,0.0
19,5.0
20,2.0
21,0.0
22,0.0
23,0.0
24,0.0
25,4.0
26,0.0
27,5.0
28,11.0
29,2.0
30,9.0
31,1.0
32,5.0
33,5.0
34,1.0
35,0.0
36,0.0
37,0.0
38,8.0
39,3.0
40,10.0
41,14.0
42,1.0
43,1.0
44,0.0
45,6.0
46,5.0
47,12.0
48,5.0
49,6.0
50,3.0
51,6.0
52,4.0
53,2.0
54,6.0
55,0.0
56,0.0
57,4.0
58,12.0
59,6.0
60,7.0
61,4.0
62,4.0
63,4.0
64,0.0
65,9.0
66,10.0
67,5.0
68,17.0
69,6.0
70,8.0
71,3.0
72,0.0
73,3.0
74,3.0
75,0.0
76,3.0
77,6.0
78,7.0
79,9.0
80,13.0
81,5.0
82,4.0
83,3.0
84,4.0
85,8.0
86,8.0
87,2.0
88,6.0
89,5.0
90,8.0
91,8.0
92,8.0
93,9.0
94,2.0
95,2.0
96,1.0
97,11.0
98,10.0
99,6.0
100,1.0
101,1.0
102,9.0
103,6.0
104,6.0
105,7.0
106,9.0
107,6.0
108,4.0
109,3.0
110,3.0
111,3.0
112,5.0
113,0.0
114,0.0
115,0.0
116,8.0
117,15.0
118,1.0
119,0.0
120,3.0
121,5.0
122,20.0
123,7.0
124,11.0
125,8.0
126,5.0
127,10.0
128,5.0
129,0.0
130,10.0
131,12.0
132,1.0
133,3.0
134,4.0
135,5.0
136,2.0
137,1.0
138,1.0
139,2.0
140,1.0
141,7.0
142,5.0
143,4.0
144,5.0
145,3.0
146,1.0
147,1.0
148,2.0
149,7.0
150,2.0
151,0.0
152,6.0
153,5.0
154,0.0
155,2.0
156,1.0
157,0.0
158,3.0
159,3.0
160,3.0
161,3.0
162,3.0
163,5.0
164,1.0
165,9.0
166,3.0
167,4.0
168,3.0
169,4.0
170,2.0
171,1.0
172,9.0
173,7.0
174,8.0
175,6.0
176,11.0
177,1.0
178,2.0
179,8.0
180,5.0
181,5.0
182,4.0
183,5.0
184,10.0
185,9.0
186,1.0
187,4.0
188,4.0
189,2.0
190,0.0
191,1.0
192,7.0
193,5.0
194,7.0
195,1.0
196,1.0
197,5.0
198,5.0
199,6.0
200,6.0
201,6.0
202,4.0
203,4.0
204,5.0
205,0.0
206,1.0
207,4.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,2.0
214,0.0
215,2.0
216,2.0
217,7.0
218,4.0
219,5.0
220,3.0
221,1.0
222,3.0
223,9.0
224,2.0
225,1.0
226,1.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,1.0
239,0.0
240,0.0
241,4.0
242,21.0
243,5.0
244,8.0
245,3.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,3.0
263,3.0
264,6.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
