Grid_Number,doctor
0,7.0
1,26.0
2,50.0
3,45.0
4,104.0
5,178.0
6,189.0
7,192.0
8,169.0
9,174.0
10,135.0
11,66.0
12,47.0
13,25.0
14,7.0
15,2.0
16,2.0
17,1.0
18,1.0
19,1.0
20,1.0
21,5.0
22,33.0
23,33.0
24,33.0
25,33.0
26,35.0
27,42.0
28,34.0
29,28.0
30,42.0
31,42.0
32,26.0
33,24.0
34,10.0
35,2.0
36,2.0
37,2.0
38,34.0
39,96.0
40,126.0
41,212.0
42,279.0
43,234.0
44,223.0
45,219.0
46,259.0
47,257.0
48,238.0
49,187.0
50,114.0
51,96.0
52,107.0
53,66.0
54,73.0
55,90.0
56,80.0
57,48.0
58,48.0
59,68.0
60,123.0
61,129.0
62,132.0
63,134.0
64,127.0
65,66.0
66,67.0
67,76.0
68,99.0
69,129.0
70,123.0
71,97.0
72,66.0
73,28.0
74,11.0
75,2.0
76,99.0
77,124.0
78,193.0
79,279.0
80,378.0
81,415.0
82,353.0
83,368.0
84,367.0
85,381.0
86,350.0
87,321.0
88,200.0
89,237.0
90,240.0
91,213.0
92,177.0
93,195.0
94,213.0
95,226.0
96,194.0
97,258.0
98,215.0
99,200.0
100,188.0
101,173.0
102,197.0
103,218.0
104,169.0
105,162.0
106,168.0
107,174.0
108,185.0
109,165.0
110,117.0
111,73.0
112,28.0
113,11.0
114,109.0
115,158.0
116,237.0
117,305.0
118,415.0
119,443.0
120,460.0
121,181.0
122,469.0
123,476.0
124,477.0
125,411.0
126,388.0
127,339.0
128,344.0
129,335.0
130,339.0
131,258.0
132,301.0
133,328.0
134,352.0
135,389.0
136,350.0
137,302.0
138,286.0
139,278.0
140,292.0
141,344.0
142,321.0
143,269.0
144,267.0
145,259.0
146,244.0
147,233.0
148,199.0
149,146.0
150,86.0
151,35.0
152,117.0
153,159.0
154,257.0
155,334.0
156,436.0
157,460.0
158,189.0
159,187.0
160,140.0
161,550.0
162,62.0
163,110.0
164,491.0
165,454.0
166,516.0
167,464.0
168,426.0
169,382.0
170,410.0
171,419.0
172,483.0
173,478.0
174,476.0
175,457.0
176,404.0
177,440.0
178,402.0
179,429.0
180,464.0
181,43.0
182,373.0
183,352.0
184,351.0
185,321.0
186,309.0
187,274.0
188,215.0
189,95.0
190,139.0
191,164.0
192,108.0
193,145.0
194,128.0
195,134.0
196,157.0
197,234.0
198,168.0
199,98.0
200,123.0
201,163.0
202,151.0
203,560.0
204,599.0
205,572.0
206,111.0
207,524.0
208,135.0
209,497.0
210,584.0
211,565.0
212,556.0
213,559.0
214,140.0
215,500.0
216,528.0
217,520.0
218,554.0
219,80.0
220,508.0
221,124.0
222,145.0
223,107.0
224,412.0
225,365.0
226,309.0
227,179.0
228,137.0
229,164.0
230,225.0
231,123.0
232,114.0
233,123.0
234,134.0
235,123.0
236,99.0
237,110.0
238,128.0
239,162.0
240,192.0
241,601.0
242,646.0
243,637.0
244,153.0
245,195.0
246,157.0
247,165.0
248,161.0
249,165.0
250,117.0
251,172.0
252,143.0
253,151.0
254,108.0
255,121.0
256,106.0
257,100.0
258,125.0
259,162.0
260,153.0
261,153.0
262,504.0
263,404.0
264,336.0
265,255.0
266,134.0
267,159.0
268,192.0
269,265.0
270,329.0
271,78.0
272,72.0
273,86.0
274,80.0
275,104.0
276,96.0
277,117.0
278,195.0
279,155.0
280,157.0
281,159.0
282,156.0
283,149.0
284,185.0
285,166.0
286,157.0
287,187.0
288,157.0
289,146.0
290,136.0
291,137.0
292,129.0
293,140.0
294,176.0
295,116.0
296,121.0
297,137.0
298,137.0
299,594.0
300,537.0
301,446.0
302,326.0
303,267.0
304,114.0
305,142.0
306,172.0
307,236.0
308,283.0
309,314.0
310,314.0
311,398.0
312,438.0
313,39.0
314,74.0
315,110.0
316,106.0
317,194.0
318,168.0
319,133.0
320,758.0
321,97.0
322,100.0
323,127.0
324,139.0
325,167.0
326,144.0
327,144.0
328,120.0
329,98.0
330,131.0
331,153.0
332,180.0
333,148.0
334,680.0
335,137.0
336,172.0
337,162.0
338,151.0
339,448.0
340,338.0
341,245.0
342,74.0
343,122.0
344,145.0
345,184.0
346,200.0
347,233.0
348,214.0
349,244.0
350,234.0
351,295.0
352,415.0
353,464.0
354,85.0
355,143.0
356,138.0
357,98.0
358,134.0
359,118.0
360,85.0
361,69.0
362,86.0
363,108.0
364,142.0
365,155.0
366,91.0
367,672.0
368,607.0
369,518.0
370,129.0
371,143.0
372,155.0
373,158.0
374,148.0
375,157.0
376,123.0
377,148.0
378,137.0
379,231.0
380,1.0
381,17.0
382,76.0
383,90.0
384,95.0
385,114.0
386,125.0
387,130.0
388,182.0
389,225.0
390,247.0
391,362.0
392,415.0
393,75.0
394,107.0
395,113.0
396,113.0
397,113.0
398,112.0
399,82.0
400,103.0
401,143.0
402,144.0
403,119.0
404,680.0
405,589.0
406,517.0
407,469.0
408,80.0
409,466.0
410,114.0
411,132.0
412,543.0
413,481.0
414,434.0
415,364.0
416,108.0
417,217.0
418,1.0
419,1.0
420,1.0
421,1.0
422,5.0
423,8.0
424,16.0
425,27.0
426,50.0
427,131.0
428,176.0
429,262.0
430,331.0
431,441.0
432,68.0
433,587.0
434,127.0
435,144.0
436,97.0
437,100.0
438,125.0
439,171.0
440,150.0
441,591.0
442,600.0
443,573.0
444,506.0
445,434.0
446,422.0
447,380.0
448,377.0
449,418.0
450,440.0
451,420.0
452,395.0
453,318.0
454,257.0
455,177.0
456,2.0
457,2.0
458,2.0
459,1.0
460,1.0
461,1.0
462,1.0
463,2.0
464,3.0
465,37.0
466,95.0
467,1.0
468,14.0
469,26.0
470,456.0
471,108.0
472,132.0
473,143.0
474,178.0
475,183.0
476,175.0
477,180.0
478,158.0
479,664.0
480,617.0
481,551.0
482,510.0
483,389.0
484,352.0
485,294.0
486,276.0
487,284.0
488,295.0
489,299.0
490,308.0
491,264.0
492,180.0
493,151.0
494,2.0
495,2.0
496,2.0
497,2.0
498,1.0
499,1.0
500,1.0
501,1.0
502,1.0
503,5.0
504,40.0
505,1.0
506,4.0
507,15.0
508,411.0
509,496.0
510,132.0
511,157.0
512,161.0
513,174.0
514,191.0
515,175.0
516,662.0
517,617.0
518,582.0
519,532.0
520,433.0
521,360.0
522,345.0
523,326.0
524,281.0
525,216.0
526,179.0
527,192.0
528,175.0
529,160.0
530,118.0
531,97.0
532,0.0
533,2.0
534,2.0
535,2.0
536,1.0
537,1.0
538,1.0
539,1.0
540,1.0
541,2.0
542,19.0
543,75.0
544,138.0
545,234.0
546,313.0
547,389.0
548,136.0
549,146.0
550,156.0
551,150.0
552,144.0
553,142.0
554,576.0
555,574.0
556,524.0
557,471.0
558,436.0
559,406.0
560,378.0
561,338.0
562,282.0
563,225.0
564,160.0
565,100.0
566,72.0
567,52.0
568,45.0
569,31.0
570,0.0
571,0.0
572,2.0
573,2.0
574,1.0
575,1.0
576,1.0
577,1.0
578,1.0
579,1.0
580,9.0
581,46.0
582,100.0
583,196.0
584,226.0
585,316.0
586,97.0
587,87.0
588,103.0
589,571.0
590,577.0
591,572.0
592,120.0
593,164.0
594,461.0
595,129.0
596,444.0
597,368.0
598,386.0
599,371.0
600,303.0
601,238.0
602,175.0
603,118.0
604,82.0
605,51.0
606,59.0
607,46.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,1.0
614,1.0
615,1.0
616,1.0
617,1.0
618,7.0
619,21.0
620,79.0
621,146.0
622,182.0
623,251.0
624,57.0
625,340.0
626,384.0
627,440.0
628,460.0
629,497.0
630,447.0
631,411.0
632,119.0
633,135.0
634,131.0
635,119.0
636,459.0
637,451.0
638,423.0
639,412.0
640,315.0
641,229.0
642,231.0
643,199.0
644,159.0
645,90.0
646,0.0
647,0.0
648,0.0
649,0.0
650,1.0
651,1.0
652,1.0
653,1.0
654,1.0
655,1.0
656,8.0
657,11.0
658,43.0
659,94.0
660,123.0
661,144.0
662,223.0
663,274.0
664,316.0
665,334.0
666,369.0
667,367.0
668,336.0
669,362.0
670,414.0
671,422.0
672,122.0
673,174.0
674,490.0
675,466.0
676,463.0
677,476.0
678,394.0
679,349.0
680,323.0
681,255.0
682,195.0
683,148.0
684,0.0
685,0.0
686,0.0
687,0.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0
694,6.0
695,10.0
696,28.0
697,38.0
698,93.0
699,115.0
700,125.0
701,134.0
702,194.0
703,220.0
704,234.0
705,216.0
706,248.0
707,321.0
708,394.0
709,437.0
710,432.0
711,473.0
712,169.0
713,479.0
714,482.0
715,471.0
716,443.0
717,400.0
718,347.0
719,269.0
720,232.0
721,170.0
722,0.0
723,0.0
724,0.0
725,1.0
726,1.0
727,1.0
728,1.0
729,1.0
730,1.0
731,1.0
732,3.0
733,9.0
734,10.0
735,27.0
736,49.0
737,68.0
738,77.0
739,75.0
740,77.0
741,77.0
742,66.0
743,100.0
744,130.0
745,234.0
746,317.0
747,403.0
748,413.0
749,468.0
750,459.0
751,467.0
752,478.0
753,462.0
754,439.0
755,413.0
756,348.0
757,291.0
758,234.0
759,180.0
760,0.0
761,0.0
762,1.0
763,1.0
764,1.0
765,1.0
766,0.0
767,1.0
768,1.0
769,1.0
770,1.0
771,9.0
772,9.0
773,9.0
774,33.0
775,35.0
776,41.0
777,41.0
778,27.0
779,12.0
780,41.0
781,64.0
782,90.0
783,136.0
784,217.0
785,327.0
786,357.0
787,381.0
788,424.0
789,447.0
790,457.0
791,446.0
792,412.0
793,398.0
794,344.0
795,279.0
796,222.0
797,181.0
798,1.0
799,1.0
800,1.0
801,1.0
802,1.0
803,0.0
804,0.0
805,0.0
806,1.0
807,1.0
808,1.0
809,2.0
810,9.0
811,9.0
812,18.0
813,18.0
814,18.0
815,16.0
816,10.0
817,10.0
818,10.0
819,16.0
820,18.0
821,23.0
822,71.0
823,176.0
824,220.0
825,317.0
826,363.0
827,408.0
828,429.0
829,399.0
830,379.0
831,390.0
832,330.0
833,268.0
834,212.0
835,171.0
