Grid_Number,local_government_office
0,5.0
1,10.0
2,14.0
3,23.0
4,20.0
5,38.0
6,55.0
7,61.0
8,58.0
9,46.0
10,31.0
11,25.0
12,18.0
13,10.0
14,3.0
15,1.0
16,1.0
17,1.0
18,2.0
19,1.0
20,1.0
21,2.0
22,8.0
23,11.0
24,12.0
25,8.0
26,8.0
27,9.0
28,10.0
29,10.0
30,13.0
31,12.0
32,8.0
33,8.0
34,3.0
35,1.0
36,1.0
37,1.0
38,9.0
39,37.0
40,56.0
41,84.0
42,119.0
43,137.0
44,118.0
45,106.0
46,113.0
47,111.0
48,100.0
49,76.0
50,45.0
51,34.0
52,22.0
53,11.0
54,13.0
55,13.0
56,11.0
57,8.0
58,9.0
59,16.0
60,22.0
61,30.0
62,37.0
63,31.0
64,28.0
65,18.0
66,22.0
67,29.0
68,30.0
69,36.0
70,39.0
71,26.0
72,18.0
73,13.0
74,8.0
75,1.0
76,45.0
77,62.0
78,112.0
79,171.0
80,228.0
81,267.0
82,258.0
83,203.0
84,192.0
85,169.0
86,157.0
87,119.0
88,91.0
89,78.0
90,66.0
91,55.0
92,36.0
93,40.0
94,48.0
95,44.0
96,47.0
97,60.0
98,69.0
99,74.0
100,68.0
101,71.0
102,72.0
103,77.0
104,70.0
105,70.0
106,78.0
107,80.0
108,70.0
109,57.0
110,43.0
111,28.0
112,13.0
113,9.0
114,59.0
115,104.0
116,154.0
117,221.0
118,268.0
119,286.0
120,298.0
121,60.0
122,253.0
123,241.0
124,223.0
125,192.0
126,165.0
127,140.0
128,142.0
129,124.0
130,102.0
131,91.0
132,97.0
133,94.0
134,108.0
135,134.0
136,139.0
137,135.0
138,127.0
139,112.0
140,122.0
141,134.0
142,141.0
143,129.0
144,122.0
145,126.0
146,120.0
147,96.0
148,80.0
149,53.0
150,41.0
151,16.0
152,73.0
153,133.0
154,179.0
155,241.0
156,280.0
157,294.0
158,85.0
159,88.0
160,75.0
161,296.0
162,41.0
163,47.0
164,207.0
165,197.0
166,213.0
167,189.0
168,176.0
169,144.0
170,146.0
171,148.0
172,177.0
173,184.0
174,186.0
175,191.0
176,181.0
177,190.0
178,184.0
179,195.0
180,197.0
181,22.0
182,168.0
183,167.0
184,167.0
185,154.0
186,129.0
187,99.0
188,66.0
189,36.0
190,109.0
191,134.0
192,55.0
193,103.0
194,130.0
195,161.0
196,129.0
197,136.0
198,93.0
199,78.0
200,59.0
201,73.0
202,71.0
203,257.0
204,262.0
205,244.0
206,27.0
207,194.0
208,29.0
209,218.0
210,229.0
211,239.0
212,253.0
213,241.0
214,57.0
215,240.0
216,245.0
217,236.0
218,236.0
219,46.0
220,227.0
221,54.0
222,47.0
223,35.0
224,166.0
225,135.0
226,107.0
227,69.0
228,111.0
229,135.0
230,189.0
231,109.0
232,138.0
233,152.0
234,127.0
235,117.0
236,89.0
237,70.0
238,65.0
239,107.0
240,89.0
241,274.0
242,278.0
243,285.0
244,66.0
245,65.0
246,50.0
247,51.0
248,45.0
249,57.0
250,74.0
251,91.0
252,80.0
253,65.0
254,47.0
255,42.0
256,54.0
257,67.0
258,79.0
259,72.0
260,62.0
261,55.0
262,193.0
263,154.0
264,123.0
265,95.0
266,105.0
267,132.0
268,178.0
269,219.0
270,256.0
271,113.0
272,76.0
273,75.0
274,40.0
275,45.0
276,55.0
277,87.0
278,83.0
279,75.0
280,58.0
281,84.0
282,81.0
283,87.0
284,64.0
285,53.0
286,55.0
287,78.0
288,90.0
289,97.0
290,95.0
291,69.0
292,59.0
293,56.0
294,78.0
295,75.0
296,83.0
297,71.0
298,71.0
299,243.0
300,199.0
301,162.0
302,122.0
303,96.0
304,85.0
305,117.0
306,160.0
307,199.0
308,229.0
309,253.0
310,297.0
311,293.0
312,309.0
313,23.0
314,36.0
315,53.0
316,72.0
317,86.0
318,65.0
319,86.0
320,320.0
321,85.0
322,66.0
323,47.0
324,48.0
325,81.0
326,111.0
327,112.0
328,74.0
329,52.0
330,44.0
331,55.0
332,65.0
333,71.0
334,268.0
335,67.0
336,67.0
337,67.0
338,68.0
339,158.0
340,119.0
341,95.0
342,10.0
343,88.0
344,129.0
345,169.0
346,194.0
347,210.0
348,216.0
349,231.0
350,195.0
351,220.0
352,206.0
353,220.0
354,35.0
355,49.0
356,53.0
357,58.0
358,70.0
359,77.0
360,52.0
361,37.0
362,37.0
363,57.0
364,91.0
365,90.0
366,46.0
367,303.0
368,297.0
369,256.0
370,47.0
371,52.0
372,55.0
373,55.0
374,57.0
375,58.0
376,53.0
377,53.0
378,42.0
379,84.0
380,1.0
381,13.0
382,56.0
383,81.0
384,113.0
385,136.0
386,132.0
387,117.0
388,117.0
389,113.0
390,149.0
391,178.0
392,198.0
393,31.0
394,37.0
395,40.0
396,48.0
397,54.0
398,53.0
399,48.0
400,57.0
401,85.0
402,83.0
403,70.0
404,312.0
405,279.0
406,253.0
407,210.0
408,24.0
409,195.0
410,34.0
411,35.0
412,209.0
413,184.0
414,153.0
415,120.0
416,28.0
417,76.0
418,2.0
419,2.0
420,2.0
421,12.0
422,24.0
423,34.0
424,27.0
425,25.0
426,30.0
427,59.0
428,89.0
429,128.0
430,160.0
431,219.0
432,37.0
433,284.0
434,57.0
435,67.0
436,61.0
437,65.0
438,66.0
439,80.0
440,76.0
441,300.0
442,272.0
443,239.0
444,201.0
445,152.0
446,141.0
447,143.0
448,150.0
449,156.0
450,159.0
451,142.0
452,134.0
453,109.0
454,82.0
455,61.0
456,2.0
457,2.0
458,2.0
459,2.0
460,1.0
461,1.0
462,1.0
463,1.0
464,4.0
465,15.0
466,46.0
467,1.0
468,5.0
469,15.0
470,202.0
471,46.0
472,55.0
473,55.0
474,67.0
475,70.0
476,80.0
477,79.0
478,59.0
479,296.0
480,265.0
481,206.0
482,163.0
483,131.0
484,112.0
485,99.0
486,94.0
487,98.0
488,100.0
489,103.0
490,98.0
491,80.0
492,57.0
493,42.0
494,2.0
495,2.0
496,2.0
497,2.0
498,2.0
499,1.0
500,1.0
501,1.0
502,1.0
503,2.0
504,18.0
505,1.0
506,1.0
507,13.0
508,158.0
509,208.0
510,60.0
511,59.0
512,70.0
513,68.0
514,87.0
515,68.0
516,276.0
517,265.0
518,240.0
519,178.0
520,125.0
521,109.0
522,110.0
523,96.0
524,85.0
525,60.0
526,59.0
527,55.0
528,55.0
529,46.0
530,32.0
531,24.0
532,2.0
533,2.0
534,2.0
535,2.0
536,2.0
537,1.0
538,1.0
539,1.0
540,1.0
541,1.0
542,12.0
543,33.0
544,65.0
545,101.0
546,124.0
547,158.0
548,51.0
549,55.0
550,54.0
551,58.0
552,67.0
553,52.0
554,242.0
555,234.0
556,187.0
557,150.0
558,132.0
559,117.0
560,129.0
561,122.0
562,96.0
563,81.0
564,59.0
565,36.0
566,18.0
567,14.0
568,12.0
569,11.0
570,2.0
571,2.0
572,2.0
573,2.0
574,2.0
575,1.0
576,1.0
577,1.0
578,1.0
579,1.0
580,8.0
581,22.0
582,53.0
583,79.0
584,98.0
585,127.0
586,35.0
587,33.0
588,32.0
589,224.0
590,216.0
591,219.0
592,48.0
593,47.0
594,151.0
595,37.0
596,143.0
597,139.0
598,136.0
599,142.0
600,116.0
601,102.0
602,70.0
603,47.0
604,27.0
605,14.0
606,9.0
607,9.0
608,5.0
609,5.0
610,4.0
611,2.0
612,2.0
613,1.0
614,1.0
615,1.0
616,1.0
617,1.0
618,6.0
619,13.0
620,38.0
621,61.0
622,85.0
623,104.0
624,19.0
625,138.0
626,169.0
627,175.0
628,172.0
629,173.0
630,156.0
631,139.0
632,48.0
633,41.0
634,46.0
635,30.0
636,183.0
637,204.0
638,184.0
639,178.0
640,131.0
641,87.0
642,57.0
643,38.0
644,28.0
645,17.0
646,5.0
647,0.0
648,0.0
649,0.0
650,2.0
651,1.0
652,1.0
653,1.0
654,1.0
655,1.0
656,6.0
657,7.0
658,22.0
659,34.0
660,48.0
661,59.0
662,81.0
663,97.0
664,130.0
665,126.0
666,118.0
667,134.0
668,123.0
669,112.0
670,127.0
671,137.0
672,43.0
673,45.0
674,214.0
675,221.0
676,206.0
677,203.0
678,188.0
679,144.0
680,100.0
681,63.0
682,39.0
683,26.0
684,0.0
685,0.0
686,0.0
687,0.0
688,5.0
689,2.0
690,1.0
691,1.0
692,1.0
693,1.0
694,5.0
695,6.0
696,11.0
697,20.0
698,34.0
699,42.0
700,46.0
701,56.0
702,76.0
703,89.0
704,79.0
705,96.0
706,97.0
707,96.0
708,122.0
709,125.0
710,180.0
711,204.0
712,61.0
713,226.0
714,208.0
715,205.0
716,203.0
717,174.0
718,125.0
719,77.0
720,50.0
721,30.0
722,0.0
723,0.0
724,0.0
725,5.0
726,5.0
727,2.0
728,1.0
729,1.0
730,1.0
731,1.0
732,5.0
733,6.0
734,8.0
735,13.0
736,19.0
737,22.0
738,28.0
739,30.0
740,25.0
741,31.0
742,32.0
743,42.0
744,65.0
745,78.0
746,104.0
747,125.0
748,177.0
749,211.0
750,219.0
751,212.0
752,207.0
753,203.0
754,199.0
755,181.0
756,132.0
757,81.0
758,54.0
759,34.0
760,5.0
761,5.0
762,5.0
763,5.0
764,5.0
765,0.0
766,2.0
767,1.0
768,1.0
769,1.0
770,2.0
771,5.0
772,5.0
773,7.0
774,12.0
775,14.0
776,14.0
777,13.0
778,7.0
779,5.0
780,14.0
781,21.0
782,25.0
783,48.0
784,68.0
785,101.0
786,162.0
787,199.0
788,193.0
789,206.0
790,204.0
791,202.0
792,191.0
793,180.0
794,138.0
795,77.0
796,56.0
797,36.0
798,5.0
799,5.0
800,5.0
801,5.0
802,0.0
803,0.0
804,2.0
805,1.0
806,1.0
807,1.0
808,1.0
809,2.0
810,5.0
811,5.0
812,7.0
813,8.0
814,8.0
815,3.0
816,3.0
817,3.0
818,3.0
819,5.0
820,9.0
821,11.0
822,19.0
823,54.0
824,120.0
825,154.0
826,182.0
827,198.0
828,197.0
829,189.0
830,178.0
831,165.0
832,120.0
833,76.0
834,51.0
835,36.0
