Grid_Number,hospital
0,11.0
1,15.0
2,26.0
3,28.0
4,65.0
5,89.0
6,123.0
7,130.0
8,115.0
9,112.0
10,81.0
11,51.0
12,32.0
13,15.0
14,3.0
15,3.0
16,4.0
17,2.0
18,3.0
19,2.0
20,3.0
21,9.0
22,33.0
23,38.0
24,40.0
25,37.0
26,31.0
27,40.0
28,45.0
29,52.0
30,65.0
31,50.0
32,32.0
33,27.0
34,14.0
35,7.0
36,5.0
37,5.0
38,26.0
39,62.0
40,77.0
41,162.0
42,202.0
43,200.0
44,194.0
45,182.0
46,208.0
47,206.0
48,176.0
49,112.0
50,87.0
51,65.0
52,61.0
53,46.0
54,62.0
55,69.0
56,44.0
57,30.0
58,31.0
59,56.0
60,98.0
61,121.0
62,121.0
63,114.0
64,111.0
65,88.0
66,82.0
67,105.0
68,130.0
69,151.0
70,148.0
71,100.0
72,77.0
73,44.0
74,13.0
75,5.0
76,66.0
77,81.0
78,149.0
79,241.0
80,296.0
81,343.0
82,331.0
83,337.0
84,338.0
85,325.0
86,310.0
87,236.0
88,153.0
89,167.0
90,176.0
91,162.0
92,125.0
93,134.0
94,148.0
95,124.0
96,125.0
97,169.0
98,172.0
99,180.0
100,165.0
101,184.0
102,207.0
103,222.0
104,200.0
105,189.0
106,207.0
107,215.0
108,217.0
109,184.0
110,129.0
111,89.0
112,42.0
113,14.0
114,72.0
115,121.0
116,192.0
117,269.0
118,348.0
119,382.0
120,405.0
121,123.0
122,434.0
123,423.0
124,408.0
125,332.0
126,306.0
127,295.0
128,277.0
129,262.0
130,251.0
131,231.0
132,229.0
133,262.0
134,277.0
135,313.0
136,286.0
137,265.0
138,281.0
139,298.0
140,321.0
141,366.0
142,353.0
143,309.0
144,306.0
145,306.0
146,295.0
147,273.0
148,229.0
149,167.0
150,108.0
151,45.0
152,85.0
153,142.0
154,216.0
155,300.0
156,378.0
157,404.0
158,156.0
159,159.0
160,124.0
161,487.0
162,65.0
163,80.0
164,408.0
165,409.0
166,441.0
167,391.0
168,355.0
169,327.0
170,338.0
171,360.0
172,409.0
173,414.0
174,411.0
175,405.0
176,397.0
177,422.0
178,433.0
179,451.0
180,472.0
181,69.0
182,93.0
183,414.0
184,416.0
185,382.0
186,346.0
187,292.0
188,214.0
189,121.0
190,100.0
191,145.0
192,69.0
193,103.0
194,127.0
195,144.0
196,185.0
197,210.0
198,167.0
199,131.0
200,130.0
201,139.0
202,99.0
203,516.0
204,543.0
205,489.0
206,95.0
207,457.0
208,93.0
209,455.0
210,534.0
211,519.0
212,522.0
213,519.0
214,135.0
215,515.0
216,540.0
217,550.0
218,566.0
219,111.0
220,120.0
221,147.0
222,137.0
223,110.0
224,447.0
225,383.0
226,321.0
227,200.0
228,101.0
229,143.0
230,189.0
231,105.0
232,116.0
233,124.0
234,155.0
235,166.0
236,137.0
237,140.0
238,126.0
239,165.0
240,135.0
241,121.0
242,584.0
243,612.0
244,144.0
245,158.0
246,135.0
247,119.0
248,116.0
249,114.0
250,124.0
251,161.0
252,168.0
253,145.0
254,124.0
255,112.0
256,130.0
257,125.0
258,145.0
259,159.0
260,169.0
261,158.0
262,514.0
263,419.0
264,360.0
265,251.0
266,98.0
267,137.0
268,171.0
269,243.0
270,340.0
271,84.0
272,80.0
273,101.0
274,98.0
275,110.0
276,100.0
277,128.0
278,165.0
279,136.0
280,150.0
281,177.0
282,164.0
283,158.0
284,162.0
285,136.0
286,145.0
287,142.0
288,164.0
289,155.0
290,157.0
291,127.0
292,134.0
293,131.0
294,171.0
295,125.0
296,143.0
297,137.0
298,164.0
299,635.0
300,540.0
301,447.0
302,353.0
303,272.0
304,79.0
305,119.0
306,152.0
307,208.0
308,266.0
309,325.0
310,352.0
311,410.0
312,453.0
313,33.0
314,80.0
315,117.0
316,129.0
317,188.0
318,171.0
319,149.0
320,723.0
321,117.0
322,124.0
323,133.0
324,133.0
325,151.0
326,168.0
327,174.0
328,139.0
329,106.0
330,117.0
331,135.0
332,177.0
333,155.0
334,720.0
335,140.0
336,162.0
337,175.0
338,187.0
339,439.0
340,343.0
341,261.0
342,42.0
343,85.0
344,115.0
345,153.0
346,195.0
347,246.0
348,256.0
349,314.0
350,298.0
351,362.0
352,400.0
353,472.0
354,100.0
355,131.0
356,145.0
357,97.0
358,139.0
359,140.0
360,132.0
361,110.0
362,101.0
363,129.0
364,143.0
365,157.0
366,109.0
367,670.0
368,629.0
369,557.0
370,122.0
371,156.0
372,156.0
373,159.0
374,140.0
375,146.0
376,154.0
377,143.0
378,127.0
379,239.0
380,2.0
381,15.0
382,53.0
383,72.0
384,83.0
385,125.0
386,138.0
387,138.0
388,216.0
389,253.0
390,301.0
391,355.0
392,416.0
393,83.0
394,101.0
395,107.0
396,108.0
397,133.0
398,135.0
399,100.0
400,129.0
401,148.0
402,151.0
403,130.0
404,666.0
405,586.0
406,545.0
407,503.0
408,83.0
409,487.0
410,108.0
411,121.0
412,571.0
413,492.0
414,445.0
415,343.0
416,92.0
417,208.0
418,5.0
419,5.0
420,5.0
421,7.0
422,10.0
423,19.0
424,22.0
425,30.0
426,66.0
427,148.0
428,209.0
429,282.0
430,354.0
431,461.0
432,69.0
433,696.0
434,140.0
435,151.0
436,130.0
437,121.0
438,139.0
439,178.0
440,142.0
441,629.0
442,594.0
443,563.0
444,494.0
445,414.0
446,404.0
447,388.0
448,393.0
449,425.0
450,458.0
451,423.0
452,400.0
453,308.0
454,252.0
455,164.0
456,5.0
457,5.0
458,5.0
459,5.0
460,5.0
