Grid_Number,primary_school
0,3.0
1,4.0
2,6.0
3,6.0
4,10.0
5,17.0
6,28.0
7,29.0
8,27.0
9,22.0
10,13.0
11,10.0
12,6.0
13,3.0
14,2.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,4.0
23,4.0
24,4.0
25,4.0
26,3.0
27,3.0
28,4.0
29,3.0
30,3.0
31,2.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,5.0
39,8.0
40,9.0
41,20.0
42,38.0
43,45.0
44,52.0
45,60.0
46,61.0
47,53.0
48,42.0
49,27.0
50,19.0
51,14.0
52,8.0
53,6.0
54,5.0
55,6.0
56,3.0
57,2.0
58,2.0
59,7.0
60,6.0
61,7.0
62,6.0
63,5.0
64,6.0
65,7.0
66,5.0
67,4.0
68,3.0
69,3.0
70,2.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,8.0
77,9.0
78,17.0
79,46.0
80,72.0
81,80.0
82,91.0
83,97.0
84,97.0
85,97.0
86,77.0
87,53.0
88,37.0
89,31.0
90,29.0
91,20.0
92,9.0
93,10.0
94,9.0
95,11.0
96,9.0
97,13.0
98,13.0
99,15.0
100,15.0
101,16.0
102,15.0
103,10.0
104,7.0
105,7.0
106,6.0
107,6.0
108,5.0
109,4.0
110,2.0
111,2.0
112,1.0
113,1.0
114,8.0
115,14.0
116,28.0
117,63.0
118,82.0
119,95.0
120,104.0
121,29.0
122,121.0
123,124.0
124,116.0
125,89.0
126,70.0
127,61.0
128,51.0
129,35.0
130,31.0
131,18.0
132,19.0
133,18.0
134,22.0
135,20.0
136,21.0
137,22.0
138,22.0
139,26.0
140,23.0
141,24.0
142,19.0
143,15.0
144,12.0
145,8.0
146,7.0
147,5.0
148,4.0
149,3.0
150,3.0
151,1.0
152,9.0
153,18.0
154,41.0
155,73.0
156,92.0
157,103.0
158,46.0
159,49.0
160,46.0
161,141.0
162,17.0
163,22.0
164,98.0
165,85.0
166,81.0
167,67.0
168,50.0
169,33.0
170,24.0
171,23.0
172,25.0
173,25.0
174,28.0
175,27.0
176,32.0
177,33.0
178,31.0
179,31.0
180,28.0
181,3.0
182,17.0
183,17.0
184,13.0
185,8.0
186,6.0
187,6.0
188,4.0
189,3.0
190,12.0
191,21.0
192,6.0
193,11.0
194,18.0
195,42.0
196,67.0
197,72.0
198,57.0
199,40.0
200,29.0
201,33.0
202,24.0
203,108.0
204,103.0
205,85.0
206,7.0
207,55.0
208,6.0
209,26.0
210,35.0
211,33.0
212,33.0
213,35.0
214,10.0
215,36.0
216,38.0
217,38.0
218,34.0
219,5.0
220,29.0
221,3.0
222,0.0
223,2.0
224,9.0
225,7.0
226,7.0
227,6.0
228,12.0
229,20.0
230,40.0
231,10.0
232,17.0
233,35.0
234,58.0
235,64.0
236,49.0
237,42.0
238,40.0
239,41.0
240,35.0
241,114.0
242,106.0
243,93.0
244,13.0
245,14.0
246,8.0
247,7.0
248,8.0
249,10.0
250,12.0
251,13.0
252,12.0
253,12.0
254,12.0
255,11.0
256,9.0
257,10.0
258,6.0
259,3.0
260,3.0
261,5.0
262,12.0
263,9.0
264,7.0
265,6.0
266,11.0
267,18.0
268,31.0
269,63.0
270,85.0
271,22.0
272,36.0
273,37.0
274,35.0
275,35.0
276,34.0
277,40.0
278,37.0
279,37.0
280,39.0
281,36.0
282,22.0
283,12.0
284,10.0
285,7.0
286,7.0
287,9.0
288,12.0
289,12.0
290,13.0
291,14.0
292,13.0
293,12.0
294,14.0
295,13.0
296,8.0
297,5.0
298,5.0
299,19.0
300,14.0
301,9.0
302,7.0
303,7.0
304,9.0
305,14.0
306,28.0
307,45.0
308,68.0
309,93.0
310,107.0
311,121.0
312,137.0
313,16.0
314,18.0
315,24.0
316,30.0
317,38.0
318,42.0
319,36.0
320,82.0
321,10.0
322,7.0
323,6.0
324,5.0
325,8.0
326,9.0
327,9.0
328,9.0
329,12.0
330,11.0
331,12.0
332,16.0
333,12.0
334,36.0
335,8.0
336,5.0
337,5.0
338,4.0
339,10.0
340,7.0
341,7.0
342,4.0
343,9.0
344,16.0
345,30.0
346,52.0
347,67.0
348,81.0
349,94.0
350,100.0
351,101.0
352,100.0
353,116.0
354,14.0
355,26.0
356,32.0
357,29.0
358,25.0
359,11.0
360,8.0
361,4.0
362,4.0
363,7.0
364,8.0
365,9.0
366,5.0
367,43.0
368,42.0
369,37.0
370,14.0
371,15.0
372,12.0
373,6.0
374,6.0
375,4.0
376,3.0
377,3.0
378,3.0
379,6.0
380,1.0
381,1.0
382,4.0
383,9.0
384,25.0
385,35.0
386,44.0
387,51.0
388,63.0
389,64.0
390,70.0
391,85.0
392,89.0
393,8.0
394,21.0
395,20.0
396,17.0
397,10.0
398,8.0
399,7.0
400,7.0
401,9.0
402,8.0
403,7.0
404,40.0
405,42.0
406,38.0
407,38.0
408,9.0
409,30.0
410,7.0
411,5.0
412,25.0
413,17.0
414,13.0
415,10.0
416,0.0
417,5.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,5.0
424,7.0
425,13.0
426,21.0
427,29.0
428,41.0
429,54.0
430,65.0
431,76.0
432,7.0
433,72.0
434,10.0
435,10.0
436,8.0
437,6.0
438,7.0
439,10.0
440,8.0
441,30.0
442,34.0
443,34.0
444,31.0
445,28.0
446,28.0
447,24.0
448,23.0
449,21.0
450,19.0
451,12.0
452,10.0
453,8.0
454,6.0
455,4.0
456,1.0
457,1.0
458,1.0
459,1.0
460,1.0
461,1.0
462,1.0
463,1.0
464,3.0
465,9.0
466,17.0
467,2.0
468,3.0
469,4.0
470,57.0
471,5.0
472,6.0
473,8.0
474,8.0
475,7.0
476,8.0
477,9.0
478,7.0
479,27.0
480,31.0
481,27.0
482,21.0
483,18.0
484,21.0
485,20.0
486,17.0
487,15.0
488,11.0
489,8.0
490,9.0
491,6.0
492,4.0
493,3.0
494,0.0
495,1.0
496,1.0
497,1.0
498,1.0
499,1.0
500,1.0
501,2.0
502,2.0
503,2.0
504,5.0
505,0.0
506,2.0
507,4.0
508,42.0
509,42.0
510,7.0
511,7.0
512,6.0
513,6.0
514,10.0
515,8.0
