Grid_Number,supermarket
0,1.0
1,1.0
2,6.0
3,10.0
4,17.0
5,33.0
6,47.0
7,47.0
8,43.0
9,40.0
10,26.0
11,21.0
12,12.0
13,5.0
14,2.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,4.0
22,13.0
23,15.0
24,16.0
25,17.0
26,17.0
27,22.0
28,22.0
29,21.0
30,24.0
31,20.0
32,12.0
33,10.0
34,4.0
35,3.0
36,2.0
37,2.0
38,2.0
39,12.0
40,17.0
41,24.0
42,56.0
43,93.0
44,101.0
45,99.0
46,89.0
47,77.0
48,58.0
49,40.0
50,28.0
51,21.0
52,11.0
53,8.0
54,10.0
55,15.0
56,18.0
57,17.0
58,15.0
59,26.0
60,27.0
61,31.0
62,39.0
63,48.0
64,46.0
65,41.0
66,32.0
67,36.0
68,39.0
69,46.0
70,47.0
71,33.0
72,24.0
73,11.0
74,4.0
75,2.0
76,8.0
77,15.0
78,29.0
79,84.0
80,137.0
81,155.0
82,158.0
83,164.0
84,156.0
85,133.0
86,106.0
87,75.0
88,60.0
89,51.0
90,57.0
91,42.0
92,46.0
93,49.0
94,54.0
95,45.0
96,44.0
97,58.0
98,70.0
99,86.0
100,89.0
101,96.0
102,97.0
103,100.0
104,94.0
105,79.0
106,78.0
107,78.0
108,77.0
109,61.0
110,39.0
111,28.0
112,13.0
113,4.0
114,11.0
115,22.0
116,61.0
117,125.0
118,154.0
119,166.0
120,175.0
121,5.0
122,201.0
123,197.0
124,164.0
125,134.0
126,109.0
127,110.0
128,105.0
129,107.0
130,86.0
131,88.0
132,84.0
133,92.0
134,108.0
135,126.0
136,138.0
137,139.0
138,151.0
139,152.0
140,165.0
141,166.0
142,169.0
143,153.0
144,131.0
145,119.0
146,104.0
147,95.0
148,83.0
149,55.0
150,34.0
151,13.0
152,13.0
153,22.0
154,97.0
155,136.0
156,164.0
157,172.0
158,13.0
159,16.0
160,14.0
161,240.0
162,7.0
163,7.0
164,159.0
165,155.0
166,156.0
167,156.0
168,149.0
169,117.0
170,115.0
171,125.0
172,157.0
173,180.0
174,190.0
175,189.0
176,191.0
177,205.0
178,218.0
179,217.0
180,237.0
181,8.0
182,190.0
183,166.0
184,152.0
185,127.0
186,116.0
187,92.0
188,61.0
189,34.0
190,14.0
191,31.0
192,7.0
193,2.0
194,3.0
195,7.0
196,41.0
197,26.0
198,10.0
199,4.0
200,7.0
201,7.0
202,11.0
203,198.0
204,202.0
205,196.0
206,7.0
207,162.0
