Grid_Number,school
0,37.0
1,54.0
2,81.0
3,94.0
4,97.0
5,122.0
6,153.0
7,161.0
8,152.0
9,157.0
10,103.0
11,76.0
12,50.0
13,21.0
14,8.0
15,8.0
16,8.0
17,2.0
18,1.0
19,1.0
20,2.0
21,19.0
22,70.0
23,83.0
24,85.0
25,85.0
26,91.0
27,122.0
28,111.0
29,111.0
30,120.0
31,106.0
32,63.0
33,56.0
34,34.0
35,18.0
36,15.0
37,15.0
38,65.0
39,98.0
40,158.0
41,233.0
42,277.0
43,248.0
44,246.0
45,237.0
46,249.0
47,244.0
48,215.0
49,159.0
50,112.0
51,101.0
52,78.0
53,83.0
54,91.0
55,116.0
56,106.0
57,87.0
58,83.0
59,145.0
60,151.0
61,161.0
62,167.0
63,179.0
64,196.0
65,193.0
66,182.0
67,176.0
68,194.0
69,206.0
70,174.0
71,127.0
72,95.0
73,59.0
74,25.0
75,16.0
76,103.0
77,153.0
78,240.0
79,321.0
80,387.0
81,423.0
82,367.0
83,357.0
84,344.0
85,365.0
86,334.0
87,257.0
88,202.0
89,176.0
90,215.0
91,210.0
92,175.0
93,186.0
94,206.0
95,207.0
96,222.0
97,267.0
98,247.0
99,255.0
100,249.0
101,281.0
102,291.0
103,309.0
104,298.0
105,268.0
106,242.0
107,257.0
108,257.0
109,190.0
110,153.0
111,105.0
112,56.0
113,27.0
114,128.0
115,208.0
116,269.0
117,348.0
118,427.0
119,461.0
120,467.0
121,142.0
122,453.0
123,452.0
124,431.0
125,383.0
126,342.0
127,318.0
128,333.0
129,317.0
130,310.0
131,272.0
132,290.0
133,318.0
134,350.0
135,386.0
136,363.0
137,330.0
138,345.0
139,373.0
140,393.0
141,421.0
142,425.0
143,385.0
144,349.0
145,340.0
146,331.0
147,313.0
148,256.0
149,195.0
150,159.0
151,75.0
152,149.0
153,206.0
154,283.0
155,373.0
156,447.0
157,485.0
158,154.0
159,178.0
160,154.0
161,549.0
162,69.0
163,93.0
164,476.0
165,458.0
166,463.0
167,452.0
168,415.0
169,393.0
170,420.0
171,451.0
172,472.0
173,475.0
174,470.0
175,438.0
176,465.0
177,519.0
178,517.0
179,513.0
180,555.0
181,114.0
182,459.0
183,443.0
184,441.0
185,403.0
186,360.0
187,297.0
188,238.0
189,155.0
190,176.0
191,209.0
192,106.0
193,157.0
194,151.0
195,146.0
196,153.0
197,181.0
198,161.0
199,133.0
200,111.0
201,137.0
202,116.0
203,566.0
204,602.0
205,576.0
206,110.0
207,502.0
208,142.0
209,534.0
210,562.0
211,557.0
212,583.0
213,562.0
214,157.0
215,608.0
216,632.0
217,618.0
218,618.0
219,143.0
220,584.0
221,138.0
222,133.0
223,105.0
224,468.0
225,397.0
226,347.0
227,211.0
228,177.0
229,208.0
230,245.0
231,141.0
232,142.0
233,136.0
234,133.0
235,133.0
236,126.0
237,122.0
238,144.0
239,180.0
240,151.0
241,663.0
242,696.0
243,710.0
244,160.0
245,186.0
246,164.0
247,144.0
248,143.0
249,144.0
250,167.0
251,152.0
252,148.0
253,120.0
254,110.0
255,129.0
256,127.0
257,135.0
258,135.0
259,152.0
260,139.0
261,141.0
262,545.0
263,458.0
264,393.0
265,301.0
266,164.0
267,201.0
268,232.0
269,284.0
270,347.0
271,88.0
272,61.0
273,78.0
274,93.0
275,120.0
276,144.0
277,166.0
278,178.0
279,158.0
280,134.0
281,140.0
282,147.0
283,160.0
284,176.0
285,143.0
286,147.0
287,159.0
288,153.0
289,118.0
290,138.0
291,142.0
292,142.0
293,143.0
294,163.0
295,134.0
296,122.0
297,129.0
298,117.0
299,653.0
300,590.0
301,474.0
302,379.0
303,319.0
304,117.0
305,179.0
306,205.0
307,234.0
308,276.0
309,335.0
310,377.0
311,423.0
312,453.0
313,77.0
314,109.0
315,134.0
316,155.0
317,179.0
318,184.0
319,158.0
320,786.0
321,133.0
322,127.0
323,115.0
324,130.0
325,122.0
326,140.0
327,156.0
328,134.0
329,110.0
330,122.0
331,140.0
332,170.0
333,152.0
334,792.0
335,128.0
336,148.0
337,159.0
338,167.0
339,490.0
340,379.0
341,304.0
342,54.0
343,114.0
344,157.0
345,187.0
346,212.0
347,253.0
348,278.0
349,317.0
350,299.0
351,391.0
352,464.0
353,555.0
354,123.0
355,164.0
356,181.0
357,123.0
358,157.0
359,153.0
360,120.0
361,94.0
362,105.0
363,107.0
364,145.0
365,172.0
366,117.0
367,737.0
368,703.0
369,653.0
370,174.0
371,166.0
372,158.0
373,175.0
374,147.0
375,139.0
376,124.0
377,167.0
378,158.0
379,284.0
380,3.0
381,19.0
382,69.0
383,88.0
384,110.0
385,113.0
386,129.0
387,160.0
388,209.0
389,287.0
390,361.0
391,475.0
392,550.0
393,116.0
394,152.0
395,147.0
396,132.0
397,134.0
398,128.0
399,115.0
400,101.0
401,132.0
402,130.0
403,139.0
404,745.0
405,676.0
406,633.0
407,589.0
408,130.0
409,537.0
410,131.0
411,134.0
412,572.0
413,532.0
414,503.0
415,415.0
416,111.0
417,271.0
418,6.0
419,6.0
420,6.0
421,4.0
422,8.0
423,13.0
424,28.0
425,53.0
426,108.0
427,189.0
428,281.0
429,396.0
430,477.0
431,574.0
432,162.0
433,743.0
434,137.0
435,128.0
436,124.0
437,118.0
438,118.0
439,157.0
440,135.0
441,694.0
442,727.0
443,668.0
444,658.0
445,576.0
446,538.0
447,464.0
448,469.0
449,456.0
450,469.0
451,475.0
452,448.0
453,372.0
454,311.0
455,231.0
456,7.0
457,7.0
458,7.0
459,6.0
460,8.0
461,3.0
462,7.0
463,14.0
464,29.0
465,108.0
466,203.0
467,6.0
468,30.0
469,70.0
470,595.0
471,142.0
472,144.0
473,134.0
474,132.0
475,157.0
476,140.0
477,175.0
478,139.0
479,740.0
480,770.0
481,685.0
482,655.0
483,547.0
484,500.0
485,404.0
486,344.0
487,370.0
488,319.0
489,311.0
490,331.0
491,303.0
492,227.0
493,183.0
494,7.0
495,7.0
496,7.0
497,9.0
498,8.0
499,7.0
500,3.0
501,5.0
502,11.0
503,19.0
504,110.0
505,4.0
506,30.0
507,57.0
508,599.0
509,678.0
510,167.0
511,157.0
512,140.0
513,145.0
514,171.0
515,169.0
516,720.0
517,718.0
518,724.0
519,694.0
520,586.0
521,507.0
522,504.0
523,442.0
524,398.0
525,323.0
526,236.0
527,235.0
528,222.0
529,197.0
530,151.0
531,133.0
532,7.0
533,7.0
534,7.0
535,9.0
536,9.0
537,8.0
538,4.0
539,5.0
540,5.0
541,13.0
542,56.0
543,185.0
544,303.0
545,433.0
546,521.0
547,572.0
548,156.0
549,156.0
550,147.0
551,127.0
552,143.0
553,155.0
554,646.0
555,664.0
556,612.0
557,624.0
558,566.0
559,513.0
560,519.0
