Grid_Number,school
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,1.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.0
63,5.0
64,0.0
65,4.0
66,0.0
67,0.0
68,0.0
69,3.0
70,0.0
71,0.0
72,2.0
73,2.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,19.0
82,7.0
83,0.0
84,0.0
85,1.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,2.0
101,9.0
102,0.0
103,0.0
104,2.0
105,2.0
106,2.0
107,0.0
108,0.0
109,0.0
110,1.0
111,0.0
112,0.0
113,4.0
114,4.0
115,6.0
116,2.0
117,0.0
118,0.0
119,0.0
120,18.0
121,26.0
122,25.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,8.0
139,18.0
140,0.0
141,0.0
142,12.0
143,4.0
144,4.0
145,1.0
146,0.0
147,0.0
148,1.0
149,0.0
150,0.0
151,1.0
152,2.0
153,14.0
154,18.0
155,1.0
156,0.0
157,0.0
158,9.0
159,22.0
160,18.0
161,5.0
162,14.0
163,8.0
164,8.0
165,0.0
166,0.0
167,1.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,8.0
176,9.0
177,9.0
178,0.0
179,0.0
180,12.0
181,29.0
182,10.0
183,4.0
184,17.0
185,0.0
186,0.0
187,0.0
188,1.0
189,1.0
190,0.0
191,0.0
192,27.0
193,11.0
194,26.0
195,23.0
196,13.0
197,16.0
198,12.0
199,9.0
200,5.0
201,13.0
202,36.0
203,0.0
204,2.0
205,13.0
206,28.0
207,25.0
208,34.0
209,13.0
210,7.0
211,15.0
212,21.0
213,25.0
214,18.0
215,14.0
216,9.0
217,0.0
218,0.0
219,15.0
220,18.0
221,17.0
222,32.0
223,11.0
224,9.0
225,0.0
226,0.0
227,1.0
228,0.0
229,0.0
230,2.0
231,27.0
232,38.0
233,9.0
234,17.0
235,18.0
236,13.0
237,19.0
238,14.0
239,11.0
240,15.0
241,13.0
242,9.0
243,2.0
244,17.0
245,14.0
246,17.0
247,17.0
248,5.0
249,15.0
250,10.0
251,13.0
252,13.0
253,14.0
254,14.0
255,15.0
256,8.0
257,5.0
258,12.0
259,9.0
260,4.0
261,13.0
262,6.0
263,0.0
264,1.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,1.0
271,0.0
272,2.0
273,6.0
274,6.0
275,4.0
276,15.0
277,14.0
278,17.0
279,18.0
280,20.0
281,13.0
282,12.0
283,5.0
284,2.0
285,15.0
286,10.0
287,21.0
288,11.0
289,14.0
290,5.0
291,3.0
292,10.0
293,18.0
294,23.0
295,12.0
296,9.0
297,13.0
298,16.0
299,9.0
300,28.0
301,14.0
302,17.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,4.0
313,7.0
314,22.0
315,24.0
316,15.0
317,16.0
318,13.0
319,11.0
320,10.0
321,23.0
322,15.0
323,15.0
324,4.0
325,30.0
326,7.0
327,8.0
328,14.0
329,9.0
330,13.0
331,31.0
332,7.0
333,12.0
334,20.0
335,10.0
336,6.0
337,21.0
338,11.0
339,13.0
340,30.0
341,2.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,1.0
352,0.0
353,1.0
354,7.0
355,10.0
356,12.0
357,20.0
358,9.0
359,6.0
360,25.0
361,1.0
362,1.0
363,10.0
364,11.0
365,18.0
366,32.0
367,9.0
368,6.0
369,4.0
370,20.0
371,7.0
372,8.0
373,8.0
374,16.0
375,6.0
376,20.0
377,17.0
378,27.0
379,6.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,44.0
394,18.0
395,14.0
396,10.0
397,14.0
398,10.0
399,3.0
400,2.0
401,4.0
402,24.0
403,5.0
404,22.0
405,2.0
406,0.0
407,15.0
408,51.0
409,5.0
410,32.0
411,30.0
412,28.0
413,3.0
414,5.0
415,10.0
416,16.0
417,19.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,4.0
431,1.0
432,1.0
433,5.0
434,13.0
435,20.0
436,15.0
437,12.0
438,32.0
439,10.0
440,18.0
441,5.0
442,3.0
443,2.0
444,13.0
445,11.0
446,6.0
447,0.0
448,1.0
449,1.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,5.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,2.0
470,20.0
471,23.0
472,14.0
473,10.0
474,5.0
475,4.0
476,10.0
477,13.0
478,21.0
479,4.0
480,15.0
481,3.0
482,0.0
483,0.0
484,1.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,9.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,1.0
506,2.0
507,4.0
508,17.0
509,15.0
510,16.0
511,7.0
512,17.0
513,20.0
514,14.0
515,11.0
516,29.0
517,1.0
518,5.0
519,0.0
520,0.0
521,0.0
522,0.0
523,1.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,1.0
530,0.0
531,0.0
532,0.0
533,2.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,3.0
547,19.0
548,7.0
549,19.0
550,21.0
551,25.0
552,11.0
553,30.0
554,12.0
555,21.0
556,9.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,1.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
