Grid_Number,supermarket
0,0.31375642839219653
1,0.020085542349867865
2,0.02460613932371689
3,0.03104694714658217
4,0.03911402685977373
5,0.0438909690230289
6,0.13433508627174706
7,0.20399936348651546
8,0.12924148798585566
9,0.06587296875355741
10,0.07653043606962956
11,0.0601328615389084
12,0.07463852879191199
13,0.052627386440030025
14,0.07656193858169263
15,0.009683600794507584
16,0.022458052955694256
17,0.03451445440851057
18,0.24199894334541933
19,0.23396704607053107
20,0.12599708413060035
21,0.12821820764669156
22,0.13036889191022238
23,0.12960739642276803
24,0.11050429460224405
25,0.04150855837719314
26,0.02665184212877466
27,0.05964012723018186
28,0.046743043804174704
29,0.9470811155481369
30,1.9148977217517784
31,2.722809464029231
32,2.788301607725448
33,1.560925985508395
34,0.3649075793241773
35,2.096125313371706
36,3.3696742378769375
37,4.033718968409602
38,0.3653589596656102
39,0.1498333394168194
40,0.01486762478569881
41,0.020378329101840335
42,0.031117549694981563
43,0.04386384958081635
44,0.2398554494604448
45,0.13806714209085588
46,0.232151849660042
47,0.08433591388099922
48,0.015048177752992616
49,0.06190580935345952
50,0.0791236173121374
51,0.05836391712905197
52,0.08630532767473141
53,0.00562723877746339
54,0.021570865028553727
55,0.03657686850828577
56,0.2924635434903075
57,0.21904387013813448
58,0.006869327341440112
59,0.11830561401400064
60,0.12067103685794245
61,0.12493399767709001
62,0.1307373421364408
63,0.011396993896492631
64,0.08311823357335607
65,0.17109755375707028
66,0.04679802214876372
67,0.10833976769632682
68,1.107544538903872
69,2.279897175739139
70,2.0996434993849835
71,1.1990988055389538
72,0.8462817954563898
73,2.8865537244047212
74,3.9914021752445996
75,3.9434922284236062
76,0.3986445593618246
77,0.30409941154467923
78,0.15913427842699776
79,0.002584087391321191
80,0.003953369712245604
81,0.032948385767859266
82,0.1901161662475455
83,0.10286655088391501
84,0.11070825135089171
85,0.10494180910624801
86,0.0010200891324354871
87,0.06533351528732988
88,0.03177691865766837
89,0.06822702037059299
90,0.09991426320799292
91,0.0008911845293678198
92,0.0200591563498574
93,0.018038158533263415
94,0.2974787724624562
95,0.1942009070862482
96,0.0055956721929374
97,0.003647645787406418
98,0.13141970902183858
99,0.03629015625380612
100,0.16078206336741938
101,0.15810111671111962
102,0.5690794808159686
103,0.05833987426022531
104,0.04693451073360871
105,0.014260528146784964
106,0.37488492641346327
107,0.3932572609696549
108,0.40815068511609137
109,0.10236123835363468
110,0.8971656677047974
111,2.580014920478648
112,3.7680856050174643
113,3.448559495891911
114,0.4149099523657069
115,0.3595715092324931
116,0.04870416818879175
117,0.6833942042188612
118,0.027070293023811018
119,0.03620708745062837
120,0.14782125864409332
121,0.08214190738120015
122,0.03744641399245131
123,0.08409421281682432
124,0.04520952220881168
125,0.0743683805832701
126,0.006073484616191763
127,0.08799737193758755
128,0.11688494534510846
129,0.01247165419941848
130,0.01691472068048233
131,0.01951688286920489
132,0.29533082487211143
133,0.14535055994824098
134,0.020227495602534874
135,0.008605873365747356
136,0.28889110881208924
137,0.10230930322626682
138,0.13222763093316803
139,0.1901714128038362
140,0.25423277758797747
141,0.04644040361254315
142,0.047904542873341595
