Grid_Number,Health
571,0.0
572,1.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,2.0
585,7.0
586,23.0
587,84.0
588,1.0
589,1.0
590,3.0
591,6.0
592,10.0
593,15.0
594,18.0
595,51.0
596,10.0
597,2.0
598,1.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,1.0
609,2.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,2.0
623,2.0
624,44.0
625,0.0
626,0.0
627,0.0
628,0.0
629,1.0
630,73.0
631,13.0
632,48.0
633,54.0
634,27.0
635,34.0
636,11.0
637,0.0
638,1.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,1.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,28.0
661,5.0
662,2.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,6.0
669,1.0
670,1.0
671,5.0
672,16.0
673,43.0
674,47.0
675,40.0
676,20.0
677,17.0
678,4.0
679,1.0
680,0.0
681,1.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,4.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,1.0
710,1.0
711,41.0
712,59.0
713,9.0
714,6.0
715,18.0
716,23.0
717,0.0
718,0.0
719,0.0
720,2.0
721,3.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,2.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,35.0
750,21.0
751,21.0
752,41.0
753,41.0
754,27.0
755,29.0
756,7.0
757,0.0
758,4.0
759,27.0
760,0.0
761,1.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,13.0
789,88.0
790,35.0
791,48.0
792,20.0
793,20.0
794,59.0
795,13.0
796,71.0
797,31.0
798,1.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,8.0
816,9.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,2.0
824,5.0
825,0.0
826,0.0
827,3.0
828,3.0
829,8.0
830,48.0
831,8.0
832,13.0
833,14.0
834,25.0
835,0.0
