Grid_Number,Health
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,1.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.0
63,3.0
64,0.0
65,2.0
66,0.0
67,0.0
68,0.0
69,2.0
70,0.0
71,0.0
72,0.0
73,1.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,18.0
82,7.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,7.0
102,0.0
103,0.0
104,0.0
105,1.0
106,0.0
107,0.0
108,0.0
109,0.0
110,2.0
111,0.0
112,0.0
113,0.0
114,0.0
115,2.0
116,0.0
117,0.0
118,0.0
119,1.0
120,22.0
121,44.0
122,33.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,6.0
139,15.0
140,0.0
141,0.0
142,2.0
143,0.0
144,8.0
145,0.0
146,0.0
147,0.0
148,1.0
149,0.0
150,0.0
151,0.0
152,2.0
153,7.0
154,9.0
155,1.0
156,0.0
157,1.0
158,66.0
159,24.0
160,68.0
161,1.0
162,20.0
163,33.0
164,18.0
165,1.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,8.0
176,22.0
177,2.0
178,0.0
179,0.0
180,13.0
181,24.0
182,4.0
183,6.0
184,14.0
185,0.0
186,0.0
187,0.0
188,0.0
189,1.0
190,0.0
191,0.0
192,86.0
193,35.0
194,15.0
195,49.0
196,32.0
197,9.0
198,28.0
199,9.0
200,36.0
201,22.0
202,49.0
203,1.0
204,0.0
205,12.0
206,71.0
207,10.0
208,39.0
209,12.0
210,10.0
211,16.0
212,13.0
213,22.0
214,99.0
215,34.0
216,1.0
217,0.0
218,0.0
219,14.0
220,28.0
221,52.0
222,72.0
223,29.0
224,18.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,7.0
231,26.0
232,53.0
233,17.0
234,54.0
235,48.0
236,43.0
237,22.0
238,18.0
239,19.0
240,20.0
241,59.0
242,31.0
243,1.0
244,40.0
245,60.0
246,37.0
247,53.0
248,8.0
249,24.0
250,31.0
251,19.0
252,26.0
253,20.0
254,15.0
255,31.0
256,28.0
257,13.0
258,24.0
259,21.0
260,28.0
261,10.0
262,6.0
263,1.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,1.0
271,0.0
272,1.0
273,7.0
274,22.0
275,10.0
276,37.0
277,45.0
278,24.0
279,22.0
280,40.0
281,18.0
282,18.0
283,18.0
284,12.0
285,17.0
286,60.0
287,27.0
288,39.0
289,23.0
290,19.0
291,21.0
292,22.0
293,60.0
294,22.0
295,35.0
296,26.0
297,23.0
298,14.0
299,39.0
300,45.0
301,7.0
302,13.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,1.0
313,1.0
314,7.0
315,20.0
316,26.0
317,33.0
318,34.0
319,28.0
320,7.0
321,29.0
322,14.0
323,34.0
324,9.0
325,45.0
326,29.0
327,28.0
328,44.0
329,20.0
330,6.0
331,57.0
332,17.0
333,24.0
334,17.0
335,32.0
336,20.0
337,55.0
338,41.0
339,23.0
340,49.0
341,1.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,1.0
354,26.0
355,21.0
356,34.0
357,41.0
358,14.0
359,14.0
360,32.0
361,5.0
362,3.0
363,34.0
364,20.0
365,23.0
366,47.0
367,3.0
368,3.0
369,2.0
370,44.0
371,15.0
372,7.0
373,30.0
374,31.0
375,13.0
376,33.0
377,39.0
378,64.0
379,4.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,3.0
393,34.0
394,7.0
395,18.0
396,11.0
397,35.0
398,29.0
399,1.0
400,0.0
401,6.0
402,57.0
403,12.0
404,9.0
405,2.0
406,2.0
407,7.0
408,62.0
409,6.0
410,65.0
411,43.0
412,53.0
413,0.0
414,3.0
415,13.0
416,18.0
417,25.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,5.0
431,5.0
432,1.0
433,0.0
434,10.0
435,49.0
436,27.0
437,36.0
438,38.0
439,54.0
440,28.0
441,13.0
442,0.0
443,2.0
444,18.0
445,2.0
446,3.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,2.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,1.0
470,21.0
471,22.0
472,56.0
473,30.0
474,4.0
475,3.0
476,45.0
477,31.0
478,38.0
479,12.0
480,4.0
481,1.0
482,1.0
483,1.0
484,0.0
485,1.0
486,0.0
487,1.0
488,0.0
489,1.0
490,0.0
491,0.0
492,0.0
493,2.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,1.0
507,4.0
508,10.0
509,22.0
510,15.0
511,9.0
512,61.0
513,70.0
514,20.0
515,21.0
516,21.0
517,8.0
518,2.0
519,1.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,1.0
526,2.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,1.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,35.0
548,17.0
549,26.0
550,26.0
551,38.0
552,53.0
553,27.0
554,11.0
555,62.0
556,11.0
557,0.0
558,0.0
559,1.0
560,0.0
561,0.0
562,1.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
