Districts,Education,Health,Connectivity,Utilities,Government_Facilities
Bangalore,0.6711409395973155,4.026845637583892,2.684563758389262,4.697986577181208,2.013422818791946
Chennai,0.8,1.6,3.2,5.6000000000000005,2.4
Delhi,4.906937394247039,5.922165820642978,6.091370558375635,5.922165820642978,6.598984771573605
Gurgaon,4.273504273504273,7.6923076923076925,4.273504273504273,2.564102564102564,6.837606837606838
Hyderabad,1.8181818181818181,0.9090909090909091,2.727272727272727,0.0,3.6363636363636362
Kolkata,0.0,3.389830508474576,1.694915254237288,6.779661016949152,10.16949152542373
Mumbai,4.591836734693878,5.1020408163265305,1.530612244897959,7.653061224489796,8.16326530612245
