Grid_Number,police
19,8.0
32,13.0
45,12.0
46,14.0
59,15.0
60,19.0
74,28.0
75,21.0
85,20.0
86,22.0
99,17.0
100,28.0
101,32.0
102,37.0
113,22.0
114,27.0
115,34.0
116,41.0
117,36.0
118,46.0
119,48.0
120,56.0
121,59.0
122,35.0
127,16.0
128,25.0
129,30.0
130,29.0
131,32.0
132,45.0
133,48.0
134,53.0
135,46.0
136,30.0
137,26.0
143,21.0
144,23.0
145,23.0
146,27.0
147,25.0
148,34.0
149,27.0
150,30.0
151,21.0
152,15.0
153,10.0
158,16.0
159,16.0
160,16.0
161,18.0
162,21.0
163,24.0
164,22.0
165,18.0
166,16.0
167,11.0
174,11.0
175,11.0
176,12.0
