Grid_Number,school
19,25.0
32,15.0
45,2.0
46,9.0
59,2.0
60,10.0
74,27.0
75,16.0
85,13.0
86,10.0
99,17.0
100,15.0
101,11.0
102,35.0
113,18.0
114,18.0
115,6.0
116,13.0
117,17.0
118,32.0
119,22.0
120,11.0
121,6.0
122,12.0
127,15.0
128,16.0
129,11.0
130,8.0
131,19.0
132,7.0
133,12.0
134,17.0
135,10.0
136,25.0
137,8.0
143,7.0
144,11.0
145,7.0
146,15.0
147,19.0
148,12.0
149,15.0
150,13.0
151,16.0
152,9.0
153,18.0
158,10.0
159,4.0
160,13.0
161,6.0
162,12.0
163,10.0
164,13.0
165,11.0
166,10.0
167,15.0
174,8.0
175,19.0
176,8.0
