Grid_Number,local_government_office
19,1.0
32,1.0
45,3.0
46,7.0
59,1.0
60,5.0
74,7.0
75,5.0
85,3.0
86,4.0
99,5.0
100,9.0
101,10.0
102,12.0
113,10.0
114,7.0
115,8.0
116,11.0
117,17.0
118,12.0
119,31.0
120,26.0
121,8.0
122,2.0
127,9.0
128,12.0
129,9.0
130,6.0
131,20.0
132,10.0
133,14.0
134,11.0
135,13.0
136,6.0
137,2.0
143,5.0
144,10.0
145,6.0
146,5.0
147,13.0
148,2.0
149,16.0
150,5.0
151,7.0
152,3.0
153,0.0
158,10.0
159,1.0
160,2.0
161,4.0
162,3.0
163,6.0
164,7.0
165,2.0
166,5.0
167,5.0
174,4.0
175,3.0
176,5.0
