Grid_Number,school
19,112.0
32,110.0
45,101.0
46,113.0
59,129.0
60,108.0
74,119.0
75,107.0
85,135.0
86,141.0
99,132.0
100,138.0
101,136.0
102,121.0
113,137.0
114,142.0
115,157.0
116,160.0
117,165.0
118,140.0
119,121.0
120,117.0
121,134.0
122,138.0
127,135.0
128,152.0
129,147.0
130,134.0
131,141.0
132,175.0
133,164.0
134,142.0
135,150.0
136,128.0
137,124.0
143,116.0
144,121.0
145,133.0
146,124.0
147,139.0
148,147.0
149,150.0
150,144.0
151,126.0
152,108.0
153,62.0
158,132.0
159,108.0
160,106.0
161,134.0
162,130.0
163,137.0
164,133.0
165,123.0
166,94.0
167,54.0
174,100.0
175,125.0
176,131.0
