Grid_Number,bank
19,11.0
32,9.0
45,12.0
46,13.0
59,34.0
60,24.0
74,30.0
75,25.0
85,49.0
86,53.0
99,44.0
100,63.0
101,60.0
102,63.0
113,54.0
114,65.0
115,68.0
116,94.0
117,107.0
118,126.0
119,124.0
120,93.0
121,78.0
122,74.0
127,56.0
128,60.0
129,63.0
130,82.0
131,112.0
132,124.0
133,104.0
134,95.0
135,83.0
136,69.0
137,55.0
143,54.0
144,55.0
145,66.0
146,79.0
147,72.0
148,74.0
149,78.0
150,63.0
151,54.0
152,40.0
153,18.0
158,33.0
159,35.0
160,44.0
161,58.0
162,42.0
163,49.0
164,57.0
165,53.0
166,40.0
167,23.0
174,20.0
175,30.0
176,35.0
