Grid_Number,bank
19,0.3175395701367673
32,0.7688919567888485
45,0.4176603949630713
46,0.6852836776272855
59,1.028122525826618
60,0.2324548920186808
74,0.17903521495957228
75,0.1467812343832416
85,0.21851777573404568
86,0.29134879486839843
99,0.12031410013397735
100,0.180545908222956
101,0.09062916291318612
102,0.13126449563122
113,0.09166907793467473
114,0.2758174792497312
115,0.383574232391989
116,0.21847949167360994
117,0.07474197965983045
118,0.1793220556060847
119,0.16370334007540674
120,0.11367270084120168
121,0.1823837553620059
122,0.2521369665976925
127,0.2073141370395251
128,0.25077619761894204
129,0.0679780100846936
130,0.126515158532419
131,0.1069625136274477
132,0.2442341772776269
133,0.2839238254246446
134,0.2323000753289427
135,0.26807493425342405
136,0.030806494485236462
137,0.15288387743398635
143,0.5906163093078897
144,0.5214610252374772
145,0.4208091444018889
146,0.23728652225666996
147,0.16878675760443973
148,0.20223364239564084
149,0.04251322566927829
150,0.15456697924010504
151,0.25601538542261937
152,0.26999451699959137
153,0.3660599791121212
158,0.2132889648399295
159,0.2873369515923149
160,0.4102174471367459
161,0.41231927142894975
162,0.4708231883248503
163,0.4370383571693259
164,0.27154053199580275
165,0.194861201007856
166,0.2521507566356783
167,0.5433265463925492
174,0.2293811683886081
175,0.10452323261033512
176,0.29646810116327793
