Grid_Number,supermarket
891,1.0
892,2.0
926,1.0
927,4.0
961,4.0
962,4.0
996,2.0
997,3.0
1031,4.0
1032,6.0
1065,8.0
1066,4.0
1067,8.0
1174,14.0
1215,2.0
1245,3.0
1250,7.0
1281,5.0
1282,1.0
1283,1.0
1284,7.0
1285,7.0
1286,2.0
1287,1.0
1288,1.0
1289,3.0
1316,4.0
1317,2.0
1318,6.0
1319,9.0
1320,5.0
1321,8.0
1322,6.0
1323,9.0
1324,5.0
1352,3.0
1353,2.0
1354,8.0
1355,16.0
1356,14.0
1357,10.0
1358,10.0
1359,8.0
1360,4.0
1389,3.0
1390,25.0
1391,27.0
1392,11.0
1393,3.0
1394,4.0
1395,6.0
1396,6.0
1420,8.0
1421,13.0
1422,8.0
1423,6.0
1424,4.0
1425,6.0
1426,12.0
1427,8.0
1428,2.0
1430,4.0
1431,3.0
1454,10.0
1455,7.0
1456,18.0
1457,7.0
1458,6.0
1459,8.0
1460,9.0
1461,7.0
1462,9.0
1465,6.0
1489,9.0
1491,14.0
1492,7.0
1493,5.0
1494,6.0
1495,9.0
1496,3.0
1497,12.0
1498,8.0
1509,8.0
1524,4.0
1526,5.0
1527,10.0
1528,8.0
1529,3.0
1530,8.0
1531,6.0
1532,5.0
1533,9.0
1534,5.0
1535,8.0
1544,6.0
1562,9.0
1563,4.0
1564,4.0
1565,6.0
1567,5.0
1568,5.0
1569,2.0
1571,6.0
1597,8.0
1598,8.0
1599,6.0
1602,13.0
1603,7.0
1604,4.0
1605,3.0
1632,8.0
1635,7.0
1637,12.0
1638,11.0
1639,9.0
1667,6.0
1668,2.0
