Grid_Number,local_government_office
891,2.0
892,2.0
926,3.0
927,4.0
961,5.0
962,7.0
996,9.0
997,9.0
1031,13.0
1032,11.0
1065,9.0
1066,10.0
1067,11.0
1174,1.0
1215,6.0
1245,5.0
1250,8.0
1281,8.0
1282,15.0
1283,22.0
1284,30.0
1285,27.0
1286,18.0
1287,13.0
1288,11.0
1289,5.0
1316,7.0
1317,24.0
1318,34.0
1319,39.0
1320,43.0
1321,36.0
1322,31.0
1323,21.0
1324,17.0
1352,18.0
1353,32.0
1354,67.0
1355,82.0
1356,63.0
1357,40.0
1358,27.0
1359,21.0
1360,16.0
1389,83.0
1390,80.0
1391,82.0
1392,62.0
1393,32.0
1394,22.0
1395,16.0
1396,11.0
1420,18.0
1421,19.0
1422,31.0
1423,43.0
1424,69.0
1425,77.0
1426,82.0
1427,60.0
1428,38.0
1430,14.0
1431,10.0
1454,11.0
1455,22.0
1456,23.0
1457,34.0
1458,35.0
1459,54.0
1460,74.0
1461,73.0
1462,44.0
1465,17.0
1489,8.0
1491,22.0
1492,27.0
1493,34.0
1494,35.0
1495,42.0
1496,52.0
1497,49.0
1498,44.0
1509,7.0
1524,7.0
1526,9.0
1527,15.0
1528,22.0
1529,30.0
1530,39.0
1531,51.0
1532,55.0
1533,48.0
1534,31.0
1535,30.0
1544,6.0
1562,17.0
1563,19.0
1564,25.0
1565,34.0
1567,53.0
1568,51.0
1569,47.0
1571,24.0
1597,14.0
1598,17.0
1599,22.0
1602,47.0
1603,45.0
1604,37.0
1605,31.0
1632,17.0
1635,20.0
1637,38.0
1638,35.0
1639,28.0
1667,15.0
1668,13.0
