Grid_Number,bank
891,10.0
892,6.0
926,11.0
927,10.0
961,11.0
962,12.0
996,13.0
997,11.0
1031,16.0
1032,10.0
1065,16.0
1066,17.0
1067,11.0
1174,9.0
1215,4.0
1245,6.0
1250,6.0
1281,6.0
1282,9.0
1283,14.0
1284,14.0
1285,11.0
1286,11.0
1287,10.0
1288,10.0
1289,6.0
1316,6.0
1317,14.0
1318,15.0
1319,16.0
1320,23.0
1321,21.0
1322,21.0
1323,14.0
1324,8.0
1352,15.0
1353,19.0
1354,25.0
1355,31.0
1356,28.0
1357,25.0
1358,19.0
1359,13.0
1360,7.0
1389,31.0
1390,31.0
1391,38.0
1392,34.0
1393,17.0
1394,12.0
1395,6.0
1396,4.0
1420,24.0
1421,21.0
1422,22.0
1423,22.0
1424,29.0
1425,41.0
1426,41.0
1427,35.0
1428,22.0
1430,13.0
1431,11.0
1454,20.0
1455,29.0
1456,25.0
1457,23.0
1458,28.0
1459,29.0
1460,33.0
1461,37.0
1462,28.0
1465,16.0
1489,18.0
1491,27.0
1492,27.0
1493,23.0
1494,30.0
1495,29.0
1496,34.0
1497,31.0
1498,24.0
1509,9.0
1524,17.0
1526,19.0
1527,20.0
1528,19.0
1529,29.0
1530,27.0
1531,33.0
1532,31.0
1533,23.0
1534,30.0
1535,35.0
1544,9.0
1562,17.0
1563,16.0
1564,21.0
1565,19.0
1567,32.0
1568,38.0
1569,44.0
1571,30.0
1597,15.0
1598,14.0
1599,21.0
1602,36.0
1603,49.0
1604,35.0
1605,46.0
1632,12.0
1635,19.0
1637,34.0
1638,43.0
1639,38.0
1667,10.0
1668,12.0
