Grid_Number,police
891,0.0
892,0.0
926,0.0
927,1.0
961,0.0
962,2.0
996,0.0
997,1.0
1031,0.0
1032,0.0
1065,0.0
1066,1.0
1067,0.0
1174,0.0
1215,0.0
1245,2.0
1250,0.0
1281,0.0
1282,0.0
1283,1.0
1284,0.0
1285,0.0
1286,0.0
1287,1.0
1288,0.0
1289,0.0
1316,0.0
1317,0.0
1318,1.0
1319,1.0
1320,1.0
1321,0.0
1322,1.0
1323,0.0
1324,0.0
1352,0.0
1353,0.0
1354,0.0
1355,1.0
1356,1.0
1357,1.0
1358,1.0
1359,3.0
1360,1.0
1389,2.0
1390,3.0
1391,1.0
1392,1.0
1393,0.0
1394,0.0
1395,2.0
1396,1.0
1420,0.0
1421,0.0
1422,1.0
1423,0.0
1424,1.0
1425,0.0
1426,5.0
1427,0.0
1428,0.0
1430,1.0
1431,0.0
1454,1.0
1455,0.0
1456,1.0
1457,1.0
1458,1.0
1459,0.0
1460,2.0
1461,3.0
1462,1.0
1465,0.0
1489,0.0
1491,0.0
1492,2.0
1493,2.0
1494,0.0
1495,0.0
1496,1.0
1497,1.0
1498,1.0
1509,3.0
1524,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,1.0
1533,1.0
1534,1.0
1535,2.0
1544,2.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1567,3.0
1568,0.0
1569,0.0
1571,0.0
1597,0.0
1598,0.0
1599,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1632,0.0
1635,2.0
1637,0.0
1638,1.0
1639,0.0
1667,1.0
1668,1.0
