Grid_Number,supermarket
891,0.0
892,1.0
926,0.0
927,2.0
961,0.0
962,3.0
996,1.0
997,0.0
1031,1.0
1032,1.0
1065,6.0
1066,2.0
1067,6.0
1174,6.0
1215,1.0
1245,2.0
1250,1.0
1281,4.0
1282,0.0
1283,0.0
1284,4.0
1285,6.0
1286,1.0
1287,0.0
1288,0.0
1289,2.0
1316,2.0
1317,0.0
1318,3.0
1319,4.0
1320,2.0
1321,3.0
1322,3.0
1323,2.0
1324,2.0
1352,2.0
1353,0.0
1354,4.0
1355,6.0
1356,6.0
1357,2.0
1358,7.0
1359,2.0
1360,3.0
1389,1.0
1390,15.0
1391,11.0
1392,6.0
1393,2.0
1394,3.0
1395,1.0
1396,4.0
1420,5.0
1421,5.0
1422,3.0
1423,5.0
1424,1.0
1425,3.0
1426,5.0
1427,5.0
1428,0.0
1430,2.0
1431,1.0
1454,5.0
1455,6.0
1456,13.0
1457,0.0
1458,3.0
1459,3.0
1460,3.0
1461,3.0
1462,6.0
1465,2.0
1489,3.0
1491,7.0
1492,3.0
1493,3.0
1494,4.0
1495,2.0
1496,1.0
1497,2.0
1498,2.0
1509,3.0
1524,2.0
1526,3.0
1527,5.0
1528,2.0
1529,2.0
1530,5.0
1531,3.0
1532,3.0
1533,7.0
1534,1.0
1535,6.0
1544,4.0
1562,6.0
1563,1.0
1564,2.0
1565,3.0
1567,1.0
1568,0.0
1569,1.0
1571,5.0
1597,3.0
1598,7.0
1599,1.0
1602,11.0
1603,2.0
1604,3.0
1605,1.0
1632,6.0
1635,1.0
1637,4.0
1638,8.0
1639,3.0
1667,0.0
1668,0.0
