Grid_Number,doctor
891,3.0
892,2.0
926,3.0
927,2.0
961,3.0
962,3.0
996,6.0
997,4.0
1031,7.0
1032,4.0
1065,10.0
1066,10.0
1067,11.0
1174,55.0
1215,15.0
1245,13.0
1250,38.0
1281,7.0
1282,11.0
1283,27.0
1284,59.0
1285,63.0
1286,59.0
1287,46.0
1288,31.0
1289,16.0
1316,5.0
1317,10.0
1318,45.0
1319,73.0
1320,109.0
1321,126.0
1322,125.0
1323,81.0
1324,46.0
1352,10.0
1353,44.0
1354,77.0
1355,144.0
1356,158.0
1357,138.0
1358,111.0
1359,64.0
1360,45.0
1389,116.0
1390,138.0
1391,175.0
1392,156.0
1393,105.0
1394,75.0
1395,76.0
1396,68.0
1420,80.0
1421,90.0
1422,108.0
1423,67.0
1424,123.0
1425,152.0
1426,163.0
1427,148.0
1428,67.0
1430,83.0
1431,79.0
1454,71.0
1455,110.0
1456,118.0
1457,163.0
1458,112.0
1459,129.0
1460,159.0
1461,142.0
1462,83.0
1465,92.0
1489,83.0
1491,155.0
1492,171.0
1493,159.0
1494,141.0
1495,139.0
1496,155.0
1497,95.0
1498,42.0
1509,0.0
1524,43.0
1526,146.0
1527,144.0
1528,129.0
1529,142.0
1530,129.0
1531,131.0
1532,111.0
1533,52.0
1534,53.0
1535,53.0
1544,0.0
1562,139.0
1563,124.0
1564,150.0
1565,166.0
1567,135.0
1568,86.0
1569,84.0
1571,49.0
1597,153.0
1598,149.0
1599,149.0
1602,149.0
1603,117.0
1604,100.0
1605,65.0
1632,135.0
1635,145.0
1637,158.0
1638,137.0
1639,92.0
1667,114.0
1668,124.0
