Grid_Number,bank
891,0.0
892,0.0
926,0.0
927,3.0
961,0.0
962,3.0
996,0.0
997,1.0
1031,0.0
1032,0.0
1065,5.0
1066,5.0
1067,1.0
1174,0.0
1215,0.0
1245,0.0
1250,1.0
1281,0.0
1282,2.0
1283,0.0
1284,1.0
1285,0.0
1286,1.0
1287,0.0
1288,0.0
1289,1.0
1316,0.0
1317,0.0
1318,4.0
1319,4.0
1320,1.0
1321,2.0
1322,3.0
1323,1.0
1324,0.0
1352,0.0
1353,1.0
1354,1.0
1355,0.0
1356,2.0
1357,2.0
1358,2.0
1359,0.0
1360,0.0
1389,2.0
1390,5.0
1391,6.0
1392,2.0
1393,3.0
1394,2.0
1395,2.0
1396,0.0
1420,1.0
1421,2.0
1422,3.0
1423,3.0
1424,2.0
1425,2.0
1426,7.0
1427,2.0
1428,0.0
1430,1.0
1431,0.0
1454,7.0
1455,2.0
1456,5.0
1457,0.0
1458,1.0
1459,4.0
1460,2.0
1461,1.0
1462,8.0
1465,1.0
1489,1.0
1491,1.0
1492,4.0
1493,2.0
1494,1.0
1495,6.0
1496,1.0
1497,2.0
1498,1.0
1509,3.0
1524,0.0
1526,2.0
1527,2.0
1528,1.0
1529,1.0
1530,2.0
1531,0.0
1532,3.0
1533,6.0
1534,1.0
1535,5.0
1544,3.0
1562,0.0
1563,2.0
1564,1.0
1565,5.0
1567,4.0
1568,0.0
1569,2.0
1571,15.0
1597,0.0
1598,1.0
1599,0.0
1602,3.0
1603,3.0
1604,6.0
1605,2.0
1632,4.0
1635,3.0
1637,1.0
1638,4.0
1639,10.0
1667,2.0
1668,2.0
