Grid_Number,local_government_office
0,24.0
1,27.0
2,32.0
3,37.0
4,40.0
5,46.0
6,48.0
7,54.0
8,67.0
9,68.0
10,72.0
11,93.0
12,100.0
13,111.0
14,115.0
15,105.0
16,100.0
17,96.0
18,81.0
19,29.0
20,31.0
21,37.0
22,45.0
23,49.0
24,56.0
25,67.0
26,81.0
27,93.0
28,99.0
29,115.0
30,23.0
31,156.0
32,151.0
33,173.0
34,177.0
35,142.0
36,116.0
37,99.0
38,32.0
39,35.0
40,43.0
41,50.0
42,61.0
43,72.0
44,82.0
45,108.0
46,123.0
47,13.0
48,24.0
49,31.0
50,250.0
51,251.0
52,259.0
53,250.0
54,201.0
55,161.0
56,118.0
57,33.0
58,38.0
59,48.0
60,59.0
61,72.0
62,85.0
63,108.0
64,130.0
65,24.0
66,30.0
67,40.0
68,37.0
69,361.0
70,350.0
71,329.0
72,301.0
73,257.0
74,211.0
75,155.0
76,37.0
77,46.0
78,58.0
79,74.0
80,89.0
81,15.0
82,18.0
83,30.0
84,34.0
85,263.0
86,52.0
87,377.0
88,392.0
89,409.0
90,403.0
91,338.0
92,289.0
93,245.0
94,171.0
95,36.0
96,49.0
97,61.0
98,78.0
99,103.0
100,124.0
101,21.0
102,32.0
103,38.0
104,56.0
105,76.0
106,445.0
107,458.0
108,445.0
109,424.0
110,353.0
111,313.0
112,252.0
113,189.0
114,28.0
115,49.0
116,64.0
117,89.0
118,116.0
119,143.0
120,17.0
121,22.0
122,39.0
123,70.0
124,91.0
125,118.0
126,510.0
127,495.0
128,463.0
129,384.0
130,319.0
131,260.0
132,196.0
133,26.0
134,44.0
135,13.0
136,16.0
137,16.0
138,18.0
139,26.0
140,27.0
141,38.0
142,86.0
143,106.0
144,130.0
145,120.0
146,120.0
147,126.0
148,424.0
149,348.0
150,277.0
151,203.0
152,29.0
153,8.0
154,11.0
155,16.0
156,20.0
157,30.0
158,42.0
159,54.0
160,84.0
161,112.0
162,145.0
163,132.0
164,107.0
165,584.0
166,509.0
167,64.0
168,372.0
169,287.0
170,210.0
171,27.0
172,8.0
173,68.0
174,17.0
175,22.0
176,32.0
177,44.0
178,64.0
179,104.0
180,133.0
181,144.0
182,120.0
183,602.0
184,604.0
185,527.0
186,62.0
187,332.0
188,21.0
189,177.0
190,29.0
191,49.0
192,10.0
193,14.0
194,16.0
195,33.0
196,43.0
197,77.0
198,113.0
199,134.0
200,147.0
201,114.0
202,83.0
203,550.0
204,86.0
205,80.0
206,308.0
207,229.0
208,164.0
209,31.0
210,48.0
211,78.0
212,10.0
213,20.0
214,30.0
215,36.0
216,64.0
217,76.0
218,94.0
219,109.0
220,96.0
221,88.0
222,102.0
223,92.0
224,90.0
225,257.0
226,212.0
227,166.0
228,30.0
229,55.0
230,72.0
231,110.0
232,198.0
233,28.0
234,37.0
235,55.0
236,66.0
237,98.0
238,85.0
239,77.0
240,89.0
241,89.0
242,101.0
243,77.0
244,242.0
245,202.0
246,144.0
247,22.0
248,46.0
249,60.0
250,110.0
251,170.0
252,212.0
253,62.0
254,76.0
255,89.0
256,62.0
257,62.0
258,68.0
259,61.0
260,65.0
261,68.0
262,54.0
263,219.0
264,187.0
265,120.0
266,22.0
267,40.0
268,60.0
269,116.0
270,150.0
271,180.0
272,207.0
273,240.0
274,272.0
275,311.0
276,321.0
277,335.0
278,301.0
279,268.0
280,256.0
281,35.0
282,190.0
283,152.0
284,105.0
285,18.0
286,31.0
287,51.0
288,104.0
289,128.0
290,153.0
291,178.0
292,194.0
293,218.0
294,248.0
295,253.0
296,250.0
297,216.0
298,206.0
299,192.0
300,162.0
301,143.0
302,117.0
303,71.0
