Grid_Number,doctor
0,6.0
1,10.0
2,24.0
3,45.0
4,52.0
5,79.0
6,107.0
7,168.0
8,227.0
9,256.0
10,272.0
11,320.0
12,323.0
13,340.0
14,345.0
15,287.0
16,218.0
17,179.0
18,133.0
19,12.0
20,19.0
21,35.0
22,54.0
23,92.0
24,118.0
25,133.0
26,244.0
27,292.0
28,338.0
29,397.0
30,103.0
31,425.0
32,443.0
33,438.0
34,391.0
35,308.0
36,202.0
37,169.0
38,16.0
39,25.0
40,38.0
41,88.0
42,116.0
43,139.0
44,188.0
45,302.0
46,364.0
47,40.0
48,85.0
49,128.0
50,549.0
51,524.0
52,517.0
53,471.0
54,383.0
55,273.0
56,201.0
57,18.0
58,31.0
59,45.0
60,112.0
61,144.0
62,184.0
63,249.0
64,314.0
65,71.0
66,90.0
67,102.0
68,128.0
69,682.0
70,674.0
71,618.0
72,523.0
73,423.0
74,339.0
75,257.0
76,25.0
77,41.0
78,60.0
79,132.0
80,187.0
81,27.0
82,67.0
83,83.0
84,94.0
85,530.0
86,132.0
87,708.0
88,715.0
89,733.0
90,686.0
91,551.0
92,473.0
93,362.0
94,252.0
95,32.0
96,52.0
97,86.0
98,164.0
99,232.0
100,297.0
101,65.0
102,85.0
103,123.0
104,136.0
105,137.0
106,726.0
107,743.0
108,702.0
109,659.0
110,529.0
111,476.0
112,369.0
113,239.0
114,38.0
115,65.0
116,117.0
117,195.0
118,252.0
119,330.0
120,42.0
121,74.0
122,93.0
123,126.0
124,140.0
125,133.0
126,770.0
127,753.0
128,650.0
129,537.0
130,452.0
131,361.0
132,257.0
133,53.0
134,84.0
135,16.0
136,27.0
137,39.0
138,65.0
139,74.0
140,73.0
141,86.0
142,123.0
143,136.0
144,138.0
145,127.0
146,132.0
147,152.0
148,564.0
149,484.0
150,394.0
151,267.0
152,60.0
153,8.0
154,20.0
155,39.0
156,65.0
157,83.0
158,107.0
159,102.0
160,104.0
161,104.0
162,131.0
163,129.0
164,116.0
165,742.0
166,721.0
167,86.0
168,532.0
169,416.0
170,313.0
171,60.0
172,7.0
173,167.0
174,41.0
175,66.0
176,97.0
177,113.0
178,123.0
179,127.0
180,110.0
181,137.0
182,123.0
183,755.0
184,776.0
185,698.0
186,82.0
187,513.0
188,49.0
189,300.0
190,58.0
191,102.0
192,26.0
193,28.0
194,49.0
195,92.0
196,122.0
197,142.0
198,129.0
199,149.0
200,129.0
201,122.0
202,113.0
203,705.0
204,101.0
205,97.0
206,493.0
207,366.0
208,284.0
209,52.0
210,98.0
211,205.0
212,29.0
213,42.0
214,79.0
215,109.0
216,130.0
217,124.0
218,116.0
219,116.0
220,133.0
221,118.0
222,151.0
223,141.0
224,153.0
225,451.0
226,369.0
227,299.0
228,51.0
229,96.0
230,165.0
231,250.0
232,399.0
233,83.0
234,112.0
235,137.0
236,125.0
237,131.0
238,106.0
239,121.0
240,132.0
241,135.0
242,133.0
243,127.0
244,435.0
245,358.0
246,273.0
247,41.0
248,94.0
249,136.0
250,205.0
251,337.0
252,399.0
253,106.0
254,141.0
255,136.0
256,121.0
257,94.0
258,88.0
259,99.0
260,94.0
261,105.0
262,88.0
263,404.0
264,345.0
265,242.0
266,39.0
267,75.0
268,115.0
269,201.0
270,275.0
271,316.0
272,378.0
273,403.0
274,441.0
275,494.0
276,479.0
277,498.0
278,443.0
279,450.0
280,448.0
281,63.0
282,348.0
283,299.0
284,216.0
285,28.0
286,57.0
287,86.0
288,162.0
289,227.0
290,255.0
291,313.0
292,359.0
293,364.0
294,395.0
295,385.0
296,388.0
297,353.0
298,348.0
299,363.0
300,295.0
301,277.0
302,235.0
303,162.0
