Grid_Number,supermarket
0,0.0
1,0.0
2,1.0
3,0.0
4,0.0
5,3.0
6,3.0
7,5.0
8,1.0
9,0.0
10,3.0
11,11.0
12,0.0
13,1.0
14,2.0
15,10.0
16,0.0
17,0.0
18,3.0
19,0.0
20,0.0
21,0.0
22,0.0
23,1.0
24,0.0
25,4.0
26,7.0
27,1.0
28,0.0
29,4.0
30,4.0
31,2.0
32,0.0
33,2.0
34,5.0
35,3.0
36,2.0
37,2.0
38,0.0
39,0.0
40,0.0
41,2.0
42,0.0
43,0.0
44,0.0
45,0.0
46,1.0
47,5.0
48,5.0
49,3.0
50,5.0
51,4.0
52,2.0
53,1.0
54,11.0
55,1.0
56,0.0
57,4.0
58,0.0
59,0.0
60,0.0
61,0.0
62,3.0
63,3.0
64,2.0
65,4.0
66,1.0
67,6.0
68,8.0
69,2.0
70,5.0
71,1.0
72,2.0
73,5.0
74,2.0
75,0.0
76,0.0
77,0.0
78,0.0
79,1.0
80,2.0
81,2.0
82,3.0
83,6.0
84,1.0
85,0.0
86,7.0
87,3.0
88,0.0
89,3.0
90,10.0
91,4.0
92,14.0
93,5.0
94,1.0
95,0.0
96,2.0
97,6.0
98,0.0
99,2.0
100,0.0
101,4.0
102,7.0
103,1.0
104,7.0
105,3.0
106,4.0
107,8.0
108,4.0
109,13.0
110,8.0
111,10.0
112,1.0
113,0.0
114,0.0
115,2.0
116,1.0
117,2.0
118,2.0
119,0.0
120,5.0
121,8.0
122,9.0
123,8.0
124,12.0
125,6.0
126,4.0
127,4.0
128,14.0
129,9.0
130,5.0
131,3.0
132,0.0
133,1.0
134,0.0
135,0.0
136,7.0
137,6.0
138,6.0
139,3.0
140,5.0
141,3.0
142,9.0
143,5.0
144,4.0
145,11.0
146,9.0
147,9.0
148,3.0
149,4.0
150,6.0
151,0.0
152,2.0
153,6.0
154,1.0
155,2.0
156,5.0
157,8.0
158,6.0
159,4.0
160,7.0
161,4.0
162,8.0
163,3.0
164,2.0
165,2.0
166,3.0
167,5.0
168,2.0
169,3.0
170,0.0
171,4.0
172,1.0
173,1.0
174,5.0
175,2.0
176,3.0
177,5.0
178,12.0
179,14.0
180,5.0
181,4.0
182,3.0
183,1.0
184,1.0
185,0.0
186,2.0
187,1.0
188,5.0
189,3.0
190,2.0
191,0.0
192,2.0
193,1.0
194,8.0
195,5.0
196,5.0
197,8.0
198,4.0
199,6.0
200,9.0
201,8.0
202,5.0
203,1.0
204,4.0
205,5.0
206,4.0
207,6.0
208,7.0
209,0.0
210,0.0
211,0.0
212,8.0
213,3.0
214,6.0
215,6.0
216,3.0
217,7.0
218,2.0
219,5.0
220,5.0
221,8.0
222,2.0
223,15.0
224,1.0
225,4.0
226,3.0
227,9.0
228,1.0
229,2.0
230,0.0
231,0.0
232,0.0
233,6.0
234,10.0
235,6.0
236,8.0
237,3.0
238,6.0
239,2.0
240,7.0
241,1.0
242,2.0
243,2.0
244,5.0
245,2.0
246,3.0
247,0.0
248,0.0
249,2.0
250,2.0
251,0.0
252,2.0
253,3.0
254,3.0
255,0.0
256,8.0
257,8.0
258,6.0
259,6.0
260,5.0
261,2.0
262,5.0
263,1.0
264,0.0
265,2.0
266,0.0
267,4.0
268,3.0
269,7.0
270,2.0
271,8.0
272,2.0
273,11.0
274,4.0
275,4.0
276,2.0
277,0.0
278,1.0
279,0.0
280,0.0
281,10.0
282,2.0
283,0.0
284,1.0
285,1.0
286,1.0
287,1.0
288,5.0
289,2.0
290,1.0
291,7.0
292,9.0
293,4.0
294,2.0
295,6.0
296,0.0
297,0.0
298,4.0
299,1.0
300,2.0
301,7.0
302,1.0
303,5.0
