Grid_Number,local_government_office
0,1.0
1,0.0
2,0.0
3,1.0
4,1.0
5,0.0
6,2.0
7,2.0
8,0.0
9,0.0
10,1.0
11,1.0
12,1.0
13,0.0
14,0.0
15,11.0
16,3.0
17,0.0
18,2.0
19,0.0
20,0.0
21,0.0
22,3.0
23,1.0
24,0.0
25,1.0
26,1.0
27,0.0
28,0.0
29,0.0
30,2.0
31,1.0
32,0.0
33,4.0
34,6.0
35,2.0
36,0.0
37,3.0
38,1.0
39,0.0
40,5.0
41,4.0
42,2.0
43,0.0
44,0.0
45,1.0
46,0.0
47,0.0
48,3.0
49,7.0
50,2.0
51,5.0
52,2.0
53,3.0
54,3.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,3.0
61,2.0
62,0.0
63,1.0
64,0.0
65,4.0
66,0.0
67,2.0
68,6.0
69,2.0
70,2.0
71,5.0
72,3.0
73,3.0
74,1.0
75,4.0
76,0.0
77,0.0
78,1.0
79,2.0
80,1.0
81,1.0
82,5.0
83,3.0
84,4.0
85,6.0
86,6.0
87,1.0
88,5.0
89,8.0
90,4.0
91,9.0
92,6.0
93,8.0
94,16.0
95,1.0
96,0.0
97,0.0
98,1.0
99,1.0
100,0.0
101,0.0
102,4.0
103,2.0
104,2.0
105,13.0
106,2.0
107,8.0
108,10.0
109,5.0
110,13.0
111,2.0
112,1.0
113,1.0
114,1.0
115,0.0
116,2.0
117,1.0
118,0.0
119,1.0
120,1.0
121,2.0
122,4.0
123,5.0
124,17.0
125,6.0
126,11.0
127,11.0
128,31.0
129,17.0
130,8.0
131,2.0
132,0.0
133,0.0
134,0.0
135,0.0
136,2.0
137,1.0
138,1.0
139,2.0
140,1.0
141,2.0
142,4.0
143,12.0
144,22.0
145,15.0
146,16.0
147,12.0
148,3.0
149,2.0
150,7.0
151,0.0
152,0.0
153,4.0
154,0.0
155,3.0
156,3.0
157,5.0
158,1.0
159,5.0
160,4.0
161,6.0
162,4.0
163,10.0
164,13.0
165,2.0
166,1.0
167,13.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,1.0
176,1.0
177,11.0
178,12.0
179,10.0
180,32.0
181,16.0
182,18.0
183,3.0
184,0.0
185,3.0
186,12.0
187,0.0
188,5.0
189,1.0
190,0.0
191,0.0
192,0.0
193,0.0
194,2.0
195,1.0
196,3.0
197,1.0
198,6.0
199,14.0
200,12.0
201,12.0
202,7.0
203,3.0
204,18.0
205,8.0
206,2.0
207,3.0
208,2.0
209,0.0
210,0.0
211,1.0
212,3.0
213,1.0
214,2.0
215,4.0
216,3.0
217,15.0
218,8.0
219,13.0
220,12.0
221,3.0
222,8.0
223,9.0
224,10.0
225,3.0
226,4.0
227,1.0
228,0.0
229,0.0
230,1.0
231,0.0
232,0.0
233,9.0
234,3.0
235,5.0
236,9.0
237,1.0
238,7.0
239,4.0
240,9.0
241,14.0
242,11.0
243,9.0
244,7.0
245,5.0
246,3.0
247,0.0
248,0.0
249,1.0
250,1.0
251,1.0
252,2.0
253,1.0
254,4.0
255,8.0
256,7.0
257,9.0
258,10.0
259,4.0
260,10.0
261,2.0
262,4.0
263,2.0
264,1.0
265,5.0
266,0.0
267,3.0
268,1.0
269,3.0
270,1.0
271,6.0
272,4.0
273,29.0
274,0.0
275,5.0
276,5.0
277,0.0
278,2.0
279,2.0
280,3.0
281,4.0
282,3.0
283,0.0
284,0.0
285,0.0
286,2.0
287,3.0
288,0.0
289,1.0
290,3.0
291,5.0
292,16.0
293,9.0
294,1.0
295,7.0
296,0.0
297,0.0
298,7.0
299,4.0
300,7.0
301,4.0
302,2.0
303,3.0
