Grid_Number,hospital
0,0.0
1,0.0
2,0.0
3,0.0
4,1.0
5,0.0
6,8.0
7,6.0
8,1.0
9,0.0
10,6.0
11,32.0
12,3.0
13,4.0
14,0.0
15,20.0
16,10.0
17,2.0
18,5.0
19,0.0
20,0.0
21,0.0
22,1.0
23,2.0
24,1.0
25,2.0
26,24.0
27,5.0
28,0.0
29,5.0
30,18.0
31,9.0
32,0.0
33,8.0
34,27.0
35,8.0
36,2.0
37,5.0
38,0.0
39,0.0
40,1.0
41,4.0
42,3.0
43,0.0
44,1.0
45,1.0
46,0.0
47,10.0
48,9.0
49,13.0
50,4.0
51,10.0
52,17.0
53,4.0
54,30.0
55,0.0
56,0.0
57,0.0
58,0.0
59,2.0
60,2.0
61,5.0
62,6.0
63,7.0
64,5.0
65,23.0
66,12.0
67,17.0
68,20.0
69,34.0
70,7.0
71,12.0
72,11.0
73,20.0
74,2.0
75,3.0
76,0.0
77,1.0
78,2.0
79,7.0
80,2.0
81,11.0
82,15.0
83,35.0
84,12.0
85,13.0
86,31.0
87,1.0
88,4.0
89,12.0
90,12.0
91,9.0
92,29.0
93,9.0
94,11.0
95,1.0
96,9.0
97,11.0
98,13.0
99,2.0
100,7.0
101,10.0
102,18.0
103,6.0
104,21.0
105,20.0
106,2.0
107,14.0
108,23.0
109,18.0
110,14.0
111,19.0
112,1.0
113,0.0
114,7.0
115,5.0
116,14.0
117,2.0
118,13.0
119,0.0
120,15.0
121,10.0
122,28.0
123,25.0
124,19.0
125,11.0
126,10.0
127,6.0
128,15.0
129,15.0
130,21.0
131,6.0
132,2.0
133,0.0
134,0.0
135,5.0
136,20.0
137,20.0
138,24.0
139,17.0
140,8.0
141,8.0
142,1.0
143,12.0
144,12.0
145,18.0
146,22.0
147,9.0
148,10.0
149,2.0
150,23.0
151,1.0
152,7.0
153,20.0
154,18.0
155,9.0
156,12.0
157,25.0
158,6.0
159,13.0
160,18.0
161,11.0
162,14.0
163,15.0
164,17.0
165,6.0
166,4.0
167,27.0
168,1.0
169,2.0
170,1.0
171,19.0
172,7.0
173,4.0
174,19.0
175,5.0
176,9.0
177,31.0
178,14.0
179,14.0
180,16.0
181,14.0
182,17.0
183,3.0
184,1.0
185,8.0
186,16.0
187,5.0
188,24.0
189,4.0
190,1.0
191,4.0
192,12.0
193,14.0
194,14.0
195,7.0
196,12.0
197,8.0
198,6.0
199,10.0
200,11.0
201,15.0
202,17.0
203,4.0
204,14.0
205,11.0
206,4.0
207,15.0
208,30.0
209,1.0
210,0.0
211,5.0
212,15.0
213,15.0
214,23.0
215,16.0
216,16.0
217,12.0
218,13.0
219,13.0
220,9.0
221,19.0
222,17.0
223,10.0
224,13.0
225,16.0
226,9.0
227,10.0
228,0.0
229,3.0
230,2.0
231,0.0
232,1.0
233,36.0
234,12.0
235,12.0
236,14.0
237,6.0
238,13.0
239,21.0
240,4.0
241,18.0
242,17.0
243,20.0
244,29.0
245,15.0
246,18.0
247,0.0
248,0.0
249,14.0
250,6.0
251,0.0
252,11.0
253,11.0
254,17.0
255,17.0
256,15.0
257,13.0
258,9.0
259,25.0
260,18.0
261,1.0
262,4.0
263,5.0
264,1.0
265,13.0
266,1.0
267,14.0
268,11.0
269,19.0
270,2.0
271,18.0
272,7.0
273,15.0
274,5.0
275,21.0
276,10.0
277,0.0
278,2.0
279,11.0
280,9.0
281,15.0
282,3.0
283,0.0
284,3.0
285,1.0
286,3.0
287,11.0
288,9.0
289,16.0
290,20.0
291,12.0
292,16.0
293,19.0
294,2.0
295,38.0
296,4.0
297,0.0
298,25.0
299,6.0
300,22.0
301,31.0
302,18.0
303,7.0
