Grid_Number,bank
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,1.0
8,0.0
9,0.0
10,0.0
11,4.0
12,0.0
13,0.0
14,3.0
15,7.0
16,4.0
17,0.0
18,2.0
19,0.0
20,0.0
21,0.0
22,1.0
23,1.0
24,0.0
25,0.0
26,2.0
27,1.0
28,0.0
29,0.0
30,1.0
31,4.0
32,0.0
33,3.0
34,4.0
35,1.0
36,0.0
37,0.0
38,0.0
39,0.0
40,2.0
41,2.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,1.0
49,7.0
50,1.0
51,5.0
52,3.0
53,0.0
54,1.0
55,2.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,1.0
63,0.0
64,0.0
65,3.0
66,0.0
67,0.0
68,0.0
69,4.0
70,6.0
71,4.0
72,0.0
73,3.0
74,0.0
75,1.0
76,0.0
77,1.0
78,0.0
79,2.0
80,0.0
81,3.0
82,0.0
83,5.0
84,1.0
85,2.0
86,2.0
87,2.0
88,2.0
89,6.0
90,2.0
91,0.0
92,7.0
93,7.0
94,2.0
95,0.0
96,1.0
97,1.0
98,0.0
99,0.0
100,1.0
101,0.0
102,0.0
103,2.0
104,3.0
105,7.0
106,3.0
107,9.0
108,7.0
109,5.0
110,0.0
111,3.0
112,1.0
113,0.0
114,2.0
115,2.0
116,1.0
117,0.0
118,0.0
119,0.0
120,1.0
121,0.0
122,1.0
123,3.0
124,3.0
125,3.0
126,3.0
127,4.0
128,8.0
129,7.0
130,2.0
131,7.0
132,0.0
133,0.0
134,0.0
135,1.0
136,1.0
137,2.0
138,1.0
139,1.0
140,1.0
141,0.0
142,1.0
143,3.0
144,6.0
145,10.0
146,9.0
147,5.0
148,0.0
149,0.0
150,6.0
151,0.0
152,0.0
153,0.0
154,0.0
155,1.0
156,1.0
157,2.0
158,1.0
159,2.0
160,3.0
161,1.0
162,3.0
163,9.0
164,11.0
165,14.0
166,1.0
167,13.0
168,0.0
169,0.0
170,0.0
171,0.0
172,2.0
173,0.0
174,0.0
175,1.0
176,2.0
177,3.0
178,12.0
179,10.0
180,9.0
181,10.0
182,11.0
183,2.0
184,2.0
185,0.0
186,6.0
187,0.0
188,2.0
189,2.0
190,0.0
191,0.0
192,2.0
193,0.0
194,0.0
195,0.0
196,1.0
197,1.0
198,2.0
199,9.0
200,7.0
201,10.0
202,2.0
203,5.0
204,10.0
205,11.0
206,2.0
207,3.0
208,1.0
209,0.0
210,0.0
211,0.0
212,0.0
213,1.0
214,0.0
215,3.0
216,1.0
217,2.0
218,2.0
219,6.0
220,5.0
221,8.0
222,5.0
223,2.0
224,3.0
225,3.0
226,8.0
227,1.0
228,0.0
229,0.0
230,0.0
231,0.0
232,2.0
233,8.0
234,6.0
235,2.0
236,7.0
237,2.0
238,2.0
239,3.0
240,4.0
241,4.0
242,5.0
243,10.0
244,7.0
245,3.0
246,3.0
247,0.0
248,0.0
249,6.0
250,2.0
251,0.0
252,3.0
253,4.0
254,2.0
255,2.0
256,2.0
257,3.0
258,3.0
259,1.0
260,3.0
261,2.0
262,2.0
263,0.0
264,0.0
265,0.0
266,0.0
267,3.0
268,1.0
269,5.0
270,0.0
271,3.0
272,0.0
273,11.0
274,2.0
275,2.0
276,3.0
277,0.0
278,2.0
279,1.0
280,0.0
281,2.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,1.0
288,0.0
289,3.0
290,1.0
291,1.0
292,5.0
293,4.0
294,1.0
295,6.0
296,1.0
297,0.0
298,7.0
299,1.0
300,1.0
301,10.0
302,5.0
303,1.0
