Grid_Number,train_station
0,2.0
1,2.0
2,2.0
3,3.0
4,2.0
5,2.0
6,2.0
7,2.0
8,2.0
9,2.0
10,2.0
11,1.0
12,1.0
13,3.0
14,3.0
15,3.0
16,4.0
17,4.0
18,4.0
19,2.0
20,3.0
21,0.0
22,4.0
23,4.0
24,2.0
25,2.0
26,2.0
27,2.0
28,2.0
29,2.0
30,0.0
31,1.0
32,2.0
33,4.0
34,5.0
35,5.0
36,5.0
37,5.0
38,3.0
39,3.0
40,4.0
41,4.0
42,4.0
43,4.0
44,3.0
45,2.0
46,2.0
47,0.0
48,0.0
49,0.0
50,2.0
51,4.0
52,6.0
53,6.0
54,6.0
55,6.0
56,5.0
57,3.0
58,3.0
59,4.0
60,4.0
61,4.0
62,4.0
63,3.0
64,2.0
65,0.0
66,0.0
67,0.0
68,0.0
69,4.0
70,8.0
71,10.0
72,10.0
73,10.0
74,7.0
75,6.0
76,3.0
77,3.0
78,3.0
79,4.0
80,4.0
81,4.0
82,3.0
83,0.0
84,0.0
85,5.0
86,0.0
87,6.0
88,8.0
89,12.0
90,11.0
91,10.0
92,10.0
93,10.0
94,7.0
95,3.0
96,3.0
97,4.0
98,5.0
99,5.0
100,5.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,9.0
107,11.0
108,13.0
109,13.0
110,12.0
111,11.0
112,9.0
113,8.0
114,3.0
115,4.0
116,5.0
117,5.0
118,6.0
119,6.0
120,0.0
121,0.0
122,0.0
123,0.0
124,1.0
125,1.0
126,12.0
127,14.0
128,14.0
129,14.0
130,12.0
131,10.0
132,8.0
133,4.0
134,0.0
135,5.0
136,5.0
137,1.0
138,0.0
139,0.0
140,0.0
141,0.0
142,1.0
143,1.0
144,1.0
145,2.0
146,2.0
147,3.0
148,13.0
149,12.0
150,11.0
151,8.0
152,4.0
153,5.0
154,0.0
155,1.0
156,1.0
157,1.0
158,0.0
159,0.0
160,1.0
161,1.0
162,2.0
163,2.0
164,2.0
165,13.0
166,15.0
167,1.0
168,13.0
169,11.0
170,8.0
171,2.0
172,4.0
173,4.0
174,1.0
175,2.0
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,18.0
184,18.0
185,14.0
186,1.0
187,14.0
188,0.0
189,9.0
190,2.0
191,3.0
192,3.0
193,1.0
194,2.0
195,2.0
196,1.0
197,2.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,18.0
204,2.0
205,1.0
206,15.0
207,10.0
208,10.0
209,2.0
210,3.0
211,3.0
212,5.0
213,1.0
214,1.0
215,2.0
216,3.0
217,2.0
218,2.0
219,2.0
220,1.0
221,1.0
222,1.0
223,2.0
224,1.0
225,17.0
226,14.0
227,10.0
228,1.0
229,3.0
230,3.0
231,5.0
232,7.0
233,1.0
234,1.0
235,1.0
236,2.0
237,2.0
238,1.0
239,2.0
240,1.0
241,1.0
242,2.0
243,1.0
244,12.0
245,11.0
246,8.0
247,1.0
248,1.0
249,3.0
250,4.0
251,6.0
252,7.0
253,0.0
254,1.0
255,1.0
256,1.0
257,1.0
258,2.0
259,3.0
260,2.0
261,1.0
262,1.0
263,13.0
264,10.0
265,8.0
266,1.0
267,1.0
268,1.0
269,2.0
270,4.0
271,6.0
272,7.0
273,7.0
274,9.0
275,10.0
276,10.0
277,11.0
278,11.0
279,13.0
280,13.0
281,3.0
282,12.0
283,9.0
284,7.0
285,0.0
286,1.0
287,1.0
288,1.0
289,1.0
290,3.0
291,5.0
292,7.0
293,8.0
294,7.0
295,8.0
296,10.0
297,10.0
298,11.0
299,12.0
300,11.0
301,10.0
302,9.0
303,7.0
