Grid_Number,doctor
0,0.0
1,0.0
2,1.0
3,0.0
4,0.0
5,1.0
6,6.0
7,2.0
8,0.0
9,0.0
10,3.0
11,11.0
12,8.0
13,10.0
14,2.0
15,14.0
16,12.0
17,1.0
18,4.0
19,0.0
20,0.0
21,0.0
22,1.0
23,0.0
24,1.0
25,1.0
26,11.0
27,0.0
28,0.0
29,2.0
30,21.0
31,3.0
32,1.0
33,15.0
34,21.0
35,4.0
36,3.0
37,3.0
38,0.0
39,0.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,3.0
49,16.0
50,6.0
51,12.0
52,20.0
53,1.0
54,7.0
55,2.0
56,0.0
57,0.0
58,0.0
59,0.0
60,1.0
61,1.0
62,5.0
63,4.0
64,3.0
65,5.0
66,4.0
67,10.0
68,20.0
69,30.0
70,2.0
71,12.0
72,3.0
73,9.0
74,1.0
75,1.0
76,0.0
77,0.0
78,0.0
79,1.0
80,1.0
81,3.0
82,1.0
83,35.0
84,7.0
85,10.0
86,23.0
87,3.0
88,7.0
89,19.0
90,12.0
91,6.0
92,15.0
93,10.0
94,1.0
95,0.0
96,1.0
97,0.0
98,3.0
99,1.0
100,1.0
101,2.0
102,8.0
103,6.0
104,7.0
105,20.0
106,4.0
107,12.0
108,16.0
109,27.0
110,11.0
111,7.0
112,0.0
113,0.0
114,1.0
115,1.0
116,1.0
117,0.0
118,1.0
119,0.0
120,7.0
121,3.0
122,12.0
123,16.0
124,28.0
125,11.0
126,7.0
127,4.0
128,13.0
129,18.0
130,14.0
131,2.0
132,0.0
133,0.0
134,0.0
135,1.0
136,3.0
137,5.0
138,6.0
139,4.0
140,4.0
141,1.0
142,7.0
143,10.0
144,8.0
145,21.0
146,33.0
147,17.0
148,10.0
149,2.0
150,10.0
151,1.0
152,1.0
153,1.0
154,2.0
155,3.0
156,6.0
157,9.0
158,9.0
159,7.0
160,6.0
161,11.0
162,9.0
163,8.0
164,9.0
165,3.0
166,6.0
167,14.0
168,0.0
169,3.0
170,0.0
171,0.0
172,1.0
173,0.0
174,5.0
175,4.0
176,13.0
177,19.0
178,19.0
179,16.0
180,13.0
181,17.0
182,17.0
183,3.0
184,0.0
185,0.0
186,12.0
187,0.0
188,11.0
189,1.0
190,0.0
191,1.0
192,1.0
193,6.0
194,5.0
195,1.0
196,10.0
197,15.0
198,2.0
199,12.0
200,8.0
201,16.0
202,16.0
203,5.0
204,24.0
205,8.0
206,2.0
207,11.0
208,7.0
209,0.0
210,0.0
211,3.0
212,5.0
213,1.0
214,7.0
215,16.0
216,8.0
217,23.0
218,6.0
219,18.0
220,2.0
221,15.0
222,14.0
223,11.0
224,11.0
225,13.0
226,16.0
227,5.0
228,0.0
229,1.0
230,0.0
231,0.0
232,0.0
233,12.0
234,20.0
235,9.0
236,15.0
237,8.0
238,12.0
239,10.0
240,7.0
241,24.0
242,20.0
243,15.0
244,22.0
245,15.0
246,9.0
247,0.0
248,1.0
249,4.0
250,2.0
251,0.0
252,2.0
253,8.0
254,15.0
255,19.0
256,3.0
257,15.0
258,9.0
259,13.0
260,14.0
261,1.0
262,3.0
263,2.0
264,1.0
265,5.0
266,0.0
267,1.0
268,2.0
269,3.0
270,3.0
271,16.0
272,0.0
273,14.0
274,6.0
275,4.0
276,14.0
277,0.0
278,0.0
279,4.0
280,3.0
281,10.0
282,1.0
283,0.0
284,2.0
285,0.0
286,1.0
287,1.0
288,5.0
289,3.0
290,4.0
291,3.0
292,32.0
293,17.0
294,0.0
295,18.0
296,1.0
297,1.0
298,23.0
299,5.0
300,3.0
301,15.0
302,15.0
303,3.0
