Grid_Number,bank
0,8.0
1,8.0
2,11.0
3,17.0
4,17.0
5,21.0
6,22.0
7,29.0
8,38.0
9,42.0
10,56.0
11,75.0
12,76.0
13,84.0
14,87.0
15,79.0
16,71.0
17,60.0
18,51.0
19,11.0
20,15.0
21,17.0
22,19.0
23,25.0
24,27.0
25,32.0
26,46.0
27,52.0
28,63.0
29,94.0
30,21.0
31,110.0
32,114.0
33,113.0
34,113.0
35,94.0
36,72.0
37,53.0
38,17.0
39,21.0
40,22.0
41,25.0
42,30.0
43,33.0
44,38.0
45,60.0
46,72.0
47,7.0
48,15.0
49,26.0
50,148.0
51,147.0
52,149.0
53,139.0
54,124.0
55,95.0
56,68.0
57,18.0
58,23.0
59,26.0
60,31.0
61,41.0
62,45.0
63,54.0
64,67.0
65,12.0
66,12.0
67,20.0
68,22.0
69,202.0
70,204.0
71,188.0
72,171.0
73,142.0
74,117.0
75,81.0
76,18.0
77,26.0
78,28.0
79,37.0
80,47.0
81,55.0
82,66.0
83,13.0
84,18.0
85,145.0
86,24.0
87,212.0
88,220.0
89,237.0
90,247.0
91,210.0
92,166.0
93,130.0
94,77.0
95,21.0
96,29.0
97,36.0
98,43.0
99,52.0
100,72.0
101,12.0
102,10.0
103,22.0
104,25.0
105,32.0
106,237.0
107,254.0
108,261.0
109,249.0
110,213.0
111,180.0
112,135.0
113,95.0
114,19.0
115,32.0
116,38.0
117,48.0
118,67.0
119,82.0
120,9.0
121,12.0
122,17.0
123,26.0
124,41.0
125,55.0
126,284.0
127,301.0
128,274.0
129,240.0
130,188.0
131,147.0
132,99.0
133,21.0
134,28.0
135,34.0
136,48.0
137,9.0
138,11.0
139,14.0
140,17.0
141,22.0
142,27.0
143,49.0
144,66.0
145,80.0
146,71.0
147,76.0
148,273.0
149,219.0
150,165.0
151,110.0
152,19.0
153,28.0
154,9.0
155,7.0
156,12.0
157,16.0
158,29.0
159,35.0
160,41.0
161,45.0
162,63.0
163,81.0
164,82.0
165,323.0
166,318.0
167,38.0
168,234.0
169,189.0
170,120.0
171,18.0
172,34.0
173,47.0
174,8.0
175,10.0
176,16.0
177,27.0
178,40.0
179,55.0
180,66.0
181,82.0
182,78.0
183,333.0
184,337.0
185,315.0
186,45.0
187,213.0
188,21.0
189,125.0
190,28.0
191,43.0
192,65.0
193,6.0
194,8.0
195,16.0
196,24.0
197,43.0
198,56.0
199,63.0
200,73.0
201,74.0
202,62.0
203,311.0
204,53.0
205,57.0
206,199.0
207,145.0
208,116.0
209,27.0
210,38.0
211,62.0
212,84.0
213,11.0
214,24.0
215,31.0
216,31.0
217,31.0
218,41.0
219,55.0
220,62.0
221,55.0
222,54.0
223,61.0
224,64.0
225,176.0
226,147.0
227,123.0
228,27.0
229,43.0
230,61.0
231,76.0
232,114.0
233,28.0
234,34.0
235,34.0
236,30.0
237,33.0
238,35.0
239,41.0
240,39.0
241,47.0
242,57.0
243,45.0
244,162.0
245,133.0
246,103.0
247,25.0
248,44.0
249,58.0
250,73.0
251,102.0
252,118.0
253,44.0
254,46.0
255,41.0
256,32.0
257,26.0
258,28.0
259,29.0
260,27.0
261,32.0
262,32.0
263,143.0
264,122.0
265,87.0
266,21.0
267,39.0
268,50.0
269,75.0
270,93.0
271,98.0
272,116.0
273,126.0
274,140.0
275,157.0
276,159.0
277,172.0
278,169.0
279,164.0
280,159.0
281,22.0
282,124.0
283,101.0
284,76.0
285,22.0
286,26.0
287,43.0
288,69.0
289,82.0
290,95.0
291,106.0
292,103.0
293,108.0
294,119.0
295,115.0
296,117.0
297,116.0
298,120.0
299,126.0
300,96.0
301,85.0
302,77.0
303,58.0
