Grid_Number,primary_school
0,1.0
1,3.0
2,9.0
3,11.0
4,16.0
5,25.0
6,28.0
7,39.0
8,42.0
9,40.0
10,42.0
11,39.0
12,44.0
13,51.0
14,46.0
15,36.0
16,30.0
17,26.0
18,22.0
19,3.0
20,3.0
21,10.0
22,15.0
23,20.0
24,30.0
25,36.0
26,54.0
27,59.0
28,59.0
29,58.0
30,14.0
31,67.0
32,69.0
33,59.0
34,48.0
35,42.0
36,35.0
37,26.0
38,4.0
39,5.0
40,13.0
41,18.0
42,31.0
43,39.0
44,56.0
45,74.0
46,80.0
47,22.0
48,23.0
49,16.0
50,94.0
51,83.0
52,77.0
53,67.0
54,56.0
55,50.0
56,32.0
57,4.0
58,8.0
59,16.0
60,32.0
61,45.0
62,55.0
63,91.0
64,102.0
65,14.0
66,25.0
67,25.0
68,18.0
69,116.0
70,110.0
71,95.0
72,75.0
73,67.0
74,62.0
75,46.0
76,7.0
77,13.0
78,24.0
79,52.0
80,73.0
81,95.0
82,121.0
83,21.0
84,22.0
85,145.0
86,31.0
87,141.0
88,142.0
89,128.0
90,109.0
91,82.0
92,75.0
93,69.0
94,54.0
95,10.0
96,27.0
97,48.0
98,73.0
99,105.0
100,129.0
101,16.0
102,21.0
103,31.0
104,29.0
105,31.0
106,160.0
107,158.0
108,138.0
109,118.0
110,94.0
111,84.0
112,77.0
113,62.0
114,20.0
115,32.0
116,62.0
117,90.0
118,125.0
119,147.0
120,30.0
121,42.0
122,40.0
123,44.0
124,41.0
125,30.0
126,169.0
127,158.0
128,130.0
129,107.0
130,92.0
131,83.0
132,70.0
133,26.0
134,38.0
135,69.0
136,103.0
137,24.0
138,37.0
139,45.0
140,50.0
141,51.0
142,56.0
143,51.0
144,35.0
145,20.0
146,24.0
147,24.0
148,120.0
149,104.0
150,87.0
151,61.0
152,27.0
153,45.0
154,13.0
155,23.0
156,39.0
157,56.0
158,58.0
159,58.0
160,53.0
161,50.0
162,40.0
163,32.0
164,17.0
165,185.0
166,156.0
167,24.0
168,104.0
169,80.0
170,59.0
171,29.0
172,53.0
173,80.0
174,24.0
175,37.0
176,55.0
177,64.0
178,62.0
179,54.0
180,49.0
181,43.0
182,31.0
183,208.0
184,201.0
185,168.0
186,20.0
187,102.0
188,13.0
189,59.0
190,31.0
191,54.0
192,84.0
193,16.0
194,33.0
195,47.0
196,53.0
197,50.0
198,49.0
199,50.0
200,41.0
201,36.0
202,31.0
203,190.0
204,27.0
205,25.0
206,104.0
207,83.0
208,60.0
209,23.0
210,45.0
211,78.0
212,109.0
213,15.0
214,35.0
215,47.0
216,47.0
217,44.0
218,44.0
219,42.0
220,45.0
221,47.0
222,36.0
223,30.0
224,29.0
225,97.0
226,74.0
227,59.0
228,18.0
229,35.0
230,69.0
231,99.0
232,134.0
233,25.0
234,36.0
235,41.0
236,48.0
237,49.0
238,50.0
239,51.0
240,48.0
241,41.0
242,33.0
243,29.0
244,96.0
245,69.0
246,53.0
247,17.0
248,24.0
249,43.0
250,72.0
251,108.0
252,128.0
253,23.0
254,38.0
255,42.0
256,40.0
257,40.0
258,39.0
259,34.0
260,29.0
261,22.0
262,20.0
263,89.0
264,68.0
265,44.0
266,10.0
267,15.0
268,30.0
269,48.0
270,70.0
271,93.0
272,114.0
273,126.0
274,143.0
275,149.0
276,154.0
277,145.0
278,137.0
279,122.0
280,108.0
281,17.0
282,74.0
283,54.0
284,37.0
285,9.0
286,10.0
287,17.0
288,32.0
289,50.0
290,66.0
291,79.0
292,92.0
293,103.0
294,117.0
295,118.0
296,119.0
297,110.0
298,99.0
299,82.0
300,68.0
301,47.0
302,37.0
303,30.0
