Grid_Number,hospital
0,0.007104791806688809
1,0.041461504083855176
2,0.005815117792263123
3,0.21081507467564256
4,0.11706081524792136
5,0.14599784815428934
6,0.03930632439330594
7,0.13026006724294403
8,0.1293018819419839
9,0.23714165592809186
10,0.4307232386828834
11,0.24818691164076567
12,1.0234444732339971
13,0.5540338387942877
14,0.03941466460063839
15,0.1412601400201553
16,0.028324329580843938
17,0.20624281203955877
18,0.011416353109677061
19,0.08221040779227065
20,0.16243296393749584
21,0.5980063003363371
22,0.0643767629059231
23,0.031785840466194544
24,0.11777929195567975
25,0.09980410703316085
26,0.10211082516695899
27,0.6338145897699905
28,0.07220011938552182
29,0.0021722246719403982
30,0.03776629453772728
31,0.15478469438459855
32,0.40239028739303084
33,0.03681416708767398
34,0.20083276639567726
35,0.1534173797582654
36,0.05741124672087068
37,0.01838226842142751
38,0.046415840916899695
39,0.1995937967494836
40,0.021558715706647375
41,0.7930367137896078
42,0.2734911161278197
43,0.06052294465802686
44,0.21456775960823177
45,0.02528464660566783
46,0.224217492612405
47,0.03484956408014057
48,0.0018199844961786483
49,0.017975684359880006
50,0.051195332270671516
51,0.003885163916728686
52,0.20049033969142693
53,0.03769693318548991
54,0.22660327681859715
55,0.03567692462472235
56,0.05942343864835563
57,0.0926039547986619
58,0.022596472372478558
59,0.3284896344264675
60,0.04576393479950946
61,0.08900674717520837
62,0.32248102737960327
63,0.18744424937946985
64,0.16494900555429912
65,0.00757080985471714
66,0.13967745637077253
67,0.0013784286841648735
68,0.09467261358195538
69,0.3066739063903007
70,0.0051047901824688964
71,0.08431628542884585
72,0.05875600170224382
73,0.04946922272945906
74,0.0030629192438556886
75,0.012131805184053206
76,0.022903922007116762
77,0.17802759773446614
78,0.02896662912222564
79,0.09646716240563598
80,0.05132236822187355
81,0.21604072119156686
82,0.2818960450576489
83,0.2778542038447937
84,0.02705506207861879
85,0.10392745161006667
86,0.10156293063759009
87,0.01704403689966233
88,0.1173949228693678
89,0.024832668995516883
90,0.20062391294078719
91,0.007983116114411814
92,0.09749392296814875
93,0.04365478726635547
94,0.026725454390601415
95,0.0666042028457274
96,0.045100201177251845
97,0.22824991659561492
98,0.01833011851081173
99,0.015664708531883592
100,0.01878693734948169
101,0.002457616054609911
102,0.07058956027601337
103,0.008951299541153788
104,0.045272098376067785
105,0.05742380202141942
106,0.004661977769089958
107,0.11745155856950146
108,0.02137230790009147
109,0.12447629818660505
110,0.0018338532681368349
111,0.20955930031440104
112,0.13742343540372462
113,0.2356097587499443
114,0.01017057984732179
115,0.05350011942537267
116,0.02488503106200949
117,0.23033941863904653
118,0.10884524507471667
119,0.03926270746467554
120,0.0651017778166515
121,0.10507153190914616
122,0.060667364329625176
123,0.2732902999264387
124,0.14321204401802237
125,0.11926898395110692
126,0.06475597783445841
127,0.008066830608321482
128,0.05674476572612272
129,0.16696322868085373
130,0.14236487601529474
131,0.02482928147016625
132,0.009863955641602785
133,0.1077232089679477
134,0.036334752105504915
135,0.06199065654572311
136,0.014936169140931554
137,0.04072238385891518
138,0.09227839465403212
139,0.03778975470232717
140,0.0567019590119303
141,0.010161416907855256
142,0.2153990014096376
143,0.0005992000962788779
144,0.03311213156553976
145,0.0409049617769104
146,0.015643901663848568
147,0.07125598527347402
148,0.06341327526639137
149,0.11729129346590382
150,0.08794488623566402
151,0.09153824420165942
152,0.09976328825702331
153,0.03229757566637295
154,0.003625217844990061
155,0.12373824925805338
156,0.010481336923105175
157,0.2835185151848467
158,0.09160820438678999
159,0.03146374370132577
160,0.16152425776103377
161,0.027912277616238896
162,0.04496991330748031
163,0.0177343239631885
164,0.00629022641375758
165,0.16104307020185538
166,0.04511372086437268
167,0.0026013814153725717
168,0.0785377162296283
169,0.005225001719427951
170,0.021855240421840817
171,0.044005225168964546
172,0.07406071745444996
173,0.3951581427957455
174,0.3966514935303162
175,0.07997806281014572
176,0.16638096772150054
177,0.0013452765750207334
178,0.20549903411328108
179,0.05244848753015995
180,0.18286374651156284
181,0.1137258685819093
182,0.015688192124534227
183,0.023460484689761644
184,0.04863771009970805
185,0.026458702581097327
186,0.25415614630776734
187,0.011432739850369557
188,0.029882184897512216
189,0.2219759023265949
190,0.002803125204340745
191,0.02087013965243406
192,0.15360114787413015
193,0.1397896128508766
194,0.04630763331614827
195,0.13316014372487212
