Grid_Number,doctor
0,4.0
1,2.0
2,4.0
3,6.0
4,3.0
5,9.0
6,0.0
7,8.0
8,2.0
9,3.0
10,0.0
11,2.0
12,1.0
13,0.0
14,0.0
15,2.0
16,2.0
17,0.0
18,4.0
19,20.0
20,1.0
21,10.0
22,2.0
23,5.0
24,1.0
25,4.0
26,0.0
27,0.0
28,4.0
29,2.0
30,4.0
31,0.0
32,1.0
33,2.0
34,0.0
35,11.0
36,3.0
37,12.0
38,2.0
39,4.0
40,0.0
41,0.0
42,16.0
43,17.0
44,8.0
45,0.0
46,2.0
47,1.0
48,4.0
49,6.0
50,6.0
51,15.0
52,2.0
53,1.0
54,4.0
55,0.0
56,13.0
57,17.0
58,1.0
59,2.0
60,5.0
61,1.0
62,1.0
63,13.0
64,10.0
65,6.0
66,8.0
67,3.0
68,2.0
69,0.0
70,6.0
71,13.0
72,19.0
73,8.0
74,24.0
75,8.0
76,0.0
77,19.0
78,7.0
79,11.0
80,4.0
81,2.0
82,3.0
83,3.0
84,3.0
85,17.0
86,1.0
87,1.0
88,1.0
89,2.0
90,0.0
91,0.0
92,13.0
93,16.0
94,15.0
95,5.0
96,5.0
97,9.0
98,8.0
99,16.0
100,7.0
101,7.0
102,38.0
103,8.0
104,1.0
105,4.0
106,1.0
107,1.0
108,29.0
109,12.0
110,4.0
111,9.0
112,2.0
113,19.0
114,23.0
115,12.0
116,9.0
117,17.0
118,18.0
119,18.0
120,10.0
121,10.0
122,5.0
123,0.0
124,3.0
125,2.0
126,6.0
127,14.0
128,6.0
129,11.0
130,6.0
131,9.0
132,11.0
133,19.0
134,19.0
135,12.0
136,7.0
137,6.0
138,1.0
139,1.0
140,11.0
141,9.0
142,14.0
143,8.0
144,19.0
145,13.0
146,24.0
147,11.0
148,14.0
149,13.0
150,16.0
151,23.0
152,12.0
153,5.0
154,8.0
155,11.0
156,12.0
157,12.0
158,12.0
159,11.0
160,9.0
161,7.0
162,8.0
163,6.0
164,6.0
165,7.0
166,22.0
167,8.0
168,10.0
169,19.0
170,14.0
171,11.0
172,5.0
173,0.0
174,1.0
175,33.0
176,17.0
177,7.0
178,6.0
179,4.0
180,6.0
181,11.0
182,15.0
183,6.0
184,15.0
185,11.0
186,4.0
187,1.0
188,3.0
189,11.0
190,10.0
191,9.0
192,15.0
193,11.0
194,4.0
195,10.0
