Grid_Number,bus_station
0,3.0
1,4.0
2,6.0
3,7.0
4,7.0
5,8.0
6,8.0
7,10.0
8,10.0
9,10.0
10,9.0
11,8.0
12,7.0
13,3.0
14,3.0
15,6.0
16,6.0
17,7.0
18,8.0
19,2.0
20,11.0
21,11.0
22,14.0
23,13.0
24,9.0
25,9.0
26,8.0
27,8.0
28,3.0
29,6.0
30,9.0
31,10.0
32,0.0
33,16.0
34,16.0
35,17.0
36,19.0
37,20.0
38,17.0
39,15.0
40,8.0
41,8.0
42,6.0
43,10.0
44,12.0
45,0.0
46,0.0
47,16.0
48,22.0
49,27.0
50,27.0
51,23.0
52,23.0
53,24.0
54,22.0
55,18.0
56,7.0
57,10.0
58,12.0
59,0.0
60,0.0
61,24.0
62,29.0
63,33.0
64,37.0
65,35.0
66,35.0
67,34.0
68,30.0
69,22.0
70,14.0
71,16.0
72,16.0
73,21.0
74,0.0
75,0.0
76,34.0
77,40.0
78,44.0
79,46.0
80,48.0
81,41.0
82,33.0
83,28.0
84,16.0
85,0.0
86,0.0
87,28.0
88,30.0
89,34.0
90,37.0
91,45.0
92,48.0
93,50.0
94,49.0
95,46.0
96,38.0
97,34.0
98,18.0
99,0.0
100,0.0
101,0.0
102,0.0
103,34.0
104,38.0
105,46.0
106,52.0
107,53.0
108,54.0
109,51.0
110,43.0
111,37.0
112,16.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,2.0
120,1.0
121,1.0
122,3.0
123,52.0
124,43.0
125,39.0
126,18.0
127,3.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,2.0
134,0.0
135,0.0
136,0.0
137,0.0
138,41.0
139,37.0
140,18.0
141,19.0
142,21.0
143,1.0
144,1.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,2.0
151,1.0
152,0.0
153,0.0
154,16.0
155,19.0
156,19.0
157,21.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,2.0
165,0.0
166,1.0
167,0.0
168,13.0
169,15.0
170,16.0
171,16.0
172,18.0
173,18.0
174,0.0
175,0.0
176,1.0
177,27.0
178,30.0
179,28.0
180,30.0
181,26.0
182,13.0
183,13.0
184,15.0
185,15.0
186,15.0
187,11.0
188,13.0
189,18.0
190,21.0
191,21.0
192,20.0
193,18.0
194,17.0
195,12.0
