Grid_Number,taxi_stand
0,9.0
1,9.0
2,9.0
3,8.0
4,4.0
5,6.0
6,7.0
7,7.0
8,6.0
9,6.0
10,6.0
11,5.0
12,3.0
13,2.0
14,10.0
15,10.0
16,10.0
17,9.0
18,9.0
19,8.0
20,7.0
21,8.0
22,7.0
23,8.0
24,6.0
25,6.0
26,4.0
27,2.0
28,10.0
29,10.0
30,10.0
31,10.0
32,13.0
33,10.0
34,9.0
35,8.0
36,8.0
37,8.0
38,9.0
39,10.0
40,5.0
41,3.0
42,11.0
43,14.0
44,14.0
45,0.0
46,0.0
47,12.0
48,9.0
49,9.0
50,10.0
51,10.0
52,11.0
53,11.0
54,10.0
55,5.0
56,15.0
57,15.0
58,15.0
59,0.0
60,18.0
61,12.0
62,12.0
63,10.0
64,11.0
65,10.0
66,13.0
67,13.0
68,11.0
69,4.0
70,25.0
71,28.0
72,24.0
73,22.0
74,0.0
75,0.0
76,12.0
77,11.0
78,12.0
79,13.0
80,14.0
81,13.0
82,11.0
83,7.0
84,32.0
85,0.0
86,0.0
87,34.0
88,27.0
89,19.0
90,15.0
91,15.0
92,11.0
93,14.0
94,15.0
95,14.0
96,11.0
97,9.0
98,36.0
99,0.0
100,0.0
101,0.0
102,0.0
103,21.0
104,20.0
105,15.0
106,13.0
107,17.0
108,18.0
109,15.0
110,13.0
111,13.0
112,40.0
113,0.0
114,1.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,19.0
124,19.0
125,14.0
126,43.0
127,2.0
128,2.0
129,1.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,23.0
138,21.0
139,17.0
140,43.0
141,43.0
142,42.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,22.0
152,20.0
153,19.0
154,40.0
155,42.0
156,42.0
157,42.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,20.0
166,18.0
167,17.0
168,37.0
169,38.0
170,40.0
171,41.0
172,35.0
173,27.0
174,0.0
175,0.0
176,0.0
177,17.0
178,18.0
179,18.0
180,17.0
181,17.0
182,36.0
183,37.0
184,37.0
185,35.0
186,27.0
187,24.0
188,15.0
189,13.0
190,14.0
191,16.0
192,17.0
193,17.0
194,16.0
195,15.0
