Grid_Number,train_station
0,5.0
1,6.0
2,9.0
3,7.0
4,8.0
5,10.0
6,11.0
7,9.0
8,9.0
9,9.0
10,9.0
11,8.0
12,8.0
13,7.0
14,7.0
15,9.0
16,9.0
17,10.0
18,11.0
19,12.0
20,13.0
21,12.0
22,11.0
23,11.0
24,10.0
25,10.0
26,9.0
27,7.0
28,8.0
29,10.0
30,11.0
31,12.0
32,13.0
33,14.0
34,16.0
35,16.0
36,17.0
37,15.0
38,11.0
39,12.0
40,10.0
41,9.0
42,13.0
43,14.0
44,14.0
45,1.0
46,1.0
47,14.0
48,19.0
49,19.0
50,21.0
51,18.0
52,18.0
53,14.0
54,11.0
55,8.0
56,13.0
57,14.0
58,16.0
59,2.0
60,17.0
61,17.0
62,21.0
63,20.0
64,22.0
65,22.0
66,20.0
67,17.0
68,15.0
69,8.0
70,13.0
71,14.0
72,17.0
73,17.0
74,1.0
75,1.0
76,21.0
77,22.0
78,22.0
79,23.0
80,24.0
81,20.0
82,16.0
83,12.0
84,15.0
85,2.0
86,2.0
87,20.0
88,23.0
89,24.0
90,20.0
91,23.0
92,23.0
93,23.0
94,25.0
95,21.0
96,16.0
97,14.0
98,13.0
99,3.0
100,1.0
101,1.0
102,0.0
103,26.0
104,22.0
105,24.0
106,25.0
107,27.0
108,24.0
109,19.0
110,16.0
111,14.0
112,12.0
113,2.0
114,2.0
115,1.0
116,0.0
117,1.0
118,1.0
119,3.0
120,2.0
121,2.0
122,3.0
123,25.0
124,17.0
125,14.0
126,11.0
127,2.0
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,2.0
134,1.0
135,1.0
136,1.0
137,23.0
138,20.0
139,12.0
140,9.0
141,10.0
142,10.0
143,2.0
144,2.0
145,2.0
146,1.0
147,2.0
148,2.0
149,1.0
150,2.0
151,21.0
152,16.0
153,12.0
154,8.0
155,9.0
156,9.0
157,9.0
158,1.0
159,1.0
160,1.0
161,1.0
162,4.0
163,2.0
164,3.0
165,16.0
166,15.0
167,11.0
168,5.0
169,7.0
170,7.0
171,6.0
172,8.0
173,10.0
174,0.0
175,1.0
176,1.0
177,17.0
178,16.0
179,15.0
180,13.0
181,9.0
182,4.0
183,4.0
184,5.0
185,5.0
186,6.0
187,7.0
188,7.0
189,11.0
190,12.0
191,13.0
192,13.0
193,12.0
194,11.0
195,9.0
