Grid_Number,primary_school
0,23.0
1,34.0
2,34.0
3,40.0
4,43.0
5,43.0
6,47.0
7,50.0
8,51.0
9,43.0
10,36.0
11,33.0
12,29.0
13,21.0
14,30.0
15,41.0
16,49.0
17,58.0
18,56.0
19,58.0
20,58.0
21,62.0
22,53.0
23,51.0
24,46.0
25,44.0
26,37.0
27,29.0
28,40.0
29,57.0
30,64.0
31,71.0
32,62.0
33,61.0
34,66.0
35,69.0
36,63.0
37,66.0
38,57.0
39,51.0
40,41.0
41,34.0
42,50.0
43,70.0
44,81.0
45,9.0
46,15.0
47,68.0
48,68.0
49,72.0
50,79.0
51,71.0
52,65.0
53,58.0
54,56.0
55,45.0
56,64.0
57,75.0
58,90.0
59,14.0
60,97.0
61,88.0
62,86.0
63,89.0
64,97.0
65,77.0
66,73.0
67,62.0
68,56.0
69,47.0
70,73.0
71,85.0
72,100.0
73,112.0
74,17.0
75,19.0
76,101.0
77,107.0
78,112.0
79,99.0
80,87.0
81,76.0
82,69.0
83,47.0
84,81.0
85,26.0
86,24.0
87,122.0
88,129.0
89,119.0
90,108.0
91,106.0
92,114.0
93,115.0
94,98.0
95,88.0
96,79.0
97,65.0
98,91.0
99,32.0
100,32.0
101,19.0
102,20.0
103,128.0
104,120.0
105,130.0
106,121.0
107,112.0
108,104.0
109,95.0
110,80.0
111,70.0
112,94.0
113,29.0
114,31.0
115,25.0
116,30.0
117,26.0
118,26.0
119,30.0
120,21.0
121,24.0
122,30.0
123,101.0
124,85.0
125,74.0
126,95.0
127,27.0
128,34.0
129,31.0
130,37.0
131,34.0
132,34.0
133,29.0
134,28.0
135,34.0
136,32.0
137,106.0
138,88.0
139,79.0
140,96.0
141,102.0
142,115.0
143,39.0
144,37.0
145,37.0
146,31.0
147,31.0
148,27.0
149,31.0
150,30.0
151,99.0
152,84.0
153,72.0
154,78.0
155,91.0
156,106.0
157,120.0
158,34.0
159,28.0
160,21.0
161,22.0
162,20.0
163,18.0
164,26.0
165,92.0
166,75.0
167,65.0
168,64.0
169,82.0
170,91.0
171,103.0
172,110.0
173,97.0
174,16.0
175,18.0
176,15.0
177,95.0
178,93.0
179,74.0
180,68.0
181,60.0
182,47.0
183,61.0
184,71.0
185,78.0
186,83.0
187,81.0
188,90.0
189,81.0
190,81.0
191,81.0
192,74.0
193,63.0
194,51.0
195,44.0
