Grid_Number,school
0,13.0
1,11.0
2,14.0
3,18.0
4,15.0
5,6.0
6,2.0
7,18.0
8,11.0
9,10.0
10,11.0
11,19.0
12,15.0
13,1.0
14,0.0
15,8.0
16,12.0
17,8.0
18,10.0
19,25.0
20,10.0
21,22.0
22,10.0
23,24.0
24,7.0
25,24.0
26,6.0
27,5.0
28,8.0
29,7.0
30,15.0
31,3.0
32,15.0
33,16.0
34,1.0
35,25.0
36,10.0
37,12.0
38,20.0
39,13.0
40,1.0
41,6.0
42,25.0
43,22.0
44,13.0
45,2.0
46,9.0
47,8.0
48,22.0
49,8.0
50,11.0
51,22.0
52,10.0
53,18.0
54,8.0
55,0.0
56,13.0
57,12.0
58,9.0
59,2.0
60,10.0
61,4.0
62,10.0
63,30.0
64,7.0
65,13.0
66,16.0
67,10.0
68,9.0
69,6.0
70,9.0
71,13.0
72,17.0
73,24.0
74,27.0
75,16.0
76,1.0
77,16.0
78,12.0
79,18.0
80,18.0
81,12.0
82,20.0
83,20.0
84,9.0
85,13.0
86,10.0
87,1.0
88,6.0
89,2.0
90,6.0
91,2.0
92,11.0
93,21.0
94,18.0
95,9.0
96,11.0
97,8.0
98,8.0
99,17.0
100,15.0
101,11.0
102,35.0
103,4.0
104,4.0
105,6.0
106,3.0
107,8.0
108,24.0
109,7.0
110,20.0
111,14.0
112,4.0
113,18.0
114,18.0
115,6.0
116,13.0
117,17.0
118,32.0
119,22.0
120,11.0
121,6.0
122,12.0
123,1.0
124,24.0
125,22.0
126,12.0
127,15.0
128,16.0
129,11.0
130,8.0
131,19.0
132,7.0
133,12.0
134,17.0
135,10.0
136,25.0
137,8.0
138,0.0
139,0.0
140,15.0
141,8.0
142,11.0
143,7.0
144,11.0
145,7.0
146,15.0
147,19.0
148,12.0
149,15.0
150,13.0
151,16.0
152,9.0
153,18.0
154,16.0
155,9.0
156,15.0
157,10.0
158,10.0
159,4.0
160,13.0
161,6.0
162,12.0
163,10.0
164,13.0
165,11.0
166,10.0
167,15.0
168,12.0
169,23.0
170,18.0
171,32.0
172,19.0
173,0.0
174,8.0
175,19.0
176,8.0
177,9.0
178,11.0
179,5.0
180,2.0
181,0.0
182,10.0
183,5.0
184,2.0
185,2.0
186,13.0
187,1.0
188,4.0
189,19.0
190,10.0
191,20.0
192,12.0
193,17.0
194,1.0
195,0.0
