Grid_Number,supermarket
0,1.0
1,2.0
2,2.0
3,1.0
4,2.0
5,5.0
6,0.0
7,1.0
8,1.0
9,1.0
10,0.0
11,5.0
12,2.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,2.0
19,2.0
20,0.0
21,1.0
22,0.0
23,2.0
24,0.0
25,1.0
26,0.0
27,0.0
28,0.0
29,0.0
30,1.0
31,1.0
32,0.0
33,4.0
34,0.0
35,1.0
36,0.0
37,1.0
38,2.0
39,0.0
40,0.0
41,0.0
42,3.0
43,3.0
44,2.0
45,0.0
46,0.0
47,0.0
48,1.0
49,0.0
50,1.0
51,3.0
52,3.0
53,2.0
54,0.0
55,0.0
56,5.0
57,4.0
58,1.0
59,0.0
60,2.0
61,0.0
62,0.0
63,2.0
64,2.0
65,2.0
66,1.0
67,2.0
68,0.0
69,1.0
70,0.0
71,2.0
72,1.0
73,2.0
74,3.0
75,2.0
76,0.0
77,3.0
78,3.0
79,3.0
80,3.0
81,1.0
82,1.0
83,2.0
84,2.0
85,4.0
86,2.0
87,0.0
88,1.0
89,0.0
90,1.0
91,0.0
92,2.0
93,7.0
94,2.0
95,0.0
96,3.0
97,0.0
98,1.0
99,2.0
100,8.0
101,3.0
102,4.0
103,1.0
104,3.0
105,0.0
106,4.0
107,3.0
108,2.0
109,2.0
110,1.0
111,1.0
112,2.0
113,11.0
114,2.0
115,2.0
116,4.0
117,2.0
118,9.0
119,18.0
120,18.0
121,25.0
122,4.0
123,0.0
124,1.0
125,3.0
126,1.0
127,2.0
128,4.0
129,6.0
130,4.0
131,7.0
132,4.0
133,9.0
134,6.0
135,5.0
136,3.0
137,0.0
138,1.0
139,0.0
140,3.0
141,0.0
142,4.0
143,4.0
144,3.0
145,0.0
146,2.0
147,0.0
148,3.0
149,4.0
150,5.0
151,6.0
152,1.0
153,1.0
154,0.0
155,1.0
156,2.0
157,4.0
158,7.0
159,1.0
160,1.0
161,0.0
162,1.0
163,3.0
164,2.0
165,0.0
166,0.0
167,3.0
168,2.0
169,0.0
170,4.0
171,3.0
172,2.0
173,0.0
174,1.0
175,3.0
176,1.0
177,4.0
178,0.0
179,0.0
180,1.0
181,1.0
182,2.0
183,2.0
184,2.0
185,1.0
186,3.0
187,1.0
188,1.0
189,1.0
190,2.0
191,1.0
192,2.0
193,3.0
194,2.0
195,2.0
