Grid_Number,bank
0,0.0
1,0.0
2,2.0
3,0.0
4,0.0
5,0.0
6,1.0
7,0.0
8,0.0
9,1.0
10,1.0
11,0.0
12,3.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,2.0
19,6.0
20,0.0
21,3.0
22,0.0
23,1.0
24,1.0
25,3.0
26,0.0
27,1.0
28,0.0
29,0.0
30,0.0
31,1.0
32,0.0
33,0.0
34,2.0
35,4.0
36,1.0
37,2.0
38,1.0
39,1.0
40,0.0
41,0.0
42,1.0
43,4.0
44,2.0
45,1.0
46,0.0
47,1.0
48,3.0
49,2.0
50,0.0
51,5.0
52,2.0
53,2.0
54,1.0
55,0.0
56,4.0
57,4.0
58,1.0
59,0.0
60,1.0
61,0.0
62,0.0
63,8.0
64,2.0
65,3.0
66,9.0
67,1.0
68,2.0
69,0.0
70,0.0
71,3.0
72,11.0
73,2.0
74,13.0
75,6.0
76,0.0
77,8.0
78,6.0
79,3.0
80,9.0
81,2.0
82,2.0
83,3.0
84,0.0
85,9.0
86,3.0
87,1.0
88,1.0
89,0.0
90,2.0
91,0.0
92,2.0
93,8.0
94,3.0
95,0.0
96,3.0
97,1.0
98,3.0
99,5.0
100,5.0
101,8.0
102,7.0
103,8.0
104,4.0
105,7.0
106,19.0
107,3.0
108,7.0
109,9.0
110,5.0
111,6.0
112,0.0
113,6.0
114,6.0
115,4.0
116,8.0
117,15.0
118,22.0
119,14.0
120,6.0
121,6.0
122,3.0
123,2.0
124,2.0
125,1.0
126,2.0
127,8.0
128,5.0
129,11.0
130,1.0
131,17.0
132,8.0
133,17.0
134,6.0
135,6.0
136,10.0
137,7.0
138,0.0
139,0.0
140,5.0
141,2.0
142,8.0
143,1.0
144,2.0
145,5.0
146,10.0
147,4.0
148,6.0
149,6.0
150,8.0
151,11.0
152,3.0
153,4.0
154,9.0
155,4.0
156,5.0
157,3.0
158,2.0
159,3.0
160,4.0
161,3.0
162,3.0
163,2.0
164,2.0
165,3.0
166,5.0
167,2.0
168,8.0
169,5.0
170,9.0
171,4.0
172,1.0
173,1.0
174,1.0
175,6.0
176,7.0
177,3.0
178,4.0
179,1.0
180,1.0
181,5.0
182,6.0
183,2.0
184,9.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,5.0
192,7.0
193,9.0
194,2.0
195,3.0
