Grid_Number,department_store
0,3.0551585375484267
1,3.151743732256505
2,3.6063618194092473
3,2.7880072403480414
4,1.7354318663789774
5,0.8504854411499285
6,0.95277990140709
7,0.5380317005280846
8,0.9435148204861857
9,1.9909356243385317
10,3.0838760419512528
11,4.186838970161101
12,4.983173172032749
13,5.55438559552443
14,2.034614210085337
15,2.177045093885225
16,2.6512172346587963
17,2.6385234522611194
18,1.5331688358569246
19,0.4596416707565702
20,0.7146503687467294
21,1.5099394954740326
22,1.6972080019033822
23,2.440076847379169
24,3.3912088313997417
25,3.620860927602762
26,4.08136625218783
27,4.762071945059875
28,1.0276914023207886
29,1.2869510007465983
30,1.7252659172686855
31,2.5021926198490867
32,1.7193745294473108
33,0.9043604980919101
34,1.0734753735113056
35,1.9898977796839599
36,2.4371275514258284
37,2.626384492041117
38,2.4430990337863348
39,2.6539081014578203
40,3.254318016769767
41,4.075635596904684
42,0.2889249156354931
43,0.47203508819780826
44,1.017113912604652
45,1.6780322278362192
46,1.5445301741599635
47,1.8795627180148116
48,1.3330047763739679
49,1.0313365692978538
50,1.680259154513629
51,1.6121829844126092
52,1.4172834603497246
53,1.755982745425553
54,2.575096250452826
55,3.556912748097008
56,0.12734933950580812
57,0.35235727192913874
58,1.0680210430283217
59,0.7817075447990236
60,0.5970275434087875
61,1.5489455918769846
62,0.8769544856095554
63,0.23638027195501832
64,0.9006572714601311
65,0.6391702122546014
66,0.3955475946574984
67,1.1096735774996618
68,2.186127932393187
69,3.2863045452617565
70,0.6150471680459059
71,0.20694398802340302
72,0.3020181554628255
73,0.5691490979610844
74,0.6610683557077771
75,1.574736833450063
76,0.5339535936033849
77,0.614658153420375
78,0.8163472962461374
79,0.5710597734803412
80,0.6418951434559957
81,1.219396719046592
82,2.2438114171400327
83,2.2908315824872494
84,0.7134990101797904
85,0.3643930211662889
86,0.10310632999239987
87,0.8844405006280274
88,0.87727863153867
89,0.7658926277437134
90,1.041265055481256
91,0.8161661055310852
92,0.8173535684413481
93,0.6585316844980719
94,0.7172632682033293
95,0.8269993125254207
96,1.2670970578771739
97,1.335572074599346
98,0.6142790933942737
99,0.050349429038841556
100,0.15454257805684807
101,0.09577316689827221
102,0.2848435196047963
103,0.47309994935439664
104,0.8140522608683567
105,0.4844489112517949
106,0.20252088557333217
107,0.5072718909634258
108,0.2506076407495993
109,0.3989329446036327
110,0.49826124536719785
111,0.6531315185981448
112,0.38395598275258735
113,0.33686542913123385
114,0.2387610209837913
115,0.08265402803415577
116,0.4286298518136543
117,0.6226360869745227
118,0.15371634530528996
119,0.08273410752367315
120,0.12442319970096688
121,0.14115650161675863
122,0.5758457329428317
123,0.8527572386687385
124,0.21291784104488323
125,0.4914478535363163
126,0.4532326282488326
127,0.2191689176177216
128,0.4003715177261515
129,0.16702909999684884
130,0.3955614610985988
131,0.42417555207493585
132,0.32156456815089574
133,0.4797868651027173
134,0.0532002953713362
135,0.26744807424572686
136,0.28602271453814004
137,0.8344104739956737
138,0.8505700237233015
139,1.2822098875247614
140,1.1449238649051607
141,0.719351735362786
142,0.7370529662001356
143,0.1455195597381601
144,0.3906976236728989
145,0.12820965156528386
146,0.4288971408343763
147,0.5010923730327974
148,0.36350913461641754
149,0.20298504289485286
150,0.35327421189801766
151,0.4026909856363328
152,0.729574468687489
153,0.2598434297384602
154,0.3501626524338256
155,0.10867860262012023
156,0.6938357060375793
157,0.3967587287545994
158,0.20495544213975278
159,0.1619874583863394
160,0.6238402193377571
161,0.5288669549893434
162,0.7930950769952498
163,0.6074678668100455
164,0.08905072520502123
165,0.061109030832869435
166,0.31945376897686023
167,0.2178406008076776
168,0.32886824632033507
169,0.7375770673808214
170,0.5918970515859333
171,0.12330421933433114
172,0.7026051489844751
173,0.8805901303715824
174,0.6678039406390329
175,0.6700145579069653
176,0.414527767772342
177,0.4154860122417376
178,0.5756680808323096
179,0.8466309598116836
180,0.7275513630405996
181,0.45455615764294516
182,0.3271876032262143
183,0.5496298714683732
184,0.5630313729255344
185,0.9289107287588277
186,1.393439421431864
187,0.8843785107519102
188,0.25888635229961776
189,0.4591858767961204
190,0.5306485839119328
191,0.8932435399037807
192,0.43693763808535296
193,0.16483509029595095
194,0.5696530795422022
195,0.1346966786181892
