Grid_Number,department_store
0,15.0
1,16.0
2,19.0
3,12.0
4,8.0
5,7.0
6,8.0
7,8.0
8,8.0
9,8.0
10,4.0
11,3.0
12,2.0
13,1.0
14,22.0
15,29.0
16,28.0
17,27.0
18,15.0
19,0.0
20,11.0
21,11.0
22,11.0
23,11.0
24,7.0
25,4.0
26,2.0
27,2.0
28,29.0
29,32.0
30,33.0
31,35.0
32,1.0
33,15.0
34,13.0
35,14.0
36,12.0
37,14.0
38,13.0
39,9.0
40,3.0
41,2.0
42,39.0
43,45.0
44,55.0
45,1.0
46,1.0
47,39.0
48,25.0
49,26.0
50,25.0
51,24.0
52,19.0
53,14.0
54,13.0
55,6.0
56,54.0
57,58.0
58,64.0
59,2.0
60,2.0
61,66.0
62,54.0
63,55.0
64,49.0
65,44.0
66,33.0
67,28.0
68,16.0
69,13.0
70,64.0
71,72.0
72,78.0
73,93.0
74,3.0
75,1.0
76,90.0
77,78.0
78,68.0
79,59.0
80,52.0
81,37.0
82,26.0
83,16.0
84,69.0
85,7.0
86,7.0
87,116.0
88,121.0
89,126.0
90,115.0
91,99.0
92,85.0
93,72.0
94,64.0
95,55.0
96,41.0
97,24.0
98,85.0
99,6.0
100,9.0
101,7.0
102,7.0
103,132.0
104,127.0
105,113.0
106,97.0
107,88.0
108,80.0
109,68.0
110,54.0
111,35.0
112,90.0
113,5.0
114,7.0
115,4.0
116,3.0
117,4.0
118,9.0
119,9.0
120,9.0
121,11.0
122,2.0
123,74.0
124,60.0
125,40.0
126,90.0
127,5.0
128,7.0
129,9.0
130,8.0
131,5.0
132,8.0
133,4.0
134,10.0
135,3.0
136,5.0
137,1.0
138,67.0
139,49.0
140,74.0
141,91.0
142,106.0
143,10.0
144,13.0
145,7.0
146,10.0
147,5.0
148,7.0
149,5.0
150,6.0
151,3.0
152,2.0
153,3.0
154,64.0
155,76.0
156,93.0
157,105.0
158,6.0
159,5.0
160,3.0
161,2.0
162,2.0
163,3.0
164,4.0
165,4.0
166,4.0
167,4.0
168,48.0
169,59.0
170,74.0
171,79.0
172,86.0
173,93.0
174,2.0
175,3.0
176,3.0
177,83.0
178,68.0
179,54.0
180,39.0
181,33.0
182,33.0
183,43.0
184,49.0
185,59.0
186,63.0
187,68.0
188,68.0
189,68.0
190,61.0
191,57.0
192,50.0
193,42.0
194,34.0
195,27.0
