Grid_Number,police
0,10.0
1,14.0
2,25.0
3,23.0
4,26.0
5,37.0
6,43.0
7,41.0
8,37.0
9,33.0
10,25.0
11,21.0
12,17.0
13,13.0
14,11.0
15,22.0
16,30.0
17,35.0
18,44.0
19,8.0
20,55.0
21,55.0
22,51.0
23,42.0
24,31.0
25,25.0
26,20.0
27,17.0
28,15.0
29,33.0
30,50.0
31,55.0
32,13.0
33,67.0
34,66.0
35,75.0
36,71.0
37,66.0
38,55.0
39,39.0
40,28.0
41,23.0
42,39.0
43,55.0
44,62.0
45,12.0
46,14.0
47,86.0
48,99.0
49,103.0
50,97.0
51,86.0
52,72.0
53,63.0
54,41.0
55,24.0
56,45.0
57,64.0
58,71.0
59,15.0
60,19.0
61,126.0
62,142.0
63,137.0
64,132.0
65,114.0
66,95.0
67,83.0
68,64.0
69,33.0
70,56.0
71,75.0
72,87.0
73,109.0
74,28.0
75,21.0
76,165.0
77,167.0
78,155.0
79,131.0
80,116.0
81,103.0
82,67.0
83,43.0
84,60.0
85,20.0
86,22.0
87,123.0
88,148.0
89,165.0
90,173.0
91,175.0
92,164.0
93,146.0
94,127.0
95,113.0
96,83.0
97,58.0
98,69.0
99,17.0
100,28.0
101,32.0
102,37.0
103,169.0
104,182.0
105,179.0
106,168.0
107,152.0
108,137.0
109,116.0
110,94.0
111,64.0
112,64.0
113,22.0
114,27.0
115,34.0
116,41.0
117,36.0
118,46.0
119,48.0
120,56.0
121,59.0
122,35.0
123,125.0
124,103.0
125,66.0
126,66.0
127,16.0
128,25.0
129,30.0
130,29.0
131,32.0
132,45.0
133,48.0
134,53.0
135,46.0
136,30.0
137,26.0
138,100.0
139,60.0
140,53.0
141,78.0
142,95.0
143,21.0
144,23.0
145,23.0
146,27.0
147,25.0
148,34.0
149,27.0
150,30.0
151,21.0
152,15.0
153,10.0
154,43.0
155,63.0
156,74.0
157,97.0
158,16.0
159,16.0
160,16.0
161,18.0
162,21.0
163,24.0
164,22.0
165,18.0
166,16.0
167,11.0
168,34.0
169,44.0
170,52.0
171,66.0
172,83.0
173,92.0
174,11.0
175,11.0
176,12.0
177,99.0
178,86.0
179,69.0
180,56.0
181,41.0
182,27.0
183,36.0
184,40.0
185,48.0
186,52.0
187,59.0
188,61.0
189,66.0
190,65.0
191,68.0
192,62.0
193,51.0
194,42.0
195,29.0
