Grid_Number,primary_school
615,0.0
616,0.0
617,0.0
657,2.0
658,3.0
665,0.0
666,0.0
705,3.0
706,0.0
707,3.0
714,0.0
754,3.0
755,4.0
756,3.0
763,0.0
803,3.0
804,3.0
805,3.0
806,2.0
812,1.0
813,1.0
852,2.0
854,3.0
855,2.0
856,2.0
861,1.0
866,1.0
903,5.0
904,5.0
905,3.0
908,1.0
910,1.0
948,3.0
951,6.0
952,5.0
953,6.0
954,6.0
955,6.0
958,1.0
959,1.0
960,1.0
961,0.0
964,2.0
999,5.0
1000,7.0
1001,6.0
1002,7.0
1003,8.0
1004,5.0
1005,5.0
1007,2.0
1008,2.0
1009,0.0
1010,2.0
1011,4.0
1013,3.0
1019,0.0
1020,0.0
1043,4.0
1044,6.0
1045,5.0
1048,3.0
1049,6.0
1050,7.0
1051,5.0
1052,8.0
1053,7.0
1054,4.0
1055,2.0
1056,4.0
1057,2.0
1058,3.0
1059,5.0
1061,0.0
1065,0.0
1066,1.0
1067,0.0
1068,0.0
1069,0.0
1091,3.0
1092,6.0
1093,9.0
1094,8.0
1096,3.0
1098,7.0
1099,10.0
1100,8.0
1101,8.0
1102,5.0
1103,5.0
1104,5.0
1105,5.0
1106,4.0
1107,4.0
1108,7.0
1109,6.0
1110,5.0
1111,4.0
1114,0.0
1115,0.0
1116,1.0
1117,1.0
1118,2.0
1141,8.0
1142,8.0
1143,10.0
1144,9.0
1145,7.0
1146,11.0
1147,12.0
1148,12.0
1149,12.0
1150,7.0
1151,5.0
1152,7.0
1153,6.0
1154,6.0
1155,6.0
1156,8.0
1157,6.0
1158,9.0
1159,5.0
1160,3.0
1165,0.0
1166,1.0
1167,0.0
1188,3.0
1190,6.0
1191,6.0
1192,9.0
1193,9.0
1194,15.0
1195,19.0
1196,16.0
1197,16.0
1198,15.0
1199,10.0
1200,5.0
1202,7.0
1203,8.0
1204,7.0
1205,9.0
1206,13.0
1207,10.0
1208,7.0
1209,5.0
1211,2.0
1213,1.0
1215,0.0
1216,2.0
1220,3.0
1236,0.0
1237,2.0
