Grid_Number,hospital
615,13.0
616,23.0
617,23.0
657,45.0
658,49.0
665,15.0
666,16.0
705,56.0
706,98.0
707,101.0
714,11.0
754,58.0
755,112.0
756,111.0
763,9.0
803,43.0
804,104.0
805,110.0
806,84.0
812,8.0
813,11.0
852,28.0
854,90.0
855,65.0
856,34.0
861,9.0
866,2.0
903,82.0
904,91.0
905,60.0
908,21.0
910,14.0
948,28.0
951,73.0
952,121.0
953,136.0
954,108.0
955,56.0
958,22.0
959,18.0
960,16.0
961,19.0
964,6.0
999,78.0
1000,125.0
1001,137.0
1002,159.0
1003,138.0
1004,69.0
1005,35.0
1007,40.0
1008,41.0
1009,54.0
1010,43.0
1011,35.0
1013,13.0
1019,23.0
1020,28.0
1043,26.0
1044,24.0
1045,34.0
1048,107.0
1049,138.0
1050,166.0
1051,183.0
1052,135.0
1053,80.0
1054,54.0
1055,40.0
1056,72.0
1057,68.0
1058,82.0
1059,71.0
1061,55.0
1065,12.0
1066,12.0
1067,27.0
1068,33.0
1069,32.0
1091,23.0
1092,28.0
1093,28.0
1094,36.0
1096,118.0
1098,133.0
1099,134.0
1100,150.0
1101,128.0
1102,74.0
1103,61.0
1104,75.0
1105,98.0
1106,108.0
1107,109.0
1108,92.0
1109,103.0
1110,62.0
1111,53.0
1114,14.0
1115,16.0
1116,14.0
1117,27.0
1118,24.0
1141,26.0
1142,21.0
1143,32.0
1144,70.0
1145,105.0
1146,125.0
1147,133.0
1148,149.0
1149,137.0
1150,118.0
1151,75.0
1152,74.0
1153,99.0
1154,107.0
1155,130.0
1156,138.0
1157,125.0
1158,109.0
1159,76.0
1160,55.0
1165,11.0
1166,21.0
1167,19.0
1188,44.0
1190,9.0
1191,13.0
1192,23.0
1193,68.0
1194,110.0
1195,148.0
1196,139.0
1197,142.0
1198,142.0
1199,110.0
1200,92.0
1202,110.0
1203,120.0
1204,128.0
1205,151.0
1206,128.0
1207,106.0
1208,96.0
1209,64.0
1211,11.0
1213,3.0
1215,9.0
1216,9.0
1220,50.0
1236,49.0
1237,39.0
1238,30.0
1239,15.0
1240,5.0
1241,19.0
1242,65.0
1243,101.0
1244,140.0
1245,151.0
1246,137.0
1247,152.0
1248,142.0
1249,131.0
1250,112.0
1251,111.0
1252,125.0
1253,121.0
1254,133.0
1255,150.0
1256,104.0
1257,68.0
1258,43.0
1259,28.0
1267,19.0
1268,51.0
1269,69.0
1270,65.0
1287,24.0
1288,12.0
1289,4.0
1290,14.0
1292,65.0
1293,120.0
1294,131.0
1295,137.0
1296,164.0
1297,161.0
1298,132.0
1299,128.0
1300,128.0
1301,128.0
1302,141.0
1303,157.0
1304,157.0
1305,118.0
1306,59.0
1307,52.0
1308,36.0
1309,21.0
1315,10.0
1316,14.0
1317,48.0
1318,73.0
1319,64.0
1337,15.0
1338,10.0
1339,14.0
1340,27.0
1342,84.0
1343,75.0
1344,111.0
1345,132.0
1346,164.0
1347,159.0
1348,139.0
