Grid_Number,local_government_office
615,10.0
616,13.0
617,12.0
657,15.0
658,14.0
665,10.0
666,11.0
705,13.0
706,16.0
707,16.0
714,6.0
754,12.0
755,18.0
756,21.0
763,7.0
803,7.0
804,14.0
805,14.0
806,9.0
812,5.0
813,5.0
852,7.0
854,10.0
855,9.0
856,4.0
861,6.0
866,3.0
903,34.0
904,32.0
905,8.0
908,3.0
910,6.0
948,11.0
951,40.0
952,51.0
953,48.0
954,33.0
955,13.0
958,5.0
959,6.0
960,7.0
961,8.0
964,4.0
999,39.0
1000,72.0
1001,68.0
1002,70.0
1003,52.0
1004,14.0
1005,7.0
1007,7.0
1008,11.0
1009,13.0
1010,14.0
1011,14.0
1013,6.0
1019,8.0
1020,7.0
1043,9.0
1044,10.0
1045,19.0
1048,46.0
1049,74.0
1050,88.0
1051,88.0
1052,52.0
1053,20.0
1054,12.0
1055,11.0
1056,15.0
1057,22.0
1058,21.0
1059,20.0
1061,10.0
1065,2.0
1066,3.0
1067,5.0
1068,9.0
1069,9.0
1091,4.0
1092,7.0
1093,12.0
1094,24.0
1096,56.0
1098,73.0
1099,75.0
1100,73.0
1101,56.0
1102,22.0
1103,12.0
1104,20.0
1105,26.0
1106,37.0
1107,27.0
1108,28.0
1109,24.0
1110,13.0
1111,9.0
1114,3.0
1115,3.0
1116,4.0
1117,8.0
1118,8.0
1141,8.0
1142,10.0
1143,20.0
1144,42.0
1145,55.0
1146,70.0
1147,70.0
1148,75.0
1149,103.0
1150,83.0
1151,22.0
1152,13.0
1153,24.0
1154,30.0
1155,34.0
1156,39.0
1157,30.0
1158,27.0
1159,21.0
1160,10.0
1165,4.0
1166,8.0
1167,8.0
1188,18.0
1190,3.0
1191,6.0
1192,12.0
1193,34.0
1194,57.0
1195,64.0
1196,65.0
1197,104.0
1198,109.0
1199,93.0
1200,72.0
1202,27.0
1203,33.0
1204,33.0
1205,41.0
1206,39.0
1207,34.0
1208,26.0
1209,13.0
1211,3.0
1213,1.0
1215,5.0
1216,4.0
1220,7.0
1236,23.0
1237,19.0
1238,9.0
1239,5.0
1240,2.0
1241,7.0
1242,25.0
1243,45.0
1244,66.0
1245,78.0
1246,102.0
1247,111.0
1248,103.0
1249,89.0
1250,30.0
1251,28.0
1252,37.0
1253,34.0
1254,44.0
1255,50.0
1256,55.0
1257,32.0
1258,17.0
1259,8.0
1267,6.0
1268,8.0
1269,0.0
1270,10.0
1287,7.0
1288,4.0
1289,1.0
1290,1.0
1292,22.0
1293,49.0
1294,69.0
1295,73.0
1296,109.0
1297,108.0
1298,73.0
1299,49.0
1300,35.0
1301,31.0
1302,36.0
1303,50.0
1304,69.0
1305,69.0
1306,40.0
1307,22.0
1308,12.0
1309,5.0
1315,4.0
1316,6.0
1317,8.0
1318,0.0
1319,10.0
1337,11.0
1338,3.0
1339,4.0
1340,6.0
1342,30.0
1343,36.0
1344,46.0
1345,61.0
1346,77.0
1347,83.0
1348,67.0
1349,46.0
1350,39.0
1351,40.0
1352,66.0
1353,90.0
1354,77.0
1355,47.0
1356,28.0
1357,16.0
1358,6.0
1364,3.0
1365,5.0
1366,6.0
1367,10.0
1368,10.0
1385,13.0
1386,16.0
1387,14.0
1388,6.0
1389,6.0
1393,24.0
1394,45.0
1395,67.0
1396,76.0
1397,80.0
1398,48.0
1399,42.0
1401,109.0
1402,126.0
1403,93.0
1405,28.0
1406,22.0
1409,3.0
1413,2.0
1415,3.0
1416,4.0
1417,9.0
1428,12.0
1435,16.0
1436,18.0
1437,8.0
1443,34.0
1444,61.0
1445,69.0
1446,78.0
1447,55.0
1448,45.0
1449,83.0
1450,113.0
1451,125.0
1452,102.0
1453,65.0
1454,30.0
1455,26.0
1458,7.0
1461,3.0
1462,1.0
1464,1.0
1465,3.0
1466,9.0
1467,14.0
1477,11.0
1484,18.0
1492,28.0
1493,54.0
1494,65.0
1495,70.0
1496,60.0
1497,58.0
1498,85.0
1499,119.0
1500,122.0
1501,92.0
1502,49.0
1503,44.0
1504,37.0
1505,15.0
1506,11.0
1507,6.0
1508,7.0
1509,4.0
1510,4.0
1511,2.0
1528,5.0
1541,26.0
1542,35.0
1543,57.0
1544,60.0
1545,51.0
1546,67.0
1547,79.0
1548,105.0
1549,105.0
1550,55.0
1551,62.0
1552,42.0
1553,41.0
1554,28.0
1555,17.0
1556,9.0
1557,10.0
1558,6.0
1559,4.0
1560,2.0
1593,62.0
1594,63.0
1595,59.0
1596,69.0
1597,76.0
1598,76.0
1599,58.0
1600,60.0
1601,47.0
1602,41.0
1603,24.0
1604,16.0
1641,51.0
1642,65.0
1643,70.0
1644,62.0
1645,71.0
1646,73.0
1647,87.0
1648,67.0
1649,63.0
1650,52.0
1651,45.0
1652,15.0
1653,15.0
1677,22.0
1678,26.0
1681,57.0
1690,69.0
1691,82.0
1692,62.0
1693,54.0
1694,63.0
1695,59.0
1696,66.0
1697,65.0
1698,57.0
1699,41.0
1700,23.0
1701,18.0
1702,14.0
1703,8.0
1720,5.0
1721,6.0
1724,12.0
1725,21.0
1731,65.0
1739,69.0
1740,84.0
1741,64.0
1742,58.0
1743,60.0
1744,57.0
1745,56.0
1746,50.0
1747,54.0
1748,36.0
1749,35.0
1750,21.0
1751,15.0
1773,11.0
1774,15.0
1780,69.0
1788,76.0
1789,70.0
1790,78.0
1791,54.0
1792,49.0
1793,48.0
1794,60.0
1796,33.0
1797,26.0
1798,30.0
1799,23.0
1800,13.0
1824,36.0
1826,86.0
1828,56.0
1829,66.0
1837,90.0
1838,97.0
1839,87.0
1840,61.0
1841,50.0
1842,49.0
1843,51.0
1844,40.0
1845,32.0
1846,25.0
1847,26.0
1848,18.0
1874,77.0
1875,82.0
1878,71.0
1879,52.0
1885,126.0
1886,136.0
1887,124.0
1888,113.0
1892,43.0
1893,39.0
1894,26.0
1895,20.0
1918,2.0
1920,20.0
1921,28.0
1924,73.0
1927,79.0
1928,80.0
1934,147.0
1935,154.0
1936,135.0
1937,107.0
1940,32.0
1941,36.0
1942,31.0
1943,16.0
1964,0.0
1969,29.0
1970,35.0
1971,48.0
1972,58.0
1974,87.0
1975,107.0
1976,96.0
1977,89.0
1978,71.0
1983,137.0
1984,114.0
1985,116.0
1986,94.0
2018,24.0
2019,33.0
2022,75.0
2023,94.0
2024,108.0
2025,113.0
2026,91.0
2027,72.0
2030,52.0
2031,67.0
2033,81.0
2040,16.0
2041,9.0
2068,23.0
2070,51.0
2071,80.0
2072,103.0
2073,114.0
2074,117.0
2075,95.0
2076,52.0
2077,31.0
2084,18.0
2085,25.0
2086,29.0
2087,36.0
2088,39.0
2089,26.0
2090,16.0
2091,16.0
2118,37.0
2119,62.0
2120,90.0
2122,102.0
2123,85.0
2124,68.0
2125,39.0
2132,33.0
2133,36.0
2134,45.0
2135,43.0
2136,54.0
2137,54.0
2138,35.0
2139,26.0
2140,15.0
2167,36.0
2168,66.0
2169,75.0
2170,68.0
2171,65.0
2172,68.0
2177,48.0
2178,82.0
2179,92.0
2180,95.0
2181,61.0
