Grid_Number,train_station
615,1.6276369860538769
616,0.6031943856307435
617,0.7425275178519473
657,3.756092874027567
658,3.6769009223117486
665,1.4314116302657511
666,1.4954203292872168
705,3.3114466778307947
706,2.8115430216212585
707,2.7049457333143914
714,2.3144867035409966
754,2.5821911991937454
755,1.899267088631664
756,1.7376944039246531
763,1.4177714236067118
803,2.067807034241444
804,1.1025233072089586
805,0.7925602098840347
806,1.5854362367862616
812,0.7525400276638571
813,0.4754414308473406
852,1.9467980742275568
854,0.3774135284665589
855,1.4240588463962125
856,2.5271146720450366
861,1.0127046765598338
866,4.904346548079504
903,1.2499798799806197
904,1.8568298538779635
905,2.4731953318700266
908,3.0109219092351376
910,1.4509372875536417
948,2.7369279095784846
951,1.8002418740298622
952,0.9430747504648032
953,1.005371321581446
954,1.898687792370128
955,2.9448466005670015
958,1.6158959761920333
959,0.6062186275753477
960,0.7724924478358821
961,1.8162737895229153
964,5.122728003919336
999,1.7386256199943382
1000,1.6230356434812978
1001,0.5318097711029635
1002,0.635815151540485
1003,1.7316357939464708
1004,2.8400222676030378
1005,3.8317527577418833
1007,1.6662752026421983
1008,0.7299578629248116
1009,0.8729640588203511
1010,1.8612244222503782
1011,2.9392360891246168
1013,5.138832617414359
1019,6.612104674904258
1020,6.5815585240613075
1043,1.0934221352174551
1044,2.1114174062971234
1045,2.4239072988173
1048,1.0695373950384932
1049,1.983277597303912
1050,1.2577135118759082
1051,1.3050512799203469
1052,2.0730018629440194
1053,3.0601269450129265
1054,3.6837272791576137
1055,2.6617275781444016
1056,1.7528842074803164
1057,1.2382546995483437
1058,1.5706077386188868
1059,2.352053168920224
1061,4.284218249631593
1065,6.6909140316565585
1066,6.633685971641513
1067,5.893904619708492
1068,5.644765002968332
1069,5.609054636700707
1091,0.4229906452550086
1092,0.9841706125004048
1093,1.7578006487593318
1094,1.7107297057251867
1096,0.5251993398194802
1098,2.1307600828721394
1099,2.1877968168523863
1100,2.2152799583929546
1101,2.7388570474726825
1102,3.5451477838202003
1103,3.4813580362229657
1104,2.373802680190961
1105,1.2739257802406376
1106,0.28930427514868323
1107,1.0086472994315885
1108,2.10330790105878
1109,3.2098755769711804
1110,4.31920833644199
1111,5.429611627779468
1114,5.726505060047975
1115,5.659634864695008
1116,4.977911789346225
1117,4.6803655042372405
1118,4.6373374507837735
1141,1.6278729116933506
1142,0.915276852406761
1143,0.8213882557158825
1144,1.7275670609360942
1145,1.4866799236505532
1146,1.7623149940768972
1147,2.54443576833888
1148,3.1458951845015664
1149,3.1649929284340637
1150,3.5511358899143417
1151,4.204380349904891
1152,3.5459149943308685
1153,2.4674997969545003
1154,1.4409926025773998
1155,0.7329573283368196
1156,1.212788333307243
1157,2.208471636542771
1158,3.2797409545855416
1159,4.371374706053176
1160,5.47119687490967
1165,4.089044844807355
1166,3.721192852543112
1167,3.667032427028356
1188,2.670997703707394
1190,1.768962470209468
1191,0.7023856108131135
1192,0.5747392555458858
1193,1.6248591378251742
1194,1.7017615442112732
1195,2.013357916097829
1196,2.7720191425717893
1197,3.71314320202758
1198,4.12702115774133
1199,4.430013683329274
1200,4.598664278390488
1202,2.6418894256643366
1203,1.8986327884249636
1204,1.644048503237477
1205,1.9563402479354928
1206,2.689522908043493
1207,3.6211409892457342
1208,4.6329961082443
1209,5.626565655755781
1211,4.215998326381778
1213,3.712477737432384
1215,2.772676860615755
1216,2.6996626714794147
1220,1.0431117801949925
1236,4.097614397022164
1237,3.5543449425574525
1238,3.130755377614286
1239,2.1662723210896457
1240,1.4341215472731617
1241,1.376058052612932
1242,1.3571548387623076
1243,0.7258443345582429
1244,1.2979572686603684
1245,2.305514796341904
1246,3.02069056129846
1247,3.334244571892664
1248,3.947488368902501
1249,4.341538837287573
1250,3.2533251771013214
1251,2.176396832549951
1252,1.1671092369230354
1253,0.6785625265944539
1254,1.4253464727892329
1255,2.4648814101075542
1256,3.5485955669393707
1257,4.645673574726978
1258,5.0379741427762985
1259,4.147716698465915
1267,2.3800323586546077
1268,1.2686917554746406
1269,0.1657282559070192
1270,0.9582355041601132
1287,2.4582112669193164
1288,1.8787100331220477
1289,1.8679299830596048
1290,2.2731640886707445
1292,0.253893782137498
1293,1.1055989794774257
1294,2.1673724522076507
1295,2.0537097504581006
1296,2.4921489503359786
1297,3.2675298470238694
1298,3.5929805951356584
1299,2.8736986996580653
1300,2.096984520119733
1301,1.01134428646901
1302,0.3480700995851617
1303,1.300903786978359
1304,2.3950805564784465
1305,3.5004761706609075
1306,4.609025744233358
1307,4.33176982084563
1308,3.581554599597003
1309,2.66892955760128
1315,1.6555035478163702
1316,2.5497796945908564
1317,1.5640718749702367
1318,0.9295845816480496
1319,1.324687315573921
1337,0.9944890995556264
1338,0.974094884248636
1339,1.8389060462155715
1340,1.6804586143167788
1342,1.6329660737439502
1343,1.30234297932082
1344,1.1029974380643357
1345,1.7916394115197218
1346,2.7705960610291185
1347,2.6481722173004734
1348,2.2154801160102298
1349,1.4300105744258278
1350,1.2862234071660803
1351,1.2980803359420596
1352,1.8044558940044269
1353,2.7018460164845135
1354,3.7170882460223376
1355,3.966844206590909
1356,3.4127313158031076
1357,3.167093185802265
1358,2.155884464062227
1364,1.5093902417399618
1365,2.612490171672953
1366,2.2760762775514305
1367,1.8968571635589184
1368,2.1186017196201274
1385,1.693969422100509
1386,0.5971451990021481
1387,0.5625786310546118
1388,1.658092091921989
1389,2.485031323982704
1393,0.3481527191240601
1394,1.4541949858656809
1395,2.5653495161850914
1396,1.7379814213220577
1397,1.5944961453704427
1398,0.7740765368432829
1399,0.4569166936554351
1401,1.9484926635983288
1402,2.61838510096989
1403,3.1319525657146783
1405,2.5358117918219083
1406,2.194216247680193
1409,0.2884779325886191
1413,1.927295303763624
1415,3.132440889228012
1416,2.8686729769952146
1417,3.0198088596878203
1428,1.8712641108222967
1435,1.2776043407965365
1436,1.2617702024590085
1437,2.006169871134172
1443,1.710245662568257
1444,1.5998065084117798
1445,0.9658154948591618
1446,0.6744161801441497
1447,1.0282001123443794
1448,0.7568823774271607
1449,0.473488280898288
1450,1.5324404432205658
1451,1.710794972111143
1452,2.424949753432085
1453,2.68390583655827
1454,1.7649501541314183
1455,1.2245855895195554
1458,1.1866452189603045
1461,2.2306481447407616
1462,2.6550549607912215
1464,4.042438485254799
1465,3.84158562466002
1466,3.955643229515727
1467,4.3599665881662855
1477,2.509174192956624
1484,2.1945568912785216
1492,0.8681417620908433
1493,0.6420277827221429
1494,0.8657231398372335
1495,0.5210869882057461
1496,1.505473042884041
1497,1.0137656528343062
1498,0.8240131021223237
1499,0.6475598076385919
1500,0.9488028951333256
1501,1.9631562595176837
1502,2.4060390747850366
1503,1.3041694162528503
1504,0.2924962296092326
1505,0.97113982697209
1506,2.067252627009238
1507,2.152422895659567
1508,2.51932908124048
1509,3.24560872049572
1510,3.1952753389928423
1511,3.504683701707892
1528,0.428823558973943
1541,0.2657633836544473
1542,0.4122289232747536
1543,0.2239408440881726
1544,0.8943278121015548
1545,1.265642458941853
1546,1.8400943157721057
1547,1.5123541954774264
1548,0.5433764426214769
1549,0.8810011593982668
1550,1.9313027898212851
1551,2.4304988984247897
1552,1.4791105140142748
1553,0.7565827690201041
1554,1.1957965509864708
1555,2.1818120055556123
1556,3.1237176301721314
1557,3.3869182573155916
1558,3.956978756008599
1559,4.1644449079869865
1560,4.406238777398612
1593,0.6030714407808686
1594,0.5608534308647797
1595,1.6547750061081317
1596,2.0164373995268177
1597,1.4401016020221842
1598,1.5468372643087533
1599,1.1489450433765371
1600,1.649335083827604
1601,2.1391070992991823
1602,1.7205232310999343
1603,1.9538381401767757
1604,2.673505012158534
1641,1.8714868297907907
1642,0.9901531217612998
1643,0.6987905696937309
1644,1.0559079556244888
1645,2.0529094707548032
1646,1.5102832442346426
1647,1.0522879399306233
1648,0.18655287273904936
1649,1.1979801258084304
1650,2.3039906968210198
1651,2.6923785273711425
1652,2.8470642435124014
1653,3.3816430436111995
1677,2.2036027137572693
1678,2.6320330131871112
1681,3.2280580175630837
1690,2.212641966753289
1691,1.3200351906902894
1692,0.4312795349772551
1693,0.9014789161493332
