Grid_Number,hospital
615,0.0
616,2.0
617,0.0
657,4.0
658,3.0
665,5.0
666,1.0
705,2.0
706,2.0
707,12.0
714,2.0
754,3.0
755,15.0
756,36.0
763,0.0
803,5.0
804,7.0
805,19.0
806,2.0
812,0.0
813,2.0
852,4.0
854,8.0
855,4.0
856,4.0
861,0.0
866,0.0
903,6.0
904,10.0
905,2.0
908,6.0
910,0.0
948,7.0
951,3.0
952,14.0
953,11.0
954,4.0
955,7.0
958,4.0
959,3.0
960,0.0
961,2.0
964,1.0
999,4.0
1000,5.0
1001,18.0
1002,33.0
1003,20.0
1004,3.0
1005,1.0
1007,1.0
1008,5.0
1009,0.0
1010,1.0
1011,3.0
1013,2.0
1019,11.0
1020,6.0
1043,4.0
1044,1.0
1045,3.0
1048,31.0
1049,2.0
1050,15.0
1051,11.0
1052,9.0
1053,7.0
1054,3.0
1055,4.0
1056,4.0
1057,7.0
1058,5.0
1059,17.0
1061,3.0
1065,0.0
1066,3.0
1067,1.0
1068,3.0
1069,0.0
1091,9.0
1092,1.0
1093,2.0
1094,6.0
1096,8.0
1098,16.0
1099,15.0
1100,16.0
1101,11.0
1102,5.0
1103,2.0
1104,10.0
1105,5.0
1106,5.0
1107,17.0
1108,13.0
1109,2.0
1110,18.0
1111,4.0
1114,2.0
1115,1.0
1116,1.0
1117,2.0
1118,8.0
1141,0.0
1142,0.0
1143,1.0
1144,2.0
1145,10.0
1146,9.0
1147,9.0
1148,9.0
1149,13.0
1150,3.0
1151,6.0
1152,8.0
1153,8.0
1154,17.0
1155,19.0
1156,6.0
1157,11.0
1158,6.0
1159,14.0
1160,8.0
1165,2.0
1166,0.0
1167,0.0
1188,5.0
1190,0.0
1191,1.0
1192,0.0
1193,6.0
1194,16.0
1195,8.0
1196,9.0
1197,13.0
1198,15.0
1199,9.0
1200,8.0
1202,11.0
1203,5.0
1204,5.0
1205,7.0
1206,7.0
1207,13.0
1208,0.0
1209,1.0
1211,2.0
1213,0.0
1215,2.0
1216,1.0
1220,3.0
1236,0.0
1237,13.0
1238,4.0
1239,0.0
1240,1.0
1241,0.0
1242,3.0
1243,22.0
1244,16.0
1245,18.0
1246,15.0
1247,11.0
1248,19.0
1249,12.0
1250,1.0
1251,9.0
1252,10.0
1253,10.0
1254,23.0
1255,28.0
1256,6.0
1257,7.0
1258,6.0
1259,0.0
1267,0.0
1268,2.0
1269,19.0
1270,11.0
1287,3.0
1288,0.0
1289,0.0
1290,1.0
1292,2.0
1293,12.0
1294,16.0
1295,8.0
1296,8.0
1297,22.0
1298,16.0
1299,8.0
1300,10.0
1301,19.0
1302,5.0
1303,12.0
1304,6.0
1305,2.0
1306,10.0
1307,2.0
1308,6.0
1309,1.0
1315,0.0
1316,2.0
1317,3.0
1318,7.0
1319,15.0
1337,0.0
1338,0.0
1339,1.0
1340,1.0
1342,0.0
1343,17.0
1344,6.0
1345,8.0
1346,15.0
1347,9.0
1348,8.0
1349,18.0
1350,12.0
1351,0.0
1352,17.0
1353,26.0
1354,9.0
1355,1.0
1356,3.0
1357,4.0
1358,1.0
1364,0.0
1365,1.0
1366,0.0
1367,3.0
1368,6.0
1385,1.0
1386,3.0
1387,0.0
1388,1.0
1389,0.0
1393,4.0
1394,16.0
1395,20.0
1396,15.0
1397,8.0
1398,10.0
1399,23.0
1401,18.0
1402,11.0
1403,21.0
1405,22.0
1406,4.0
1409,1.0
1413,1.0
1415,1.0
1416,0.0
1417,0.0
1428,3.0
1435,15.0
1436,0.0
1437,4.0
1443,3.0
1444,7.0
1445,20.0
1446,16.0
1447,7.0
1448,9.0
1449,16.0
1450,6.0
1451,14.0
1452,5.0
1453,7.0
1454,14.0
1455,4.0
1458,1.0
1461,0.0
1462,0.0
1464,0.0
1465,2.0
1466,2.0
1467,3.0
1477,12.0
1484,3.0
1492,18.0
1493,5.0
1494,12.0
1495,20.0
1496,5.0
1497,11.0
1498,17.0
1499,10.0
1500,9.0
1501,25.0
1502,3.0
1503,18.0
1504,3.0
1505,0.0
1506,0.0
1507,1.0
1508,0.0
1509,4.0
1510,0.0
1511,0.0
1528,3.0
1541,15.0
1542,8.0
1543,3.0
1544,12.0
1545,14.0
1546,1.0
1547,20.0
1548,7.0
1549,8.0
1550,11.0
1551,7.0
1552,7.0
1553,15.0
1554,7.0
1555,0.0
1556,0.0
1557,1.0
1558,1.0
1559,0.0
1560,0.0
1593,7.0
1594,2.0
1595,13.0
1596,16.0
1597,12.0
1598,6.0
1599,11.0
1600,10.0
1601,1.0
1602,2.0
1603,11.0
1604,4.0
1641,23.0
1642,14.0
1643,6.0
1644,19.0
1645,10.0
