Grid_Number,school
1647,16.0
1648,6.0
1649,25.0
1650,17.0
1651,18.0
1652,12.0
1653,7.0
1677,22.0
1678,33.0
1681,21.0
1690,15.0
1691,3.0
1692,6.0
1693,8.0
1694,5.0
1695,22.0
1696,10.0
1697,19.0
1698,21.0
1699,24.0
1700,6.0
1701,13.0
1702,15.0
1703,21.0
1720,23.0
1721,16.0
1724,35.0
1725,17.0
1731,12.0
1739,11.0
1740,5.0
1741,9.0
1742,21.0
1743,6.0
1744,8.0
1745,10.0
1746,9.0
1747,1.0
1748,10.0
1749,25.0
1750,9.0
1751,23.0
1773,20.0
1774,16.0
1780,14.0
1788,13.0
1789,10.0
1790,20.0
1791,4.0
1792,11.0
1793,7.0
1794,10.0
1796,1.0
1797,13.0
1798,23.0
1799,20.0
1800,20.0
1824,17.0
1826,17.0
1828,16.0
1829,12.0
1837,12.0
1838,4.0
1839,6.0
1840,16.0
1841,6.0
1842,20.0
1843,20.0
1844,10.0
1845,14.0
1846,19.0
1847,7.0
1848,8.0
1874,9.0
1875,17.0
1878,15.0
1879,5.0
1885,12.0
1886,7.0
1887,8.0
1888,19.0
1892,10.0
1893,23.0
1894,24.0
1895,5.0
1918,0.0
1920,32.0
1921,16.0
1924,3.0
1927,13.0
1928,15.0
1934,15.0
1935,10.0
1936,9.0
1937,6.0
1940,6.0
1941,4.0
1942,17.0
1943,18.0
1964,0.0
1969,41.0
1970,18.0
1971,9.0
1972,13.0
1974,3.0
1975,11.0
1976,8.0
1977,10.0
1978,8.0
1983,17.0
1984,17.0
1985,16.0
1986,16.0
2018,23.0
2019,13.0
2022,17.0
2023,8.0
2024,7.0
2025,21.0
2026,4.0
2027,23.0
2030,6.0
2031,7.0
2033,25.0
2040,19.0
2041,32.0
2068,25.0
2070,10.0
2071,12.0
2072,20.0
2073,6.0
2074,8.0
2075,19.0
2076,32.0
2077,6.0
2084,8.0
2085,18.0
2086,7.0
2087,12.0
2088,16.0
2089,17.0
2090,5.0
2091,2.0
2118,21.0
2119,6.0
2120,15.0
2122,0.0
2123,7.0
2124,11.0
2125,3.0
2132,21.0
2133,12.0
2134,20.0
2135,17.0
2136,11.0
2137,16.0
2138,14.0
2139,22.0
2140,19.0
2167,3.0
2168,20.0
2169,6.0
2170,27.0
2171,4.0
2172,18.0
2177,4.0
2178,14.0
2179,33.0
2180,12.0
2181,17.0
2182,7.0
2183,2.0
2184,7.0
2185,18.0
2186,11.0
2187,9.0
2188,15.0
2189,10.0
2215,17.0
2216,8.0
2217,12.0
2218,11.0
2220,15.0
2221,42.0
2226,32.0
2227,9.0
2228,22.0
2229,10.0
2230,12.0
2231,10.0
2232,15.0
2233,15.0
2234,6.0
2235,6.0
2236,6.0
2263,19.0
2264,17.0
2265,4.0
2266,3.0
2267,24.0
2268,17.0
2269,9.0
2274,25.0
2275,2.0
2276,16.0
2277,13.0
2278,15.0
2279,5.0
2280,15.0
2281,7.0
2282,13.0
2283,10.0
2284,12.0
2312,11.0
2313,15.0
2314,15.0
2315,7.0
2316,11.0
2317,15.0
2323,7.0
2324,7.0
2325,7.0
2326,6.0
2327,9.0
2328,2.0
2329,7.0
2330,6.0
2331,4.0
2332,5.0
2333,13.0
2334,2.0
2362,14.0
2364,18.0
2365,22.0
2372,11.0
2373,9.0
2374,8.0
2375,18.0
2377,17.0
2378,7.0
2379,10.0
2380,17.0
2381,6.0
2382,16.0
2383,15.0
2411,22.0
2412,0.0
2421,10.0
2422,13.0
2423,6.0
2471,7.0
2472,4.0
