Grid_Number,supermarket
615,0.0
616,0.0
617,3.0
657,1.0
658,1.0
665,1.0
666,0.0
705,1.0
706,2.0
707,0.0
714,1.0
754,2.0
755,9.0
756,3.0
763,1.0
803,5.0
804,2.0
805,5.0
806,0.0
812,0.0
813,2.0
852,6.0
854,3.0
855,3.0
856,1.0
861,0.0
866,1.0
903,4.0
904,5.0
905,5.0
908,1.0
910,0.0
948,6.0
951,2.0
952,11.0
953,4.0
954,3.0
955,4.0
958,1.0
959,1.0
960,0.0
961,1.0
964,3.0
999,0.0
1000,1.0
1001,4.0
1002,9.0
1003,5.0
1004,8.0
1005,0.0
1007,3.0
1008,4.0
1009,0.0
1010,0.0
1011,2.0
1013,4.0
1019,2.0
1020,2.0
1043,1.0
1044,0.0
1045,3.0
1048,11.0
1049,0.0
1050,8.0
1051,10.0
1052,3.0
1053,5.0
1054,1.0
1055,3.0
1056,1.0
1057,2.0
1058,7.0
1059,5.0
1061,1.0
1065,1.0
1066,1.0
1067,1.0
1068,2.0
1069,1.0
1091,2.0
1092,0.0
1093,1.0
1094,2.0
1096,2.0
1098,8.0
1099,10.0
1100,11.0
1101,2.0
1102,7.0
1103,2.0
1104,3.0
1105,0.0
1106,6.0
1107,3.0
1108,3.0
1109,1.0
1110,2.0
1111,1.0
1114,0.0
1115,0.0
1116,1.0
1117,1.0
1118,2.0
1141,0.0
1142,0.0
1143,1.0
1144,0.0
1145,1.0
1146,4.0
1147,5.0
1148,12.0
1149,7.0
1150,2.0
1151,3.0
1152,2.0
1153,5.0
1154,5.0
1155,10.0
1156,3.0
1157,6.0
1158,2.0
1159,5.0
1160,2.0
1165,0.0
1166,1.0
1167,0.0
1188,1.0
1190,0.0
1191,1.0
1192,0.0
1193,1.0
1194,5.0
1195,3.0
1196,6.0
1197,7.0
1198,5.0
1199,3.0
1200,4.0
1202,3.0
1203,3.0
1204,1.0
1205,4.0
1206,4.0
1207,6.0
1208,0.0
1209,1.0
1211,2.0
1213,0.0
1215,0.0
1216,0.0
1220,0.0
1236,0.0
1237,3.0
